code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06060440],(16.06.2006),Pokud přípojné vozidlo svými rozměry po připojení k tažnému vozidlu znemožní řidiči řádný výhled vnějšími zpětnými zrcátky:,,"Tažné vozidlo musí být opatřeno doplňkovými zpětnými zrcátky s větším vyložením nebo jiným zařízením, které zajistí řádný výhled.",Smí být taková souprava v silničním provozu užita pouze na silnicích II. a III. třídy a místních komunikacích.,Smí být taková souprava užívána v silničním provozu.
[06060441],(16.06.2006),Započítává se do největší povolené délky autobusů jakákoliv odnímatelná výbava (např. schrána na lyže atd.)?,,"Ano, započítává.","Ne, nezapočítává.","Ano, ale jen u meziměstských a dálkových autobusů."
[06060442],(16.06.2006),Povinná výbava motorových a přípojných vozidel musí být umístěna ve vozidle:,,Při každém užití vozidla v provozu na pozemních komunikacích.,Pouze pokud je vozidlo přistaveno na STK.,Pouze pokud nepřekáží při běžném užití vozidla.
[06060443],(16.06.2006),Na vozidle mohou být použita jen taková světelná zařízení:,,Která jsou pro danou kategorii předepsána a povolena.,"Která jsou pevně spojena s vozidlem, bez ohledu na jejich počet, barvu a umístění.",Jejichž činnost je signalizována kontrolkou.
[06060444],(16.06.2006),Úprava barvy světla vyzařovaného světelným zařízením vozidla je:,,Zakázána.,Povolena pouze záměnou žárovky jiné barvy.,"Je možná změna jiným způsobem, např. přestříkáním."
[06060445],(16.06.2006),"Nádoby na záložní palivo musí být provedeny tak, aby:",,Palivo nemohlo vytékat při jakékoli poloze nádoby.,Se nedaly ve vozidle zaměnit s jinou nádobou.,Neměly objem větší než 5 litrů.
[06060447],(16.06.2006),Dodatečná montáž předních mlhových světel na vozidlo je možná:,,Pokud montáž odpovídá technickým požadavkům stanoveným mezinárodním předpisem.,Bez omezení.,Není možná.
[06060450],(16.06.2006),K pravidelné technické prohlídce může přistavit vozidlo:,,"Jakákoliv osoba, které je vozidlo svěřeno.",Pouze provozovatel vozidla.,Pouze vlastník vozidla.
[06060451],(16.06.2006),Kontrolní nálepka osvědčující technickou způsobilost vozidla se umísťuje:,,Na zadní tabulku registrační značky.,Na přední tabulku registrační značky.,Podle požadavku zákazníka.
[06060453],(17.03.2015),"Proděravěním kontrolní nálepky, osvědčující technickou způsobilost vozidla, se vyznačuje:",,"Rok a měsíc, do kterého platí osvědčení o technické způsobilosti vozidla.",Rok provedení příští pravidelné technické prohlídky.,"Rok, měsíc a den provedení příští pravidelné technické prohlídky."
[06060456],(16.06.2006),Pokud je vozidlo vybaveno indikací defektu a soupravou pro bezdemontážní opravu pneumatiky:,,Nemusí být automobil povinně vybaven náhradním kolem.,Musí být automobil povinně vybaven náhradním kolem.,Musí být automobil povinně vybaven náhradním kolem pouze při provozu na dálnici.
[06060513],(16.06.2006),Tabulku registrační značky umístí vlastník nebo provozovatel vozidla:,,Do místa určeného konstrukčním řešením vozidla.,Na kteréhokoliv místo na přídi nebo zádi vozidla; přitom však nesmí zakrýt předepsané osvětlení vozidla.,Na kterékoliv viditelné místo na vozidle.
[06060514],(16.06.2006),Tabulku registrační značky umístí vlastník nebo provozovatel vozidla:,,"Tak, aby při běžném provozu na pozemních komunikacích nedošlo k její ztrátě.","Tak, aby ani v případě vážné dopravní nehody nemohlo dojít k její ztrátě.","Tak, že ji vždy za použití šroubů nebo nýtů pevně spojí s karoserií."
[06060515],(16.06.2006),Na tabulku registrační značky:,,"Nesmí být umístěny žádné nápisy nebo vyobrazení, které by narušily její čitelnost nebo rozlišovací schopnost, není-li stanoveno jinak.",Smí být umístěny pouze státní znak České republiky nebo vyobrazení státní vlajky České republiky.,"Smí být umisťovány pouze předměty, jejichž plocha nepřesahuje 5 cm2."
[06060516],(16.06.2006),V těsné blízkosti tabulky registrační značky:,,"Nesmí být umístěny žádné nápisy nebo vyobrazení, které by narušily její čitelnost nebo rozlišovací schopnost, není-li stanoveno jinak.","Lze umístit pouze drobné ozdobné předměty nebo nápisy, pokud jimi tabulka registrační značky není překryta.","Lze umístit pouze reklamní nápisy, které nelze zaměnit s číselným kódem na registrační značce."
[06060524],(17.06.2006),"Jestliže je vozidlo vybaveno tažným zařízením schváleným s odnímatelnou spojovací koulí bez použití nářadí, musí mít tuto kouli odejmutou, pokud:",,Není využívána ke spojení s přípojným vozidlem či jiným zařízením.,Je vozidlo v klidu.,Nebylo tažné zařízení použito po dobu delší než 1 měsíc.
[06060525],(17.06.2006),"Pneumatika náhradního kola, s výjimkou kola pro nouzové dojetí:",,Musí být nahuštěna nejméně na tlak odpovídající nejvyššímu předepsanému huštění pneumatik na vozidle.,Musí být nahuštěna na tlak odpovídající nejnižšímu předepsanému huštění pneumatik na vozidle.,"Může být nahuštěna i na nižší tlak, než je předepsáno pro pneumatiky na vozidle."
[06060526],(17.06.2006),"Pro spojování vozidel do jízdních souprav s nebrzděným přívěsem, jehož největší přípustná hmotnost nepřevyšuje 750 kg, platí že:",,"Okamžitá hmotnost přívěsu nesmí překročit největší povolenou hmotnost pro nebrzděné přívěsy, jež je uvedena v technickém průkazu a osvědčení o registraci konkrétního tažného vozidla.",Hmotnost přívěsu není nijak vázána na technickou specifikaci tažného vozidla.,"Přívěs musí být vzadu viditelně označen symbolem dopravní značky ""Jiné nebezpečí""."
[08120023],(12.12.2008),Pokud je technickou prohlídkou silničního vozidla shledána nebezpečná závada:,,Vozidlo je technicky nezpůsobilé k provozu a nesmí být v provozu používáno.,Vozidlo je technicky způsobilé k provozu pouze na dobu 30 dnů.,Stanice kontroly technického stavu vozidla je povinna závadu odstranit.
[08120025],(12.12.2008),Přestavbou silničního vozidla je:,,Změna nebo úprava podstatných částí mechanismu nebo konstrukce provozovaného silničního vozidla.,"Každá oprava vozidla, při které bylo použito náhradních dílů.","Nahrazení nebo doplnění vozidla součástí nebo výbavou, která splňuje podmínky stanovené zákonem."
[08120026],(12.12.2008),Za přestavbu silničního vozidla se považuje:,,Změna nebo úprava podstatných částí mechanismu nebo konstrukce provozovaného silničního vozidla.,Výměna podstatné části mechanizmu nebo konstrukce silničního vozidla za náhradní díl k vozidlu.,"Nahrazení nebo doplnění vozidla součástí nebo výbavou, která splňuje podmínky stanovené zákonem."
[08120028],(20.06.2006),"Výrobce motorů, systémů a zařízení k pohonu vozidel:",,"Předepisuje pohonné hmoty, provozní hmoty a maziva používané k provozu silničních motorových vozidel.",Doporučuje pohonné hmoty a provozní hmoty používané v provozu silničních motorových vozidel.,Neurčuje pohonné hmoty a provozní hmoty používané v provozu silničních motorových vozidel.
[08120035],(12.12.2008),Stanice technické kontroly může při pravidelné technické prohlídce:,,"Seřizovat světlomety, pokud se jedná o jednoduché seřízení.",Seřizovat řídící funkce motoru u motorů s řízeným emisním systémem.,"Seřizovat brzdovou soustavu, řízení a nápravu."
[08120036],(12.12.2008),"Silniční vozidlo je technicky způsobilé k provozu na pozemních komunikacích, pokud:",,"Technickou prohlídkou silničního vozidla, jeho ústrojí a částí nebyly zjištěny žádné závady nebo jen lehké závady.","Technickou prohlídkou silničního vozidla, jeho ústrojí a částí nebyly zjištěny žádné závady.","Technickou prohlídkou silničního vozidla, jeho ústrojí a částí byly zjištěny jen závady, které neohrožují bezprostředně bezpečnost jízdy."
[08120037],(22.05.2006),"Pokud je na silničním vozidle shledána vážná závada, je vozidlo:",,Technicky způsobilé k provozu pouze na dobu 30 dnů ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.,Technicky nezpůsobilé k provozu po dobu nutnou k odstranění závady ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.,Technicky nezpůsobilé k provozu na pozemních komunikacích ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.
[10040038],(26.04.2010),Technickou prohlídkou silničního vozidla se rozumí:,,"kontrola technického stavu, činnosti ústrojí a zařízení silničního vozidla ve stanici STK.",kontrola vylepení nálepky osvědčující technickou způsobilosti vozidla.,kontrola vylepení nálepky osvědčující měření emisí.
[22100013],(18.10.2022),Má vozidlo dle kontrolní nálepky na fotografii k dnešnímu dni platnou technickou prohlídku?,/Vestnik/GetImageQuestion/eTesty_1107.png,Ne.,Ano.,Nelze určit.
[22100039],(20.10.2022),Má vozidlo dle kontrolní nálepky na fotografii platnou technickou prohlídku?,/Vestnik/GetImageQuestion/eTesty_1471.png,Ano,Ne.,Nelze určit.
[24030002],(05.03.2024),"Jaká je maximální povolená konstrukční rychlost elektrokoloběžky, kterou je možno řídit bez řidičského oprávnění?",/Vestnik/GetImageQuestion/eTesty_1617.png,25 km/h,45 km/h,15 km/h
