code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06040298],(26.04.2006),Řidič vjíždějící z účelové pozemní komunikace na jinou pozemní komunikaci:,,Musí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.,Nemusí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.,"Nemusí dát přednost jezdcům na zvířatech nebo organizovanému útvaru chodců jdoucím po pozemní komunikaci, musí dát přednost v jízdě pouze vozidlům jedoucím po pozemní komunikaci."
[06040299],(26.04.2006),Kdo odpovídá za umístění a upevnění dětské autosedačky v souladu s návodem k jejímu použití?,,Vždy řidič vozidla.,Zákonný zástupce dítěte nebo jím pověřená osoba.,"Osoba, která dítě doprovází, a u dítěte bez doprovodu řidič."
[06040308],(26.04.2006),"Za vozidlem hromadné dopravy osob, které zastavilo v obci v zastávce bez nástupního ostrůvku nebo bez nástupiště na zvýšeném tramvajovém pásu, musí řidič jiného vozidla:",,"Vozidlo zastavit; je-li v zastávce více vozidel hromadné dopravy osob, musí zastavit za druhým z nich, pokračovat v jízdě smí teprve tehdy, neohrozí-li již cestující, kteří nastupují nebo vystupují.",Snížit rychlost vozidla s ohledem na bezpečnost nastupujících a vystupujících cestujících.,"Vozidlo zastavit i v případě, zastaví-li vozidlo hromadné dopravy osob u okraje vozovky."
[06040315],(26.04.2006),"Řidič vozidla, které zastavilo nebo stálo a opět vyjíždí od okraje pozemní komunikace nebo od chodníku:",,Musí dávat znamení o změně směru jízdy a nesmí ohrozit ostatní účastníky provozu na pozemních komunikacích.,Musí dávat znamení o změně směru jízdy a nesmí ohrozit ani omezit ostatní účastníky provozu na pozemních komunikacích.,Nemusí dávat znamení o změně směru jízdy a může omezit ostatní účastníky provozu na pozemních komunikacích.
[06040328],(26.04.2006),Na jednosměrné pozemní komunikaci smí řidič zastavit a stát:,,Vpravo i vlevo.,Pouze vpravo.,Pouze vlevo.
[06040342],(26.04.2006),"Před železničním přejezdem, u kterého je umístěna dopravní značka ""Stůj, dej přednost v jízdě!"", musí řidič zastavit vozidlo:",,"Na takovém místě, odkud má náležitý rozhled na trať.",Nejdále 5 m za touto dopravní značkou.,Nejméně 5 m před železničním přejezdem.
[06040347],(26.04.2006),"Na silniční vegetaci, pokud to není povoleno místní úpravou na pozemní komunikaci:",,Řidič nesmí zastavit a stát.,Řidič může zastavit na dobu nezbytně nutnou.,"Řidič může zastavit, nikoli však stát."
[06050157],(06.01.2016),Řidič motorového vozidla o maximální přípustné hmotnosti nepřevyšující 3 500 kg a autobusu smí jet:,,Na silnici pro motorová vozidla rychlostí nejvýše 110 km.h-1 a na dálnici rychlostí nejvýše 130 km.h-1.,Na silnici pro motorová vozidla a na dálnici rychlostí nejvýše 130 km.h-1.,"Na silnici pro motorová vozidla rychlostí nejvýše 110 km.h-1 a na dálnici rychlostí nejvýše 130 km.h-1, s výjimkou řidiče autobusu, který na dálnici smí jet rychlostí nejvýše 110 km.h-1."
[06050309],(25.05.2022),"Stanovené osvětlení, odrazky a registrační značka, rozpoznávací značka státu ani vyznačení nejvyšší povolené rychlosti:",,"Nesmějí být zakryty přepravovaným nákladem ani zařízeními sloužícími k jeho upevnění a ochraně (např. plachta, řetězy nebo lana).","Mohou být zakryty zařízeními sloužícími k upevnění a ochraně nákladu (např. plachta, řetězy nebo lana), nelze-li náklad jinak zajistit.","Mohou být zakryty nákladem, pokud je za jízdy na vozidle v chodu zvláštní výstražné světlo oranžové barvy."
[06050310],(18.05.2006),Za nesnížené viditelnosti při přepravě zemědělských produktů nemusí být zvláštním způsobem označen náklad přečnívající:,,Z boku vnější okraj obrysových světel o více než 40 cm.,Vozidlo vzadu o více než 1 metr.,Vozidlo vpředu o více než 1 metr.
[06050311],(18.05.2006),Při přepravě živých zvířat:,,Nesmí být ohrožena bezpečnost přepravovaných zvířat.,Musí být vozidlo označeno zvláštním označením pro vozidla přepravující živá zvířata.,Musí být za jízdy na vozidle v chodu zvláštní výstražné světlo oranžové barvy.
[06050313],(18.05.2006),"Přečnívá-li za snížené viditelnosti náklad z boku u motorového vozidla nebo jízdní soupravy vnější okraj obrysových světel o více než 40 cm, musí být přečnívající konec nákladu:",,Označen vzadu červeným světlem a jinou než trojúhelníkovou červenou odrazkou a vpředu neoslňujícím bílým světlem a jinou než trojúhelníkovou bílou odrazkou.,Označen červeným praporkem o rozměrech nejméně 20 x 20 cm a dále vzadu červeným světlem a vpředu neoslňujícím bílým světlem.,Označen vzadu červeným světlem a trojúhelníkovou červenou odrazkou a vpředu neoslňujícím bílým světlem a trojúhelníkovou bílou odrazkou.
[06050314],(18.05.2006),"Zvláštním způsobem musí být označen náklad, který přečnívá vozidlo vpředu nebo vzadu:",,O více než 1 metr.,O více než 50 cm.,O více než 70 cm.
[06050315],(18.05.2006),"Zvláštním způsobem musí být označen náklad, který z boku u motorového vozidla nebo jízdní soupravy přečnívá:",,Vnější okraj obrysových světel o více než 40 cm.,Vnější obrys motorového vozidla nebo jízdní soupravy o více než 20 cm.,Vnější okraj obrysových světel o více než 20 cm.
[06050316],(18.05.2006),K měření rychlosti vozidel je oprávněna:,,Policie České republiky a obecní policie.,Policie České republiky.,"Policie České republiky, obecní policie a celní správa."
[06050317],(18.05.2006),"Náklad, který přečnívá vpředu nebo vzadu vozidlo, musí být zvláštním způsobem označen, pouze pokud takto přečnívá:",,O více než 100 cm.,O více než 75 cm.,O více než 125 cm.
[06050318],(18.05.2006),Nakládání či skládání nákladu na pozemní komunikaci:,,"Je dovoleno jen tehdy, nelze-li to provést mimo pozemní komunikaci.",Je zakázáno. Výjimku může udělit příslušný útvar Policie České republiky.,"Je dovoleno, s výjimkou skládání sypkých substrátů (např. písku)."
[06050319],(18.05.2006),Nakládání či skládání nákladu na pozemní komunikaci:,,Nesmí ohrozit bezpečnost provozu na pozemních komunikacích.,Nesmí omezit plynulost provozu na pozemních komunikacích.,Nesmí probíhat za snížené viditelnosti.
[06050320],(18.05.2006),Při nakládání nebo skládání nákladu na pozemní komunikaci:,,"Musí být náklad naložen nebo složen co nejrychleji a tak, aby nebyla ohrožena bezpečnost provozu na pozemních komunikacích.",Musí být osoby nakládající nebo skládající náklad oděny ve svrchní části oděvu z retroreflexního materiálu.,"Musí být přibrána způsobilá a náležitě poučená osoba, aby nebyla ohrožena bezpečnost provozu na pozemních komunikacích."
[06050321],(18.05.2006),Přepravované věci musí být ve vozidle umístěny:,,"Tak, aby neomezovaly a neohrožovaly řidiče nebo osoby přepravované ve vozidle a nebránily výhledu z místa řidiče.",Vždy v prostoru uzpůsobeném a určeném pro přepravu zavazadel.,"Tak, aby nemohly překážet v rychlém opuštění vozidla, například v případě dopravní nehody."
[06050322],(18.05.2006),Náklad musí být na vozidle umístěn a upevněn:,,"Tak, aby byla zajištěna stabilita a ovladatelnost vozidla a aby náklad neohrožoval bezpečnost provozu na pozemních komunikacích.","Tak, aby nepřečníval vozidlo vpředu, vzadu ani z boku.","Tak, aby v případě dopravní nehody nemohlo dojít k jeho poškození nebo zničení."
[06050324],(18.05.2006),Při přepravě nákladu nesmějí po straně z vozidla vyčnívat:,,"Předměty, které lze snadno přehlédnout, jako jsou například jednotlivé tyče nebo roury.",Žádné předměty.,"Žádné předměty, které nejsou viditelně označeny červeným praporkem o rozměrech nejméně 30 x 30 cm."
[06050330],(18.05.2006),Ve zvláštním motorovém vozidle nesmějí být přepravovány:,,Osoby mladší 15 let.,Osoby mladší 18 let.,Osoby starší 60 let.
[06050331],(18.05.2006),Strážník obecní policie :,,Je oprávněn zastavovat vozidla pouze ve stejnokroji obecní policie.,Je oprávněn k zastavování vozidel i v civilním oblečení.,Není oprávněn zastavovat vozidla ani ve stejnokroji obecní policie.
[06050332],(18.05.2006),Celník ve stejnokroji:,,Smí zastavovat vozidla.,Nesmí zastavovat vozidla.,Smí zastavovat vozidla pouze na hraničním přechodu.
[06050333],(18.05.2006),"Přečnívá-li za snížené viditelnosti náklad vozidlo vpředu nebo vzadu o více než 1 metr, musí být přečnívající konec nákladu:",,Označen vzadu červeným světlem a jinou než trojúhelníkovou červenou odrazkou a vpředu neoslňujícím bílým světlem a jinou než trojúhelníkovou bílou odrazkou.,Označen červeným praporkem o rozměrech nejméně 30 x 30 cm a dále vzadu červeným světlem a vpředu neoslňujícím bílým světlem.,Označen vzadu červeným světlem a trojúhelníkovou červenou odrazkou a vpředu neoslňujícím bílým světlem a trojúhelníkovou bílou odrazkou.
[06050334],(18.05.2006),"Přečnívá-li za nesnížené viditelnosti náklad vozidlo vpředu nebo vzadu o více než 1 metr, musí být přečnívající konec nákladu:",/Vestnik/GetImageQuestion/0458_6328350549710.swf.mp4,Označen červeným praporkem o rozměrech nejméně 30 x 30 cm.,Označen vzadu červenou a vpředu bílou odrazkou jiného než trojúhelníkového tvaru.,Označen vzadu červenou a vpředu bílou odrazkou trojúhelníkového tvaru.
[06050339],(18.05.2006),Řidič nesmí zastavit a stát:,,V připojovacím nebo odbočovacím pruhu.,"V připojovacím pruhu, nejméně 50 m před místem připojení k průběžnému pruhu.",Jen v odbočovacím pruhu.
[06050340],(18.05.2006),"Řidič vozidla, které je povinně vybaveno přenosným trojúhelníkem a pro technickou závadu se na pozemní komunikaci mimo obec stalo nepojízdným, je povinen tento trojúhelník umístit:",,"Na okraj vozovky ve vzdálenosti nejméně 50 metrů za vozidlem, na dálnici nejméně 100 m za vozidlem.","Na střed vozovky ve vzdálenosti nejméně 50 metrů za vozidlem, na dálnici nejméně 100 m za vozidlem.","Na střechu vozidla, odkud bude zezadu dobře viditelný."
[06050351],(18.05.2006),Řidič předjížděného vozidla:,/Vestnik/GetImageQuestion/0460_6328349949724.swf.mp4,Nesmí zvyšovat rychlost ani jinak bránit předjíždění.,Může zvyšovat rychlost a bránit i jinak v předjíždění.,"Může zvyšovat rychlost, pokud má silnější vozidlo."
[06050352],(18.05.2006),Řidiči protijedoucích vozidel se vyhýbají:,,"Vpravo, včas a v dostatečné míře.","Vlevo, včas a v dostatečné míře.","Vlevo, minimálně 10 m před místem, kde se budou míjet."
[06050358],(18.05.2006),Při jízdě po silnici pro motorová vozidla:,,Je zakázáno zastavit a stát mimo místa označená jako parkoviště.,"Je zakázáno zastavit a stát, s výjimkou míst na krajnici, kde je parkování povoleno.",Platí stejná ustanovení jako pro zastavení a stání na ostatních pozemních komunikacích.
[06050360],(18.05.2006),Řidič odbočující z kruhového objezdu:,,Musí dávat znamení o změně směru jízdy vpravo.,Musí dávat znamení o změně směru jízdy vlevo.,Nemusí dávat znamení o změně směru jízdy.
[06050362],(18.05.2006),"Může řidič motorového vozidla předjíždět bezprostředně před přechodem pro chodce, pokud dává znamení o změně směru jízdy?",,Ne.,Ano.,
[06050363],(18.05.2006),Při jízdě na dálnici:,,Je zakázáno zastavit a stát mimo místa označená jako parkoviště.,"Je zakázáno zastavit a stát, s výjimkou míst na krajnici, kde je parkování povoleno.",Platí stejná ustanovení jako pro zastavení a stání na ostatních pozemních komunikacích.
[06050373],(18.05.2006),"Provozovatel silničního motorového vozidla nesmí provozovat na pozemních komunikacích vozidlo, které:",,Je technicky nezpůsobilé k provozu.,Není opatřeno dálniční známkou.,Má registrační značku jiného státu.
[06050384],(18.05.2006),Řidič smí v provozu na pozemních komunikacích užít:,,"Jen vozidlo, které splňuje technické podmínky stanovené zvláštním předpisem.","I vozidlo, které sice nesplňuje technické podmínky, ale majitel vozidla dovolí vozidlo užít nebo jeho užití přikáže.","I vozidlo, které splňuje jen některé technické podmínky stanovené zvláštním předpisem, pokud řidič dbá při jízdě zvýšené opatrnosti."
[06050386],(18.05.2006),Je řidič povinen dbát zvýšené opatrnosti vůči výcvikovým vozidlům autoškoly?,,Ano.,Ne.,
[06050396],(01.10.2018),"Řidič motorového vozidla je povinen podrobit vozidlo technické silniční kontrole největší přípustné hmotnosti na nápravu, největší přípustné hmotnosti vozidla nebo jízdní soupravy nebo technického stavu vozidla nebo jízdní soupravy na výzvu:",,Policisty,"Policisty, strážníka obecní policie nebo celníka.",Policisty nebo strážníka obecní policie.
[06050398],(18.05.2006),"Mohou účastníci provozu na pozemních komunikacích používat tzv. aktivní antiradary, tj. technické prostředky, které znemožňují nebo ovlivňují funkci technických prostředků používaných policií při dohledu na bezpečnost provozu?",,Ne.,Ano.,
[06050401],(28.03.2018),Provozovatel vozidla je:,,"Osoba, která je v registru silničních vozidel zapsána jako vlastník vozidla, není-li jako jeho provozovatel v registru silničních vozidel zapsána jiná osoba.","Každá fyzická osoba, která je držitelem řidičského oprávnění, ale není vlastníkem vozidla.","Každá fyzická osoba, která je držitelem řidičského oprávnění."
[06050402],(18.05.2006),"Je vozka, který řídí potahové vozidlo, řidičem?",,Ano.,Ne.,
[06050409],(18.05.2006),Stát znamená:,,Uvést vozidlo do klidu nad dobu dovolenou pro zastavení.,"Přerušit jízdu z důvodu nezávislého na vůli řidiče, například při závadě na vozidle.",Uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.
[06050410],(18.05.2006),Dát přednost v jízdě znamená:,,"Povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestiže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nijak nepřekážel.","Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nevzniklo žádné nebezpečí."
[06050412],(18.05.2006),"Místo, v němž se pozemní komunikace protínají nebo spojují, nejde-li o vyústění účelové pozemní komunikace na jinou pozemní komunikaci, se nazývá:",,Křižovatka.,Hranice křižovatky.,Spojnice pozemních komunikací.
[06050414],(18.05.2006),"Je jezdec na koni, který se pohybuje po pozemní komunikaci, řidičem?",,Ano.,Ne.,
[06050415],(18.05.2006),"Platí pro jezdce na koni, který jede po pozemní komunikaci, povinnosti a práva řidiče?",,Ano.,Ne.,
[06050419],(18.05.2006),"Vozka, který řídí potahové vozidlo, je:",,Řidičem.,Jezdcem na zvířeti.,Průvodcem vedených a hnaných zvířat.
[06050484],(18.05.2006),"Přečnívá-li za nesnížené viditelnosti náklad z boku u motorového vozidla nebo jízdní soupravy vnější okraj obrysových světel o více než 40 cm, musí být přečnívající konec nákladu:",,Označen červeným praporkem o rozměrech nejméně 30 x 30 cm.,Označen vzadu červenou a vpředu bílou odrazkou jiného než trojúhelníkového tvaru.,Označen vzadu červenou a vpředu bílou odrazkou trojúhelníkového tvaru.
[06050514],(21.05.2006),Na silnici pro motorová vozidla:,,Je zakázáno zastavit a stát mimo místa označená jako parkoviště.,"Je zakázáno zastavit a stát, s výjimkou míst na krajnici, kde je parkování povoleno.",Je zakázáno stát mimo místa označená jako parkoviště; na krajnici je zde možné zastavit i mimo vyznačené parkoviště.
[06050553],(27.05.2006),"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při vystupování z vozidla hromadné dopravy osob mimo zastávku nebo nastupování do něj mimo zastávku vstoupily do vozovky:",,Je dopravce oprávněn zastavovat ostatní vozidla.,Je dopravce povinen tuto skutečnost neprodleně oznámit policii nebo obecní policii.,Je cestující z vozidla hromadné dopravy osob starší 18 let oprávněn zastavovat ostatní vozidla.
[06050561],(27.05.2006),"Je-li překážkou provozu na pozemní komunikaci vozidlo, které provozovatel neodstranil, rozhodne o jeho odstranění:",,Policista nebo strážník obecní policie; vozidlo se odstraní na náklady jeho provozovatele.,Správce pozemní komunikace s předchozím souhlasem Policie České republiky; vozidlo se odstraní na náklady správce pozemní komunikace.,Správce pozemní komunikace; vozidlo se odstraní na náklady jeho provozovatele.
[06050564],(27.05.2006),"Při vlečení motorového vozidla na tyči musí být délka tyče taková, aby vzdálenost mezi vozidly nebyla:",,Menší než 1 m a větší než 6 m.,Menší než 1 m a větší než 5 m.,"Menší než 1,5 m a větší než 5 m."
[06050566],(27.05.2006),"Při řízení provozu na křižovatce policistou je řidič vozidla, pro kterého z pokynu policisty taková povinnost vyplývá, povinen zastavit vozidlo:",,Před hranicí křižovatky.,"Na takovém místě, kde bude mít dobrý výhled do křižovatky.","V křižovatce a v takové vzdálenosti od policisty, aby nebyla ohrožena jeho bezpečnost."
[06050576],(28.05.2006),V pěší zóně smí řidič jet rychlostí:,,Nejvýše 20 km/h.,Nejvýše 10 km/h.,Nejvýše 30 km/h.
[06050590],(28.05.2006),V pěší zóně:,,"Nesmí řidič stát jinde než na místech označených jako parkoviště, zastavit ale může i mimo parkoviště.",Nesmí řidič zastavit a stát jinde než na místech označených jako parkoviště.,Nesmí řidič mimo parkoviště ani zastavit vozidlo.
[06050591],(28.05.2006),Hry dětí na pozemní komunikaci:,,Jsou dovoleny pouze v obytné zóně.,Jsou dovoleny v obytné a pěší zóně.,Jsou zakázány.
[06050592],(28.05.2006),V obytné zóně řidič:,,"Nesmí stát jinde než na místech označených jako parkoviště, zastavit ale může i mimo parkoviště.",Nesmí zastavit a stát jinde než na místech označených jako parkoviště.,Nesmí mimo parkoviště ani zastavit vozidlo.
[06050593],(28.05.2006),V obytné zóně:,,Smějí chodci užívat pozemní komunikaci v celé její šířce.,"Mohou chodci užít k chůzi pouze chodníku, a kde chodník není, užijí levou krajnici či levý okraj vozovky.","Mohou chodci užít k chůzi pouze chodníku, a kde chodník není, mohou užít pozemní komunikaci v celé šířce."
[06050594],(28.05.2006),V pěší zóně:,,Smějí chodci užívat pozemní komunikaci v celé její šířce.,"Mohou chodci užít k chůzi pouze chodníku, a kde chodník není, užijí levou krajnici či levý okraj vozovky.","Mohou chodci užít k chůzi pouze chodníku, a kde chodník není, mohou užít pozemní komunikaci v celé šířce."
[06050597],(28.05.2006),V obytné zóně smí řidič jet rychlostí:,,Nejvýše 20 km/h.,Nejvýše 50 km/h.,Nejvýše 30 km/h.
[06050599],(28.05.2006),Chodci v pěší zóně:,,Musí umožnit jízdu všem vozidlům.,Musí umožnit jízdu pouze vozidlům s právem přednostní jízdy.,Nemusí při užívání pěší zóny brát ohled na pohyb vozidel.
[06050602],(28.05.2006),Chodci v obytné zóně:,,Musí umožnit jízdu všem vozidlům.,Musí umožnit jízdu pouze vozidlům s právem přednostní jízdy.,Nemusí při užívání obytné zóny brát ohled na pohyb vozidel.
[06050603],(28.05.2006),Při jízdě v obytné zóně:,,"Musí řidič dbát zvýšené ohleduplnosti vůči chodcům, které nesmí ohrozit, a v případě nutnosti musí zastavit vozidlo.","Musí řidič dbát zvýšené ohleduplnosti vůči chodcům, které nesmí ohrozit ani omezit.",Platí pro řidiče ve vztahu k chodcům stejná ustanovení jako na kterékoli jiné pozemní komunikaci.
[06050604],(28.05.2006),Při jízdě v pěší zóně:,,"Musí řidič dbát zvýšené ohleduplnosti vůči chodcům, které nesmí ohrozit, a v případě nutnosti musí zastavit vozidlo.","Musí řidič dbát zvýšené ohleduplnosti vůči chodcům, které nesmí ohrozit ani omezit.",Platí pro řidiče ve vztahu k chodcům stejná ustanovení jako na kterékoli jiné pozemní komunikaci.
[06050607],(28.05.2006),Mimo obec se na pozemní komunikaci o dvou nebo více jízdních pruzích v jednom směru jízdy jezdí:,/Vestnik/GetImageQuestion/0429_6328445420958.swf.mp4,"V pravém jízdním pruhu. V ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.","V levém jízdním pruhu. V ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.","V kterémkoli jízdním pruhu, jestliže tím není ohrožena plynulost provozu na pozemních komunikacích, zejména jízda ostatních vozidel."
[06050621],(29.05.2006),"Nemohou-li se řidiči protijedoucích vozidel bezpečně vyhnout v situaci, kdy k bezpečnému vyhnutí není nutné, aby musel jeden z řidičů couvat:",,"Musí dát přednost v jízdě ten, na jehož straně jízdy je překážka nebo zúžená vozovka.","Musí dát přednost v jízdě ten, na jehož straně jízdy není překážka nebo zúžená vozovka.","Musí dát přednost v jízdě ten, pro něhož je to snazší nebo méně nebezpečné."
[06050622],(29.05.2006),"Nemohou-li se řidiči protijedoucích vozidel bezpečně vyhnout v situaci, kdy je k bezpečnému vyhnutí nutné, aby jeden z řidičů couval:",,"Učiní tak ten, pro něhož je to snazší nebo méně nebezpečné.","Učiní tak ten, na jehož straně jízdy je překážka nebo zúžená vozovka.","Učiní tak ten, na jehož straně jízdy není překážka nebo zúžená vozovka."
[06050636],(17.05.2006),"Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:",,Je řidič porouchaného vozidla podle okolností oprávněn zastavovat jiná vozidla.,Jsou řidič a přepravované osoby z porouchaného vozidla povinni neprodleně opustit tunel.,"Je řidič porouchaného vozidla povinen neprodleně odstranit závadu, která mu brání v další jízdě."
[06050637],(18.05.2006),"Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:",,Řidič ani přepravovaná osoba nesmí kouřit ani zacházet s otevřeným ohněm. Nezávislé topení nepojízdného vozidla musí v tunelu být vypnuto.,Řidič vozidla neoznačuje vozidlo jako překážku v provozu na pozemních komunikacích.,"Řidič vozidla a přepravované osoby mohou zůstat ve vozidle, pokud neprodleně oznámili zastavení vozidla policii nebo osobě vykonávající dohled nad provozem tunelu."
[06050638],(30.05.2006),Za křižovatku se nepovažuje:,,Vyústění polní nebo lesní cesty nebo jiné účelové pozemní komunikace na jinou pozemní komunikaci.,"Místo, kde se protínají nebo spojují dvě polní cesty nebo dvě lesní cesty.","Místo, kde se protínají nebo spojují dvě účelové pozemní komunikace."
[06060049],(05.06.2006),Odbočují-li řidiči protijedoucích vozidel vlevo:,/Vestnik/GetImageQuestion/0188_6327925609307.swf.mp4,Vyhýbají se vlevo (jejich vozidla se míjejí pravými boky).,Vyhýbají se vpravo (jejich vozidla se míjejí levými boky).,Vyhýbají se podle okolností a dostatku prostoru v křižovatce vpravo i vlevo.
[06060051],(05.06.2006),Svislé dopravní značky upravující přednost:,/Vestnik/GetImageQuestion/0299_6328513720763.swf.mp4,Jsou podřízeny světelným signálům.,Jsou nadřazeny světelným signálům.,Jsou postaveny na roveň světelných signálů.
[06060061],(06.06.2006),"Řidič motorového vozidla, který je povinen užít přenosného výstražného trojúhelníku, jej musí umístit:",,"Na okraj vozovky tak, aby byl pro přijíždějící řidiče včas a zřetelně viditelný, a to ve vzdálenosti nejméně 50 m, na dálnici nejméně 100 m za vozidlem; v obci může být tato vzdálenost, vyžadují-li to okolnosti, kratší.","Na krajnici vozovky ve vzdálenosti nejméně 80 m, na dálnici a silnici I. třídy nejméně 130 m za vozidlem.","V libovolné vzdálenosti na okraj vozovky tak, aby byl pro přijíždějící řidiče včas a zřetelně viditelný."
[06060067],(06.06.2006),"Dojde-li během jízdy na dálnici na vozidle nebo nákladu k závadě, pro kterou nelze dosáhnout na rovině rychlosti nejméně 80 km/h, musí řidič:",,Opustit dálnici na nejbližším výjezdu.,Vozidlo okamžitě odstavit na krajnici a označit jako překážku provozu.,Přejet do jízdního pruhu pro pomalá vozidla a v něm pokračovat v jízdě.
[06060069],(07.06.2006),"Během jízdy na dálnici mimo obec se ukázalo, že s Vaším vozidlem ve stoupání nelze dosáhnout rychlosti nejméně 80 km/h (např. pro nedostatečný výkon motoru nebo pro hmotnost přepravovaného nákladu). Můžete pokračovat v jízdě po dálnici?",,"Ano. Důležité je, že vozidlo může dosáhnout této rychlosti na rovině.",Ne. Dálnici musíte opustit na nejbližším výjezdu.,Ne. Vozidlo musíte odstavit na krajnici a označit jako překážku provozu.
