code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[11020012],(01.02.2011),"Při poranění motorkáře, který je v bezvědomí a nedýchá:",,"je nejlepší vyproštění hlavy ve dvou zachráncích, kdy jeden pevně svírá hlavu poraněného a druhý opatrně sejme přilbu",nikdy nesundávám přilbu,mohu sejmout přilbu jakýmkoliv způsobem
[11020013],(01.02.2011),Při úrazu hlavy s drobnějším viditelným krvácením nejvíce poraněného ohrožuje:,,následné bezvědomí při poranění mozkové tkáně,krvácení,zlomeniny kostí lebky
[11020014],(01.02.2011),Při provádění zevní srdeční masáže je správné stlačení hrudní kosti asi o:,,4-5 cm u dospělého tj. na šířku dvou palců zachraňovaného,stačí 1-2 cm,8-10 cm
[11020015],(01.02.2011),"Jak budete postupovat u poraněného, který má po pádu z motocyklu zlomenou dolní končetinu a reaguje na oslovení:",,"zavolám pomoc, případně stabilizuji zlomeniny a do příjezdu ZS budu u poraněného nadále sledovat stav vědomí a dýchání",stabilizuji zlomeninu a teprve potom zavolám ZS,"poraněného se nebudu vůbec dotýkat, aby nedošlo ke zhoršení jeho stavu"
[11020016],(01.02.2011),"Poraněný je v bezvědomí, leží na zádech a zatím dýchá. Náhle začne zvracet. Jak budete postupovat:",,otočím mu hlavu na stranu a snažím se mu vyčistit dutinu ústní,"nechám ho zvracet, nehrozí mu žádné nebezpečí","nesmím mu pohnout hlavou (může mít poraněnou páteř) a nevadí, že může zvratky vdechnout do dýchacích cest"
[11020018],(01.02.2011),"Hrozí trestní postih, pokud neposkytnete první pomoc:",,ano,ne,
[11020019],(01.02.2011),"Pokud vidíte, že účastník nehody masivně krvácí:",,"neprodleně krvácející místo stlačím prsty, dlaní nebo složeným kusem oděvu",vrátím se k vlastnímu vozu a začnu hledat v lékárničce obvazový materiál,"krvácející místo nebudu ošetřovat, začnu poraněnému zajišťovat životní funkce tj. umělé dýchání, zevní srdeční masáž"
[11020020],(01.02.2011),Jak zjistíte stav vědomí pacienta:,,"oslovím ho, zkusím bolestivý podnět (štípnutí do ušního lalůčku)",zkusím bolestivý podnět ostrým předmětem,poraněného hlasitě oslovím a zkusím posadit
[11020021],(01.02.2011),"Jak jednoznačně zjistíte, že poraněný dýchá:",,při sklonění se k ústům poraněného slyším jeho dech a cítím ho na své tváři,je růžový,nemá příznaky cyanózy
[11020022],(01.02.2011),Jak zajistíte průchodnost dýchacích cest:,,"zakloním mírně hlavu a předsunu dolní čelist směrem vzhůru, event. vyčistím ústa od cizích těles(zvratků, krve..)",předkloním mu hlavu,chytnu jazyk poraněného a snažím se ho vytáhnout z dutiny ústní
[11020023],(01.02.2011),Po zahájení resuscitace je nejdůležitější:,,"resuscitaci nepřerušovat do příjezdu ZS, obnovení dýchání nebo vlastního vyčerpání",resuscitovat v přesně daném poměru 30:2,pravidelně kontrolovat puls a dech poraněného
[11020024],(01.02.2011),"Jste svědek dopravní nehody, na místě jsou dva zranění, z nichž jeden je v bezvědomí, druhý při vědomí, ale výrazně krvácí. Jaký bude Váš postup?",,"neprodleně zastavím masivní krvácení, zjistím stav poraněného v bezvědomí, zavolám ZS a zajistím místo nehody","nejdříve zjistím, zda poraněný v bezvědomí dýchá",zajistím parkovací místo vozidlu ZS a vyčkám jeho příjezdu
[11020025],(01.02.2011),"Zjistíte, že poraněný má v ráně zabodnuté cizí těleso. Co uděláte?",,"těleso ponechám v ráně, ošetřím okolní krvácení, zajistím životní funkce",snažím se těleso opatrně z rány vyndat a zastavit krvácení,"poraněného nemusím sledovat a kontrolovat, pouze přivolám ZS"
[11020026],(01.02.2011),Poraněný je při vědomí a velmi silně krvácí z rány na krku. Co uděláte?,,"neprodleně krvácející místo stlačím prsty, dlaní nebo složeným kusem oděvu",vrátím se k vozu a začnu hledat v lékárničce vhodný obvazový materiál,"krvácející místo nebudu ošetřovat, začnu poraněnému zajišťovat životní funkce tj. umělé dýchání, zevní srdeční masáž"
[11020027],(01.02.2011),"Poraněný je při vědomí a stěžuje si na silnou bolest v oblasti zad, eventuálně na brnění nebo necitlivost dolních končetin. Jaké by mohl mít poranění?",,"poranění páteře, při změně citlivosti také poranění míchy",zlomeniny dolních končetin,poranění hrudníku
[11020028],(01.02.2011),Poraněný je v bezvědomí a dýchá. Jakou pomoc mu poskytnete?,,"mírně zakloním hlavu a předsunu dolní čelist, uvolním mu tak dýchací cesty a budu ho sledovat do příjezdu ZS, pokud dýchat přestane, ihned zahájím oživování","přivolám pouze ZS, pokud poraněný dýchá, nemusím ho dále sledovat",neprodleně zahájím srdeční masáž
[11020029],(02.02.2011),Pro kvalitně prováděnou srdeční masáž je nejdůležitější,,dostatečná hloubka stlačení hrudní kosti a frekvence.,jen frekvence.,jen hloubka stlačení hrudní kosti.
[11080004],(02.08.2011),U poraněného s podezřením na úraz páteře:,,"manipuluji s poraněným co nejméně, pouze v souvislosti se zajištěním životních funkcí.",smím s poraněným manipulovat bez omezení.,s poraněným v žádném případě nehýbu.
[13050001],(23.05.2013),Správná frekvence stlačení hrudní kosti při srdeční masáži je u dospělého:,,Přibližně 100 stlačení za minutu.,Přibližně 60 stlačení za minutu.,Přibližně 20 stlačení za minutu.
[13090001],(17.09.2013),Pří zevní srdeční masáži,,"zahájím nepřímou srdeční masáž i v nevýhodné poloze (např. v sedu při zaklínění ve voze), pokud nelze poraněného rychle vyprostit",vždy poraněného přesunu na pevnou podložku,"pokud není poraněný na pevné podložce, srdeční masáž nezahájím"
