id,code,title,media,answer,firstWrong,secondWrong
526,06060258,Tato dopravní značka:,,B: Platí jen pro nejbližší křižovatku.,"A: Platí pro všechny následující křižovatky v přímém směru, pokud její platnost není ukončena dopravní značkou ""Hlavní pozemní komunikace"".","C: Platí pro všechny křižovatky na území obce, které je označeno příslušnou dopravní značkou."
784,06060049,Odbočují-li řidiči protijedoucích vozidel vlevo:,,A: Vyhýbají se vlevo (jejich vozidla se míjejí pravými boky).,B: Vyhýbají se vpravo (jejich vozidla se míjejí levými boky).,C: Vyhýbají se podle okolností a dostatku prostoru v křižovatce vpravo i vlevo.
808,06060385,Předjíždí se:,,"C: Vlevo; vpravo se předjíždí vozidlo, které mění směr jízdy vlevo a není-li již pochybnosti o dalším směru jeho jízdy.","A: Vlevo, a to bez výjimky.","B: Vpravo nebo vlevo, podle toho, kde je v dané situaci více prostoru pro bezpečné předjetí."
1022,06060413,Řidič vozidla z výhledu:,,"B: Nemusí dát přednost v jízdě červenému vozidlu jedoucímu zprava, protože toto vozidlo se pohybuje v přípojovacím pruhu.","A: Musí dát přednost v jízdě červenému vozidlu, protože toto vozidlo přijíždí zprava.",C: Musí snížením rychlosti jízdy umožnit plynulou jízdu červenému vozidlu jedoucímu zprava.
1108,06060337,Smíte jako řidič vozidla z výhledu v dané situaci vjet na tento železniční přejezd?,,B: Ne.,A: Ano.,
1297,06060335,Chodec smí vstoupit na přechod pro chodce:,,"A: Jen pokud se neblíží vozidlo, před které by bezprostředně vstoupil.","B: Jen pokud dá znamení rukou, že bude přecházet; pak může řidiče donutit i k náhlé změně rychlosti a směru jízdy.","C: Vždy, protože má absolutní přednost před vozidly."
1311,06050055,Jako řidič automobilu z výhledu projedete touto křižovatkou:,,"B: Jako druhý, protože zelené vozidlo, které přijíždí zprava, má přednost v jízdě.","A: Jako první, protože zelené vozidlo, které přijíždí zprava, vám musí dát přednost v jízdě.","C: Jako první nebo druhý. Vozidla projíždějí křižovatkou v pořadí, v jakém k ní přijela."
1329,06050483,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,,"A: Jako první červené vozidlo, jako druhé zelené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem.","B: Jako první červené vozidlo společně se zeleným vozidlem, následně modré vozidlo společně s Vaším vozidlem.","C: Jako první zelené vozidlo, jako druhé červené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem."
1332,06060414,"Blížíte se k místu, kde si děti hrají na chodníku. Jak se musíte zachovat?",,A: Podle okolností zpomalit jízdu a být připraven brzdit.,"B: Pokračovat v jízdě stejnou rychlostí, abych neomezil vozidla za sebou.",C: Dát výstražné zvukové znamení a pokračovat v jízdě.
1336,06050583,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",,"A: 1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. zelené vozidlo.","B: 1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. červené vozidlo.","C: 1. červené vozidlo, 2. zelené vozidlo, 3. Vaše vozidlo."
1338,06050584,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla vyobrazenou křižovatkou:",,"A: 1. Vaše vozidlo, 2. protijedoucí žluté vozidlo, 3. zelené vozidlo.","B: 1. Vaše vozidlo, 2. zelené vozidlo jedoucí zprava, 3. žluté vozidlo.","C: 1. zelené vozidlo jedoucí zprava, 2. Vaše vozidlo, 3. žluté vozidlo."
1339,06050585,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",,"A: 1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","B: 1. protijedoucí zelené vozidlo, 2. zelené vozidlo jedoucí zleva, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","C: 1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. Vaše vozidlo, 4. oranžové nákladní vozidlo."
1340,06050587,"Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:",,A: Jako poslední.,B: Jako druhé.,C: Jako třetí.
1341,06050024,Jste řidičem vozidla z výhledu. Jaké chování očekáváte od řidiče zeleného vozidla?,,B: Dá přednost v jízdě červenému vozidlu a projede křižovatkou jako druhý.,A: Projede křižovatkou jako první a nedává přednost v jízdě žádnému vozidlu.,"C: Dá přednost v jízdě vašemu vozidlu, které projede křižovatkou jako první."
1345,06050524,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla vyobrazenou křižovatkou?,,"A: 1. Vaše vozidlo, 2. modré protijedoucí vozidlo, 3. oranžové nákladní vozidlo.","B: 1. Vaše vozidlo, 2. oranžové nákladní vozidlo, 3. modré protijedoucí vozidlo,","C: 1. modré protijedoucí vozidlo, 2. Vaše vozidlo,  3. oranžové nákladní vozidlo."
1347,06060047,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",,"A: 1. Vaše vozidlo, 2. protijedoucí modré vozidlo, 3. zelené vozidlo jedoucí zprava.","B: 1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. protijedoucí modré vozidlo.","C: 1. Protijedoucí modré vozidlo, 2. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava."
1348,06050525,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,,"A: 1. červené nákladní vozidlo, 2. Vaše vozidlo společně s protijedoucím modrým vozidlem.","B: 1. Vaše vozidlo společně s protijedoucím modrým vozilem, 2. červené nákladní vozidlo.","C: 1. Vaše vozidlo, 2. červené nákladní vozidlo, 3. protijedoucí modré vozidlo."
1349,06050143,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,"C: Projedete jako druhý, hned po červeném nákladním vozidle, kterému musíte dát přednost v jízdě.","A: Projedete jako první, protože jste na hlavní pozemní komunikaci. Hned po Vás projede červený nákladní automobil.","B: Projedete jako druhý, hned po protijedoucím žlutém vozidle, kterému musíte dát přednost v jízdě."
1373,06050481,Jako řidič vozidla z výhledu:,,A: Jste povinen dát přednost vozidlu přijíždějícímu zleva.,B: Můžete pokračovat v jízdě křižovatkou. Jste na hlavní pozemní komunikaci.,C: Máte přednost v jízdě před řidičem přijíždějícím zleva.
1389,06060412,"Na vozovce je velká kaluž vody, kterou s motocyklem musíte projet. Jak se zachováte?",,"A: Výrazně snížíte rychlost jízdy, nohy necháte na stupačkách a pomalu projedete kaluží.","B: Nebudete brzdit, jen zvednete nohy ze stupaček a projedete kaluží.",C: Objedu kaluž přes chodník nebo krajnici vozovky.
1400,08100001,"Pokud nepřetržitě řídíte vozidlo o celkové hmotnosti 16 t, musíte zařadit bezpečnostní přestávku nejpozději:",,"A: Po 4,5 hodinách.",B: Po 5 hodinách.,"C: Po 5,5 hodinách."
1402,06060463,Může řidič číst za jízdy z mapy?,,"A: Ne, zvyšuje se tím riziko dopravní nehody. Řidič se musí věnovat řízení vozidla.","B: Ano, ale pouze při rychlosti nižší než je 50 km/h.","C: Ano, s výjimkou jízdy na dálnici."
1408,16010007,Která z vyobrazených dopravních značek neupravuje přednost.,./screenshots/16010007.png,C: .,A: .,B: .
1427,16010008,Která z vyobrazených dopravních značek neupravuje přednost.,./screenshots/16010008.png,C: .,A: .,B: .
1441,16010009,Která z vyobrazených dopravních značek neupravuje přednost.,./screenshots/16010009.png,B: .,A: .,C: .
1446,06040194,Tato dopravní značka označuje:,./assets/1358.gif,C: Hlavní pozemní komunikaci,A: Vedlejší pozemní komunikaci.,B: Konec hlavní pozemní komunikace.
1455,06040213,Zraněný si po dopravní nehodě stěžuje na bolesti břicha a pocit žízně:,,A: Nepodáváme mu žádné nápoje.,B: Podáváme mu studené nápoje.,C: Podáváme mu dostatek vlažných nápojů.
1468,06040239,"Autobus s označením ""Označení autobusu přepravujícího děti"" zastavil v označené zastávce. Řidič vozidla, které jede za ním:",,A: Je povinen zastavit vozidlo za tímto autobusem a pokračovat v jízdě může až po odjezdu autobusu ze zastávky.,"B: Smí tento autobus objet, pokud při tom dbá zvýšené opatrnosti a přihlédne k možnosti vběhnutí dětí do vozovky.","C: Smí autobus objet, jen pokud mu dopravce dává znamení, že je možné autobus bezpečně objet."
1469,06040240,Na pozemní komunikaci objíždí vozidlo překážku. Musí jeho řidič dávat znamení o změně směru své jízdy?,,A: Ano.,B: Ne.,
1476,06040251,Po předjetí jiného vozidla máte v úmyslu se zařadit před toto vozidlo. Musíte dávat znamení o změně směru jízdy?,,A: Ano.,B: Ne.,
1477,06040255,"V tunelu došlo k poruše motorového vozidla, které se stalo nepojízdným. Jako řidič takového vozidla nesmíte:",,A: Kouřit nebo zacházet s otevřeným ohněm.,B: Opustit vozidlo.,C: Zastavovat jiná vozidla.
1483,06040278,"Zapnutím výstražného světelného znamení dává řidič upozornění, pokud:",,A: Je nutné náhle snížit rychlost jízdy nebo zastavit vozidlo.,B: Řidič před vozidlem jede pomalu a zdržuje provoz na pozemních komunikacích.,"C: Předjíždí kolonu vozidel, která jej zpomaluje v jízdě."
1504,06040308,"Za vozidlem hromadné dopravy osob, které zastavilo v obci v zastávce bez nástupního ostrůvku nebo bez nástupiště na zvýšeném tramvajovém pásu, musí řidič jiného vozidla:",,"B: Vozidlo zastavit; je-li v zastávce více vozidel hromadné dopravy osob, musí zastavit za druhým z nich, pokračovat v jízdě smí teprve tehdy, neohrozí-li již cestující, kteří nastupují nebo vystupují.",A: Snížit rychlost vozidla s ohledem na bezpečnost nastupujících a vystupujících cestujících.,"C: Vozidlo zastavit i v případě, zastaví-li vozidlo hromadné dopravy osob u okraje vozovky."
1508,06040268,Řidič nesmí překročit:,,"A: Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, nejvyšší povolenou rychlost žádného z vozidel soupravy.","B: Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, nemusí brát zřetel na nejvyšší povolenou rychlost přípojného vozidla.","C: Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, musí  brát zřetel jen na nejvyšší povolenou rychlost přípojného vozidla."
1511,06040276,"Řidič vozidla, který nehodlá nebo nemůže projet podél tramvaje vpravo:",,"A: Musí za ní jet v takové vzdálenosti, aby umožnil projetí podél tramvaje ostatním řidičům.","B: Musí pokračovat v jízdě za tramvají až na takové místo, kde lze podél tramvaje projet vpravo.",C: Musí zastavit vozidlo a umožnit ostatním řidičům projetí podél tramvaje.
1517,06040315,"Řidič vozidla, které zastavilo nebo stálo a opět vyjíždí od okraje pozemní komunikace nebo od chodníku:",,C: Musí dávat znamení o změně směru jízdy a nesmí ohrozit ostatní účastníky provozu na pozemních komunikacích.,A: Musí dávat znamení o změně směru jízdy a nesmí ohrozit ani omezit ostatní účastníky provozu na pozemních komunikacích.,B: Nemusí dávat znamení o změně směru jízdy a může omezit ostatní účastníky provozu na pozemních komunikacích.
1521,06040287,Řidič motorového vozidla smí dávat světelné výstražné znamení krátkým přerušovaným rozsvícením dálkových světel nebo přepínáním potkávacích a dálkových světel:,,B: Pouze k odvrácení hrozícího nebezpečí nebo k upozornění řidiče předjížděného vozidla.,A: Jen mimo obec při předjíždění k upozornění řidiče předjížděného vozidla.,C: Pokud chce upozornit ostatní řidiče na silniční kontrolu.
1525,06040297,Řidič při vyjíždění z kruhového objezdu:,,A: Je povinen dát znamení o změně směru jízdy vpravo.,B: Není povinen dát znamení o změně směru jízdy.,C: Je povinen upozornit ostatní účastníky provozu o svém úmyslu výstražným světelným znamením.
1526,06040298,Řidič vjíždějící z účelové pozemní komunikace na jinou pozemní komunikaci:,,B: Musí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.,A: Nemusí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.,"C: Nemusí dát přednost jezdcům na zvířatech nebo organizovanému útvaru chodců jdoucím po pozemní komunikaci, musí dát přednost v jízdě pouze vozidlům jedoucím po pozemní komunikaci."
1527,06040299,Kdo odpovídá za umístění a upevnění dětské autosedačky v souladu s návodem k jejímu použití?,,A: Vždy řidič vozidla.,B: Zákonný zástupce dítěte nebo jím pověřená osoba.,"C: Osoba, která dítě doprovází, a u dítěte bez doprovodu řidič."
1536,06040347,"Na silniční vegetaci, pokud to není povoleno místní úpravou na pozemní komunikaci:",,B: Řidič nesmí zastavit a stát.,A: Řidič může zastavit na dobu nezbytně nutnou.,"C: Řidič může zastavit, nikoli však stát."
1537,06040328,Na jednosměrné pozemní komunikaci smí řidič zastavit a stát:,,C: Vpravo i vlevo.,A: Pouze vpravo.,B: Pouze vlevo.
1539,06040332,Jak se zachováte jako řidič vozidla z výhledu?,,C: Dáte přednost červenému automobilu.,A: Projedete křižovatkou jako první.,B: Dáte přednost zelenému automobilu.
1545,06040342,"Před železničním přejezdem, u kterého je umístěna dopravní značka ""Stůj, dej přednost v jízdě!"", musí řidič zastavit vozidlo:",,"A: Na takovém místě, odkud má náležitý rozhled na trať.",B: Nejdále 5 m za touto dopravní značkou.,C: Nejméně 5 m před železničním přejezdem.
1566,06040277,"Řidič, který měl účast na dopravní nehodě, je povinen:",,A: Neprodleně zastavit vozidlo.,"B: Neprodleně zastavit vozidlo, jen pokud došlo ke zranění nebo usmrcení osob.","C: Neprodleně zastavit vozidlo, jen pokud došlo při této nehodě ke škodě na majetku převyšující částku 50 000 Kč nebo ke zranění nebo usmrcení osob."
1572,06040259,"Svítí-li světlo signálu se žlutým světlem ""Pozor!"" na křižovatce přerušovaně:",,A: Nejde o křižovatku s provozem řízeným světelnými signály.,B: Znamená to pro řidiče povinnost neprodleně křižovatku opustit.,C: Je to signál pro řidiče k volnému průjezdu křižovatkou.
1575,06040252,Může řidič vozidla z výhledu vjet na železniční přejezd?,,B: Ne.,A: Ano.,
1579,06040243,Řidič vozidla z výhledu projede vyobrazenou křižovatkou jako:,,A: První.,B: Druhý.,C: Třetí.
1584,06040232,Provozovatel motorového	vozidla odpovídá:,,A: Za škodu vyvolanou zvláštní povahou provozu motorového vozidla.,"B: Pouze za škodu, která byla vyvolána porušením jeho právních povinností.","C: Pouze za škodu, která byla vyvolána porušením povinností řidiče tohoto vozidla."
1585,06040230,Pojištění odpovědnosti z provozu vozidla se vztahuje na:,,"A: Každou osobu, která odpovídá za škodu způsobenou provozem vozidla uvedeného v pojistné smlouvě.","B: Vlastníka vozidla, který odpovídá za škodu způsobenou provozem vozidla. Na ostatní uživatele vozidla se toto pojištění nevztahuje.","C: Vlastníka vozidla při účasti na organizovaném motoristickém závodu, kde řidič není povinen dodržovat pravidla o provozu na pozemních komunikacích."
1589,06040223,Vozidlo vjíždějící na pozemní komunikaci:,,"A: Musí být předem očištěno tak, aby neznečišťovalo pozemní komunikaci.","B: Musí být v případě, že tak lze učinit bez větších obtíží, předem očištěno.",C: Musí být očištěno na nejbližším vhodném místě po vjetí na pozemní komunikaci.
1598,06040205,Můžete při vjíždění na tramvajový pás omezit v jízdě tramvaj?,,B: Ne.,A: Ano.,
1604,06040193,"Jak se zachováte v místě, kde je tato výstražná dopravní značka?",./assets/1404.jpg,"B: Přizpůsobím jízdu tomu, že se vozovka oproti předcházejícímu úseku výrazně zužuje, a to z obou stran","A: Nezměním způsob jízdy ani chování, protože není důvod očekávat změnu dopravní situace.","C: Zvýším rychlost jízdy, abych byl co nejrychleji z místa zúžení."
1607,06040187,"Řidič, který při předjíždění motorového vozidla vybočuje ze směru své jízdy:",,B: Musí dávat znamení o změně směru jízdy.,A: Nemusí dávat znamení o změně směru jízdy.,"C: Dává znamení o změně směru jízdy jen tehdy, vyžaduje-li to bezpečnost provozu."
1615,06040174,"Ve výhledu z motorového vozidla vidíte děti, které si hrají na chodníku. Jak se zachováte?",,A: Budete s ohledem na možné vběhnutí dětí do vozovky připraven(-a) brzdit a podle okolností snížíte rychlost jízdy.,"B: Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",C: Z dostatečné vzdálenosti upozorníte hrající si děti na možné nebezpečí zvukovým výstražným znamením.
1629,06050037,Podmínky pro udělení příslušného řidičského oprávnění musí osoba splňovat:,,A: Po celou dobu držení tohoto řidičského oprávnění.,B: Pouze v okamžiku udělení tohoto řidičského oprávnění.,C: Pouze v okamžiku udělení tohoto řidičského oprávnění nebo při přezkoušení z odborné způsobilosti.
1650,08100005,Během jízdy motorovým vozidlem není ze zákona zakázáno kouřit:,,A: Řidiči osobního motorového vozidla.,"B: Řidiči motocyklu, mopedu nebo jízdním kole.",C: Řidiči vozidla hromadné dopravy osob.
1706,06050518,Prodleva brzd:,,C: Brzdnou dráhu prodlužuje.,A: Brzdnou dráhu neovlivňuje.,B: Brzdnou dráhu zkracuje.
1714,06050022,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,"B: Musíte dát přednost v jízdě žlutému vozidlu, protože je na hlavní pozemní komunikaci, i zelenému vozidlu, protože odbočujete vlevo.",A: Máte přednost v jízdě před zeleným i žlutým vozidlem. Jako druhé projede křižovatkou žluté vozidlo a jako poslední zelené vozidlo.,"C: Musíte dát přednost v jízdě žlutému vozidlu, které přijíždí po hlavní pozemní komunikaci. Řidič zeleného vozidla musí dát přednost v jízdě vám."
1742,06050048,Jedete v obci jako řidič vozidla z výhledu. Je vaší povinností umožnit autobusu vyjetí ze zastávky?,,"A: Ano, a to snížením rychlosti jízdy nebo i zastavením vozidla.","B: Ne, protože autobus vyjíždí od okraje pozemní komunikace.","C: Ano, avšak pouze snížením rychlosti nebo změnou směru jízdy, nikoli zastavením vozidla."
1768,06050127,Které z následujících motorových vozidel nesmíte řídit s řidičským oprávněním skupiny C:,,"C: Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení, jehož maximální přípustná hmotnost je 7.500 kg.","A: Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 12.000 kg.","B: Motorové vozidlo určené pro přepravu nákladu, se třemi místy k sezení, jehož maximální přípustná hmotnost je 7.900 kg."
1770,06050130,Které z následujících motorových vozidel smíte řídit na základě řidičského oprávněním skupiny C:,,"A: Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 8.000 kg.","B: Motorové vozidlo určené pro přepravu osob, s patnácti místy k sezení, jehož maximální přípustná hmotnost je 7.850 kg, v němž je v danou chvíli přepravováno pět osob.","C: Motorové vozidlo určené pro přepravu osob, s dvanácti místy k sezení, jehož maximální přípustná hmotnost je 7.550 kg."
1776,06050059,Ve vyobrazené dopravní situaci jste řidičem vozidla z výhledu. Na křižovatce:,,A: Dáte přednost v jízdě červenému i zelenému vozidlu. Jako první projede křižovatkou červené vozidlo.,B: Máte přednost v jízdě před červeným vozidlem. Zelené vozidlo projede křižovatkou jako první.,C: Dáte přednost v jízdě zelenému i červenému vozidlu. Jako první projede křižovatkou zelené vozidlo.
1785,06050109,Které z následujících motorových vozidel smíte řídit s řidičským oprávněním skupiny D:,,"A: Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení, jehož maximální přípustná hmotnost je 7.500 kg.","B: Motorové vozidlo určené pro přepravu nákladu, se třemi místy k sezení, jehož maximální přípustná hmotnost je 7.900 kg.","C: Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 12.000 kg."
1792,06050116,Které z následujících motorových vozidel smíte řídit s řidičským oprávněním skupiny D:,,"A: Motorové vozidlo s padesáti místy k sezení, jehož maximální přípustná hmotnost je 14.800 kg.","B: Motorové vozidlo se třemi místy k sezení, jehož maximální přípustná hmotnost je 15.500 kg.",C: Motocykl s postranním vozíkem o objemu válců 498 cm3 a výkonu 37 kW.
1793,06050117,"S řidičským oprávněním skupiny D smíte řídit jízdní soupravu za předpokladu, že k motorovému vozidlu, k jehož řízení řidičské oprávnění skupiny D opravňuje, připojíte:",,A: Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 750 kg.,B: Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 1.000 kg.,C: Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 1.250 kg.
1798,06050073,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,A: Pojedete jako první. Po vás pojede zelené vozidlo a jako poslední červené nákladní vozidlo.,"B: Pojedete jako druhý, hned po zeleném vozidle, kterému musíte dát přednost v jízdě.",C: Pojedete jako poslední. Jako první pojede zelené vozidlo a po něm červené nákladní vozidlo.
1800,06050118,"Řídit motorové vozidlo určené pro přepravu osob, s dvaceti místy k sezení, jehož maximální přípustná hmotnost je 8.000 kg, pouze na základě řidičského oprávnění skupiny C:",,A: Nesmíte.,"B: Smíte, a to bez omezení.","C: Smíte, pokud počet přepravovaných osob nepřekročí 8 osob."
1803,06050074,Vyobrazená dopravní značka:,./assets/1424.gif,A: Přikazuje řidiči motorového vozidla o třech a více kolech pokračovat v jízdě až po nasazení sněhových řetězů na nejméně dvě hnací kola.,B: Doporučuje řidiči motorového vozidla o třech a více kolech pokračovat v jízdě až po nasazení sněhových řetězů.,C: Zakazuje vjezd vozidlům s nasazenými sněhovými řetězy.
1863,06060058,Tato dopravní značka:,./assets/1495.jpg,"A: Upozorňuje zejména na místo, kde tramvaj křižuje směr jízdy ostatních vozidel.",B: Upozorňuje na železniční přejezd bez závor.,"C: Upozorňuje na místo, kde má řidič povinnost dát přednost v jízdě tramvaji, a to zejména mimo křižovatku"
1866,06060056,Tato výstražná dopravní značka upozorňuje řidiče:,./assets/1502.jpg,"A: Na úsek pozemní komunikace, kde je nebezpečné vjet na krajnici.","B: Na místo nebo úsek pozemní komunikace, kde je dovolené parkování na krajnici.",C: Na místo dopravní nehody.
1867,06060055,Tato výstražná dopravní značka:,./assets/1505.jpg,A: Upozorňuje řidiče na železniční přejezd nevybavený závorami.,B: Upozorňuje řidiče na železniční přejezd vybavený závorami.,C: Upozorňuje řidiče na jednokolejný železniční přejezd.
1868,06060057,Tato dopravní značka:,./assets/1509.jpg,"A: Se umisťuje ve vzdálenosti 160 m před železničním přejezdem, na nějž upozorňuje.","B: Se umisťuje ve vzdálenosti 140 m před železničním přejezdem, na nějž upozorňuje.","C: Se umisťuje ve vzdálenosti 240 m před železničním přejezdem, na nějž upozorňuje."
1870,06060059,Tato dopravní značka:,./assets/1514.jpg,"A: Upozorňuje na jednokolejný železniční přejezd.
Je-li řidič povinen před železničním přejezdem zastavit vozidlo, zastaví před touto značkou.","B: Upozorňuje na jednokolejný železniční přejezd.
Je-li řidič povinen před železničním přejezdem zastavit vozidlo, zastaví na místě, odkud má na železniční trať náležitý rozhled.","C: Upozorňuje na vícekolejný železniční přejezd, kde je potřeba dbát zvýšené opatrnosti pro případ současného průjezdu vlaků z obou směrů."
1915,06060296,Za nejbližší svislou dopravní značkou jako řidič vozidla z výhledu:,,A: Máte přednost v jízdě před protijedoucími vozidly.,B: Musíte dát přednost v jízdě protijedoucím vozidlům.,"C: Musíte jet po krajnici, pokud je to nezbytné pro vyhnutí se protijedoucím vozidlům, která nesmíte omezit."
