id,code,title,media,answer,firstWrong,secondWrong
2864,06060130,Obytná zóna je:,,"C: Zastavěná oblast, jejíž začátek je označen dopravní značkou ""Obytná zóna"" a konec je označen dopravní značkou ""Konec obytné zóny"".","A: Každé sídliště s nejméně 500 obyvatel, jehož začátek je označen dopravní značkou ""Sídliště"" a konec je označen dopravní značkou ""Konec sídliště"".","B: Obec s minimálně 50 trvale žijícími obyvateli, jejíž začátek je označen dopravní značkou ""Obec"" a konec je označen dopravní značkou ""Konec obce""."
2867,06060133,Přednost při čerpání pohonných hmot mají:,,A: Řidiči vozidel s právem přednostní jízdy.,B: Řidiči vozidel hromadné dopravy osob (např. autobusů).,"C: Řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
2868,06060134,Při vlečení motorového vozidla se smí jet rychlostí:,,B: Nejvýše 60 km/h.,A: Nejvýše 90 km/h.,C: Nejvýše 70 km/h.
2870,06060136,"Ten, kdo způsobil překážku provozu na pozemních komunikacích:",,"C: Musí ji neprodleně odstranit; neučiní-li tak, odstraní ji na jeho náklady vlastník pozemní komunikace.","A: Oznámí to neprodleně vlastníkovi pozemní komunikace, který překážku na vlastní náklady odstraní.","B: Oznámí to neprodleně policii, která zajistí její označení."
2872,06060138,"Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle, musí řidiči ostatních vozidel podle okolností:",,A: Snížit rychlost jízdy a popřípadě i zastavit vozidlo.,B: Opatrně otočit vozidlo a jet jinou trasou.,"C: Urychleně opustit místo, kde toto vozidlo stojí."
2874,06060140,Při čerpání pohonných hmot mají přednost:,,A: Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.,B: Řidiči vozidel s právem přednostní jízdy; k upozornění ostatních řidičů však musejí použít zvláštních výstražných znamení.,"C: Řidiči vozidel hromadné dopravy osob, např. autobusů, a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
2875,06060141,Při čerpání pohonných hmot mají přednost:,,A: Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.,B: Řidiči vozidel přepravujících osobu těžce postiženou nebo těžce pohybově postiženou.,"C: Řidiči autobusů a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
2876,06060142,Překážka provozu na pozemních komunikacích musí být označena:,,"C: Tak, aby ji jiný účastník provozu na pozemních komunikacích mohl včas a z dostatečné vzdálenosti zpozorovat.","A: Pouze pokud se nachází na dálnici, silnici pro motorová vozidla nebo silnici I. třídy.","B: Pouze pokud se nachází v nepřehledném úseku pozemní komunikace, např. v zatáčce nebo před vrcholem stoupání pozemní komunikace."
2877,06060143,"Dojde-li při dopravní nehodě k poškození pozemní komunikace, jsou účastníci dopravní nehody povinni:",,C: Neprodleně ohlásit tuto událost Policii České republiky.,A: Neprodleně ohlásit tuto událost vlastníkovi pozemní komunikace.,B: Neprodleně ohlásit tuto událost příslušnému obecnímu úřadu obce s rozšířenou působností.
2878,06060144,"Dojde-li při dopravní nehodě k poškození životního prostředí, jsou účastníci dopravní nehody povinni:",,C: Neprodleně ohlásit tuto událost Policii České republiky.,A: Neprodleně ohlásit tuto událost vlastníkům všech dotčených pozemků.,B: Neprodleně ohlásit tuto událost Inspekci životního prostředí.
2879,06060145,"Při řízení provozu na křižovatce znamená pro řidiče signál se současně svítícím červeným a žlutým světlem ""Pozor!"":",,C: Povinnost připravit se k jízdě.,"A: Upozornění, že řízení provozu světelnými signály bude ukončeno.","B: Povinnost zastavit vozidlo před světelným signalizačním zařízením, neboť bude následovat signál ""Stůj!""."
2880,06060146,"""Signál žlutého světla ve tvaru chodce"", jímž je doplněn signál se zelenou šipkou směřující vpravo nebo vlevo, upozorňuje řidiče, že při jízdě směrem, kterým tato šipka ukazuje:",,"C: Křižuje směr chůze přecházejících chodců, kterým musí dát přednost.",A: Začíná obytná zóna nebo pěší zóna.,B: Není zřízen chodník a chodci proto mohou jít po levém okraji vozovky.
2903,06060182,Vozidlům s právem přednostní jízdy a vozidlům jimi doprovázeným musí řidiči ostatních vozidel:,,"B: Umožnit bezpečný a plynulý průjezd, a jestliže je to nutné i zastavit vozidlo na takovém místě, aby jim nepřekážela.","A: Umožnit bezpečné předjetí, nejsou však povinni jim umožnit bezpečný a plynulý průjezd.",C: Umožnit bezpečný a plynulý průjezd okamžitým zastavením vozidla.
2904,06060175,Před čerpáním pohonných hmot musí řidič:,,C: Zastavit motor a vypnout zapalování.,A: Zastavit motor a vypnout zapalování; to neplatí pro řidiče vozidel se vznětovým motorem.,B: Vždy vozidlo zajistit proti pohybu zabrzděním a zařazením rychlostního stupně.
2906,06060180,V provozu na pozemních komunikacích je zakázáno:,,"B: Neoprávněně užívat zvláštních výstražných světel a zvláštního zvukového výstražného znamení, které užívá vozidlo s právem přednostní jízdy.",A: Troubit.,C: Svítit za nesnížené viditelnosti.
2907,06060347,Do skupiny tvořené vozidly s právem přednostní jízdy a vozidly jimi doprovázenými se řidiči ostatních vozidel:,,C: Nesmějí zařazovat.,A: Smějí zařazovat jen za nesnížené viditelnosti.,B: Smějí zařazovat jen se zvýšenou opatrností.
2908,06060174,V prostoru čerpací stanice pohonných hmot:,,C: Je řidiči i přepravované osobě zakázáno kouřit.,A: Je řidiči zakázáno se vzdalovat od vozidla.,B: Musí ve vozidle vždy zůstat alespoň jedna osoba starší 18 let.
2909,06060203,Kdo způsobil překážku provozu na pozemních komunikacích:,,"C: Musí ji neprodleně odstranit, a neučiní-li tak, odstraní ji na jeho náklad vlastník pozemní komunikace.","A: Musí ji odstranit nejpozději do 24 hodin, a neučiní-li tak, odstraní ji správce komunikace na svůj vlastní náklad.","B: Není povinen ji odstranit, překážku je vždy povinen odstranit správce komunikace na svůj vlastní náklad."
2910,06060178,Účastníci dopravní nehody jsou povinni:,,"B: Učinit vhodná opatření, aby nebyla ohrožena bezpečnost provozu na pozemních komunikacích v místě dopravní nehody, a vyžadují-li to okolnosti, jsou oprávněni zastavovat jiná vozidla.",A: Neprodleně odstranit vozidla poškozená při nehodě na místo ležící mimo silnici.,"C: Neprodleně zastavit ostatní vozidla až do doby, než se na místo nehody dostaví příslušník policie."
2911,06060155,Jaký je vztah mezi světelnými signály a svislými dopravními značkami upravujícími přednost?,,A: Světelné signály jsou nadřazeny svislým dopravním značkám upravujícím přednost.,B: Svislé dopravní značky upravující přednost jsou nadřazeny světelným signálům.,C: Světelné signály jsou postaveny na roveň svislým dopravním značkám upravujícím přednost.
2912,06060204,Účastníci dopravní nehody jsou povinni:,,"A: Umožnit obnovení provozu na pozemních komunikacích, zejména provozu vozidel hromadné dopravy osob.",B: Zajistit svědky nehody.,"C: Umožnit odstranění vozidel poškozených při nehodě na místo ležící mimo silnici bez ohledu na to, vyžaduje-li to obnovení silničního provozu či nikoliv."
2913,06060205,Účastníci dopravní nehody jsou povinni:,,C: Prokázat si na požádání navzájem svou totožnost.,A: Navzájem si předložit doklad o zaplacení pojistného.,B: Navzájem si předložit osvědčení o vozidle.
2915,06060179,Při přepravě nákladu:,,C: Nesmí být překročena maximální přípustná hmotnost vozidla a maximální přípustná hmotnost na nápravu vozidla.,A: Smí být užitečná hmotnost vozidla překročena nejvýše o 10%.,B: Smí být užitečná hmotnost vozidla překročena nejvýše o 20%.
2917,06060349,Místní úprava provozu na pozemních komunikacích:,,C: Je nadřazená obecné úpravě provozu na pozemních komunikacích.,A: Je úprava silničního provozu podřazená obecné úpravě silničního provozu.,B: Neplatí za snížené viditelnosti.
2918,06060176,Světelné signály:,,C: Jsou nadřazeny svislým dopravním značkám upravujícím přednost.,A: Jsou nadřazeny všem dopravním značkám.,B: Jsou nadřazeny pokynům příslušníků nebo orgánů vojenské pořádkové služby.
2919,06060373,Svislé zákazové dopravní značky:,,B: Ukládají účastníku provozu na pozemních komunikacích zákazy nebo omezení.,"A: Upozorňují na místa, kde řidiči hrozí nebezpečí.",C: Informují řidiče motorových vozidel o omezeních na silnici.
2920,06060374,Vodorovné dopravní značky jsou vyznačeny:,,A: Barvou nebo jiným srozumitelným způsobem; přechodná změna místní úpravy provozu na pozemních komunikacích je vyznačena žlutou nebo oranžovou barvou.,B: Na tabulích; přechodné změny provozu jsou provedeny červenou barvou.,C: Pomocí příslušných dopravních zařízení.
2921,06060173,"Při řízení provozu na křižovatce signál se současně svítícím červeným a žlutým světlem ""Pozor!"" znamená pro řidiče povinnost:",,C: Připravit se k jízdě.,A: Zastavit vozidlo.,B: Dbát při průjezdu křižovatkou zvýšené opatrnosti.
2923,06060201,Signál dvou vedle sebe umístěných střídavě přerušovaných červených světel znamená pro řidiče:,,A: Povinnost zastavit vozidlo před světelným signalizačním zařízením.,B: Povinnost zařadit nižší rychlostní stupeň.,C: Možnost zvýšit rychlost jízdy.
2926,06060198,Znamení k zastavení vozidla dává policista ve stejnokroji:,,"B: Vztyčenou paží nebo zastavovacím terčem a za snížené viditelnosti červeným světlem, kterým pohybuje v horním půlkruhu.",A: Píšťalkou.,C: Kýváním směrovkou nahoru a dolů.
2927,06060181,Z jedoucího vozidla dává policista ve stejnokroji znamení k zastavení vozidla:,,"C: Kýváním paže nahoru a dolů nebo vysunutým zastavovacím terčem, popřípadě rozsvícením nápisu ""STOP"".",A: Zapínáním potkávacích nebo dálkových světel.,B: Zvukovým výstražným znamením a zapnutím zařízení umožňujícího výstražnou funkci směrových světel.
2928,06060156,V obytné zóně řidič smí jet rychlostí:,,A: Nejvýše 20 km.h-1.,B: Nejvýše 40 km.h-1.,C: Nejvýše 30 km.h-1.
2937,06060351,V obytné a pěší zóně smí řidič jet rychlostí nejvýše:,,B: 20 km/h.,A: 40 km/h.,C: 30 km/h.
2938,06060172,V obytné a pěší zóně je stání dovoleno:,,A: Jen na místech označených jako parkoviště.,"B: Kdekoliv, s výjimkou míst označených dopravní značkou ""Zákaz zastavení"" nebo ""Zákaz stání"".","C: Jen na krajnici nebo na chodníku, i když tato místa nejsou označena jako parkoviště."
2942,06060159,"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při nastupování do autobusu, trolejbusu či tramvaje mimo zastávku vstoupily do vozovky:",,B: Je dopravce oprávněn zastavovat ostatní vozidla.,A: Musí řidič na nezbytně nutnou dobu zastavit ostatní projíždějící vozidla.,C: Je každý z cestujících starší 18 let oprávněn zastavovat ostatní vozidla.
2947,06060355,"Pokud hustota provozu na dálnici a rychlostní silnici o dvou jízdních pruzích v jednom směru jízdy vyvolá vznik kolony stojících vozidel, jsou řidiči souběžně jedoucích vozidel povinni:",,A: vytvořit mezi jízdními pruhy prostor pro průjezd vozidel s právem přednostní jízdy,B: Rozsvítit stanovené osvětlení vozidla.,C: Snížit vzájemný boční odstup.
2968,06060362,Zastavovat vozidlo je oprávněn:,,A: Policista ve stejnokroji.,B: Kdokoliv.,"C: Ten, kdo je k tomu pověřen policistou."
2969,06060365,K měření rychlosti vozidel je oprávněna:,,B: Policie a obecní policie.,A: Jen policie.,C: Jen obecní policie.
2977,06060194,Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle:,,A: Musí řidiči ostatních vozidel podle okolností snížit rychlost jízdy a popřípadě i zastavit vozidlo.,B: Musí řidiči ostatních vozidel vždy zastavit vozidlo.,C: Musí ostatní řidiči zastavit vozidlo na krajnici.
2982,06060215,"Řidič, který měl účast na dopravní nehodě:",,"A: Je povinen učinit opatření k zabránění vzniku škody osobám nebo věcem, pokud tato hrozí v důsledku dopravní nehody.",B: Musí vždy nehodu oznámit vlastníkovi pozemní komunikace.,C: Musí vždy nehodu oznámit policii.
2983,06060191,Svislé stálé dopravní značky jsou nadřazeny:,,B: Vodorovným dopravním značkám.,A: Pokynům policisty.,C: Světelným signálům.
3086,06060322,"Světelný signál se současně svítícím červeným a žlutým světlem ""Pozor"", znamená pro řidiče povinnost:",,A: Připravit se k jízdě.,B: Zastavit vozidlo.,C: Pokračovat v jízdě.
3133,06060356,"Pokud hustota provozu na silnici pro motorová vozidla o dvou jízdních pruzích v jednom směru jízdy vyvolá vznik kolony stojících vozidel, jsou řidiči souběžně jedoucích vozidel povinni:",,A: vytvořit mezi jízdními pruhy prostor pro průjezd vozidel s právem přednostní jízdy,B: Řadit se průběžně do pravého jízdního pruhu.,C: Řadit se průběžně do levého jízdního pruhu.
3138,06060465,"Na signál se zeleným plným kruhovým světlem ""Volno"":",,"B: Smíte odbočit vpravo, přičemž musíte dát přednost chodcům přecházejícím ve volném směru po přechodu pro chodce.","A: Nesmíte odbočit vpravo, neboť uvedený signál platí pouze pro jízdu v přímém směru a odbočení neumožňuje.","C: Smíte odbočit vpravo, přičemž chodci přecházející ve volném směru po přechodu pro chodce Vám musí dát přednost."
