id,code,title,media,answer,firstWrong,secondWrong
1345,06050524,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla vyobrazenou křižovatkou?,,"A: 1. Vaše vozidlo, 2. modré protijedoucí vozidlo, 3. oranžové nákladní vozidlo.","B: 1. Vaše vozidlo, 2. oranžové nákladní vozidlo, 3. modré protijedoucí vozidlo,","C: 1. modré protijedoucí vozidlo, 2. Vaše vozidlo,  3. oranžové nákladní vozidlo."
1347,06060047,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",,"A: 1. Vaše vozidlo, 2. protijedoucí modré vozidlo, 3. zelené vozidlo jedoucí zprava.","B: 1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. protijedoucí modré vozidlo.","C: 1. Protijedoucí modré vozidlo, 2. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava."
1348,06050525,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,,"A: 1. červené nákladní vozidlo, 2. Vaše vozidlo společně s protijedoucím modrým vozidlem.","B: 1. Vaše vozidlo společně s protijedoucím modrým vozilem, 2. červené nákladní vozidlo.","C: 1. Vaše vozidlo, 2. červené nákladní vozidlo, 3. protijedoucí modré vozidlo."
1349,06050143,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,"C: Projedete jako druhý, hned po červeném nákladním vozidle, kterému musíte dát přednost v jízdě.","A: Projedete jako první, protože jste na hlavní pozemní komunikaci. Hned po Vás projede červený nákladní automobil.","B: Projedete jako druhý, hned po protijedoucím žlutém vozidle, kterému musíte dát přednost v jízdě."
1373,06050481,Jako řidič vozidla z výhledu:,,A: Jste povinen dát přednost vozidlu přijíždějícímu zleva.,B: Můžete pokračovat v jízdě křižovatkou. Jste na hlavní pozemní komunikaci.,C: Máte přednost v jízdě před řidičem přijíždějícím zleva.
1539,06040332,Jak se zachováte jako řidič vozidla z výhledu?,,C: Dáte přednost červenému automobilu.,A: Projedete křižovatkou jako první.,B: Dáte přednost zelenému automobilu.
1575,06040252,Může řidič vozidla z výhledu vjet na železniční přejezd?,,B: Ne.,A: Ano.,
1579,06040243,Řidič vozidla z výhledu projede vyobrazenou křižovatkou jako:,,A: První.,B: Druhý.,C: Třetí.
1598,06040205,Můžete při vjíždění na tramvajový pás omezit v jízdě tramvaj?,,B: Ne.,A: Ano.,
1714,06050022,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,"B: Musíte dát přednost v jízdě žlutému vozidlu, protože je na hlavní pozemní komunikaci, i zelenému vozidlu, protože odbočujete vlevo.",A: Máte přednost v jízdě před zeleným i žlutým vozidlem. Jako druhé projede křižovatkou žluté vozidlo a jako poslední zelené vozidlo.,"C: Musíte dát přednost v jízdě žlutému vozidlu, které přijíždí po hlavní pozemní komunikaci. Řidič zeleného vozidla musí dát přednost v jízdě vám."
1742,06050048,Jedete v obci jako řidič vozidla z výhledu. Je vaší povinností umožnit autobusu vyjetí ze zastávky?,,"A: Ano, a to snížením rychlosti jízdy nebo i zastavením vozidla.","B: Ne, protože autobus vyjíždí od okraje pozemní komunikace.","C: Ano, avšak pouze snížením rychlosti nebo změnou směru jízdy, nikoli zastavením vozidla."
1776,06050059,Ve vyobrazené dopravní situaci jste řidičem vozidla z výhledu. Na křižovatce:,,A: Dáte přednost v jízdě červenému i zelenému vozidlu. Jako první projede křižovatkou červené vozidlo.,B: Máte přednost v jízdě před červeným vozidlem. Zelené vozidlo projede křižovatkou jako první.,C: Dáte přednost v jízdě zelenému i červenému vozidlu. Jako první projede křižovatkou zelené vozidlo.
1798,06050073,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,A: Pojedete jako první. Po vás pojede zelené vozidlo a jako poslední červené nákladní vozidlo.,"B: Pojedete jako druhý, hned po zeleném vozidle, kterému musíte dát přednost v jízdě.",C: Pojedete jako poslední. Jako první pojede zelené vozidlo a po něm červené nákladní vozidlo.
2189,06050306,Ve vyobrazené situaci jste řidičem vozidla z výhledu. Jak se zachováte?,,B: Projedu křižovatkou jako první.,A: Dám přednost vozidlu přijíždějícímu zprava.,C: Musím odbočit vpravo.
2234,06050508,Vozidla projedou křižovatkou v pořadí:,,"C: 1. vozidlo z výhledu, 2. červené vozidlo, 3. bílé vozidlo.","A: 1. vozidlo z výhledu, 2. bílé vozidlo, 3. červené vozidlo.","B: 1. bílé vozidlo, 2. červené vozidlo, 3. vozidlo z výhledu."
2498,06050560,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,"A: Máte přednost v jízdě před protijedoucím automobilem, ale musíte současně sledovat chování řidiče, který jede před vámi.","B: Projede křižovatkou jako poslední; jako první projede vozidlo označené zvláštním výstražným světlem žluté barvy, které přijíždí zleva, a hned po něm protijedoucí automobil.",C: Musíte dát přednost v jízdě protijedoucímu automobilu; poté můžete pokračovat v jízdě do křižovatky.
2518,06050579,Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,,C: Nejvýše 50 km/h.,A: Nejvýše 30 km/h.,B: Nejvýše 40 km/h.
2519,06050580,Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,,C: Nejvýše 50 km/h.,A: Nejvýše 30 km/h.,B: Nejvýše 60 km/h.
2522,06050586,"Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:",,A: Poslední.,B: Druhé.,C: Třetí.
2523,06050589,"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",,"A: 1. modré vozidlo jedoucí zleva, 2. protijedoucí červené vozidlo, 3. zelené vozidlo jedoucí zprava, 4. Vaše vozidlo.","B: 1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava.","C: 1. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava, 2. Vaše vozidlo současně s protijedoucím červeným vozidlem."
2524,06050629,Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,,"A: 1. Vaše vozidlo současně s protijedoucím zeleným vozidlem, 2. žluté nákladní vozidlo.","B: 1. Protijedoucí zelené vozidlo současně se žlutým nákladním vozidlem, 2. Vaše vozidlo.","C: 1. Protijedoucí zelené vozidlo, 2. žluté nákladní vozidlo, 3. Vaše vozidlo."
2544,06050609,"Můžete jako řidič vozidla z výhledu vjet do křižovatky před vozidlem, které ve vyobrazené situaci přijíždí zleva?",,"A: Nemohu, protože bych mu neumožnil bezpečný a plynulý průjezd křižovatkou.",B: Mohu. Druhé vozidlo přijíždí zleva a musí mi proto dát přednost v jízdě.,"C: Mohu, protože jsem na hlavní pozemní komunikaci a proto mám přednost v jízdě."
2826,06060115,"Jste řidičem vozidla z výhledu. Při jízdě křižovatkou, která je znázorněna na obrázku:",,"B: Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zprava.","A: Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zleva.","C: Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zleva."
3051,06060246,Vyobrazený železniční přejezd se nachází na pozemní komunikaci mimo obec. Jakou nejvyšší rychlostí můžete jet ve vzdálenosti 50 metrů před tímto přejezdem?,,A: Nejvýše 30 km/h.,B: Nejvýše 50 km/h.,C: Nejvýše 90 km/h.
3052,06060247,"Řidič porušuje zákon, pokud přes vyobrazený železniční přejezd přejíždí:",,C: Rychlostí 35 km/h.,A: Rychlostí 30 km/h.,B: Rychlostí 25 km/h.
3053,06060248,Vyobrazený železniční přejezd se nachází na pozemní komunikaci mimo obec. Jakou nejvyšší rychlostí smíte jet ve vzdálenosti 50 metrů před tímto přejezdem?,,C: Nejvýše 50 km/h.,A: Nejvýše 70 km/h.,B: Nejvýše 90 km/h.
3054,06060249,"Jste řidičem vozidla z výhledu. Při jízdě křižovatkou, která je znázorněna na obrázku:",,"B: Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zprava.","A: Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zprava.","C: Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zleva."
3055,06060250,"Jakou rychlostí můžete přejet přes železniční přejezd, pokud nesvítí přerušované bílé světlo přejezdového zabezpečovacího zařízení?",,A: Nejvýše 30 km/h.,B: Nejvýše 40 km/h.,C: Nejvýše 50 km/h.
3083,06060319,Jako řidič vozidla z výhledu máte v úmyslu po projetí křižovatkou v přímém směru zastavit 20 m od křižovatky. Smíte tak ve vyobrazené situaci učinit?,,"B: Ne, protože dopravní značka zakazuje zastavení.","A: Ano, protože dopravní značka zakazuje pouze stání.","C: Ano, ale pouze u levého okraje vozovky."
3088,06060324,Na křižovatce nevyplývá přednost v jízdě z dopravních značek. V jakém pořadí projedou řidiči křižovatkou?,,B: Modré vozidlo má přednost v jízdě před červeným.,A: Červené vozidlo má přednost v jízdě před modrým.,C: Jako první projede křižovatkou rychleji jedoucí vozidlo.
3155,06060420,Řidič vozidla z výhledu na vyobrazené křižovatce:,,C: Musí dát přednost všem vozidlům přijíždějícím zprava.,A: Musí dát přednost všem vozidlům přijíždějícím zprava i zleva.,"B: Má přednost v jízdě před všemi vozidly, přesto ale musí přibrzdit před hranicí křižovatky a přesvědčit se, zda může křižovatkou bezpečně projet."
3236,06060505,Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,,A: Musíte dát přednost v jízdě oběma přijíždějícím vozidlům. Jako první projede křižovatkou protijedoucí červený automobil.,"B: Musíte dát přednost v jízdě protijedoucímu červenému vozidlu. Následně projedete před zeleným nákladním automobilem, který Vám musí dát přenost v jízdě.","C: Projedete křižovatkou současně s protijedoucím červeným vozidlem, před zeleným nákladním automobilem, který Vám musí dát přednost v jízdě."
3452,08080010,"Na této frekventované pozemní komunikaci jste se zařadili do levého odbočovacího pruhu. Na křižovatce jste zjistili, že jste měli jet vpravo. Jak se zachováte?",,A: Odbočíte vlevo a budete počítat se zajížďkou.,B: Zastavíte a pokusíte se couváním zařadit do správného odbočovacího pruhu.,"C: Zvukovým výstražným znamením upozorníte ostatní řidiče, že odbočujete vpravo."
3454,08080014,"Může řidič vozidla z výhledu odbočit vpravo, aniž by porušil pravidla bezpečného provozu?",,"A: Ne, před křižovatkou se zařadil do jízdního pruhu, odkud nesmí odbočit směrem vpravo i když dává znamení o změně směru jízdy.","B: Ne, situace před vozidlem mu to nedovoluje kvůli odbočujícím vozidlům v protisměru.","C: Ano, na světelném signalizačním zařízením je dán pokyn ""Volno"". Řidič může pokračovat v započatém jízdním úkonu."
3455,08080016,Můžete jako řidič vozidla z výhledu vjet do křižovatky?,,"A: Ne, řidiči ostatních vozidel musí umožnit jízdu vozidel s právem přednostní jízdy.","B: Ano, i řidič vozidla s právem přednostní jízdy je povinnen dát přednost vozidlům přijíždějícím zprava.","C: Ano, řidič vozidla, i když má za jízdy rozsvícené zvláštní výstražné světlo modré barvy, má povinnosti jako ostatní účastníci provozu na pozemních komunikacích."
3456,08080018,Jak se zachováte v této situaci?,,"B: Zastavím v takové vzdálenosti od signalizačního zařízení, abych umožnil průjezd případným protijedoucím vozidlům. Počkám na signál ""Volno"".","A: Situace je dostatečně přehledná a tak pojedu dál, i když svítí na světelném signalizačním zařízení signál ""Stůj"".","C: Úsek projedu zvýšenou rychlostí. Žádné vozidlo v protisměru nejede. Nebudu čekat na signál ""Volno""."
3942,08110269,Jak se zachováte v této dopravní situaci?,,"B: Snížím rychlost jízdy. Musím počítat s náhlým vstoupením do vozovky   osob, které vystupují z autobusu.","A: Pojedu stejnou rychlostí jako doposud. Autobus, který zastavil v zastávce, není důvodem ke zvýšené opatrnosti v jízdě.",C: Musím zastavit za autobusem a počkat než vyjede ze zastávky. Potom mohu pokračovat v jízdě.
4421,10110001,Řidič vozidla z výhledu,,B: projede křižovatkou jako první.,A: projede křižovatkou jako poslední.,C: dává přednost v jízdě oběma tramvajím.
4422,10110002,Řidič vozidla z výhledu,,C: projede křižovatkou jako první.,A: dává přednost v jízdě tramvaji č. 2.,B: dává přednost v jízdě oběma tramvajím.
4423,10110003,Tramvaje č.1 a 2 projedou křižovatkou:,,"B: Obě současně spolu se zeleným nákladním automobilem, po projetí vozidla z výhledu.","A: Obě současně jako první, spolu se zeleným nákladním automobilem.","C: Obě současně jako druhé, po projetí zeleného nákladního automobilu."
4429,10110009,Řidič vozidla z výhledu,,C: projede křižovatkou jako první.,A: dává přednost v jízdě oběma tramvajím.,B: dává přednost v jízdě zelenému vozidlu.
4430,10110010,Řidič vozidla z výhledu,,A: projede křižovatkou jako první.,B: dává přednost v jízdě tramvaji č. 1.,C: projede křižovatkou jako poslední.
4431,10110011,Řidič vozidla z výhledu,,B: projede křižovatkou jako první.,A: dává přednost v jízdě tramvaji č. 2.,C: dává přednost v jízdě tramvaji č. 1 a zelenému vozidlu.
4436,10110016,Jako první projede křižovatkou:,,A: Vozidlo z výhledu.,B: Tramvaj č. 1 a 2.,C: Vozidlo z výhledu současně se zeleným vozidlem.
4446,10110027,Jako poslední projede křižovatkou,,C: žluté vozidlo.,A: vozidlo z výhledu.,B: modré nákladní vozidlo.
4447,10110028,Vozidlo z výhledu projede křižovatkou:,,A: jako druhé.,B: jako první.,C: jako poslední.
4461,10110043,Řidič vozidla z výhledu,,B: projede křižovatkou jako druhý.,A: projede křižovatkou jako první.,C: projede křižovatkou současně se zeleným vozidlem.
4462,10110044,Řidič vozidla z výhledu,,"B: přijíždí do křižovatky, kde není přednost v jízdě upravena svislými dopravními značkami.",A: přijíždí do křižovatky po hlavní pozemní komunikaci.,C: přijíždí do křižovatky po vedlejší pozemní komunikaci.
4463,10110045,Na této křižovatce,,B: není přednost v jízdě upravena svislými dopravními značkami.,A: je přednost v jízdě upravena svislými dopravními značkami.,C: má přednost v jízdě vozidlo z výhledu.
4498,11020032,Vozidlo z výhledu projede křižovatkou jako:,,A: první.,B: druhé.,"C: druhé, protože protijedoucí vozidlo odbočuje z hlavní pozemní komunikace na vedlejší a má přednost v jízdě."
5374,21100005,"Cyklistovi, který dává znamení o změně směru jízdy proto, aby mohl přejet z vyhrazeného jízdního pruhu pro cyklisty do průběžného pruhu, řidič jedoucí v přilehlém pruhu:",./assets/3369.png,"C: musí tento úkon umožnit snížením rychlosti jízdy, popřípadě i zastavením vozidla.","A: nemusí tento úkon umožnit, jedná se o jízdu z pruhu do pruhu, cyklista nesmí ohrozit ani omezit řidiče jedoucí v pruhu, do kterého se zařazuje.","B: nemusí tento úkon umožnit, pokud jej neohrozí."
5379,21100010,Na uvedené křižovatce řidič vozidla z výhledu:,./assets/3377.png,"A: Smí odbočit vpravo, přitom musí dát přednost v jízdě vozidlům a jezdcům na zvířatech jedoucím ve volném směru a útvarům chodců jdoucím ve volném směru.",B: Je doplňkovou zelenou šipkou informován o přednosti v jízdě vozidel přijíždějících zprava.,"C: Nemusí se při odbočení vpravo řídit světelnými signály, neboť těmto je nadřazena přenosná svislá dopravní značka „Práce na silnici“, která informuje o poruše světelných signálů."
5380,21100011,Řidič vozidla z výhledu hodlá na nejbližší křižovatce odbočit vpravo. Za této situace:,./assets/3379.png,A: Řidič nesmí ohrozit cyklistu přejíždějícího pozemní komunikaci na přejezdu pro cyklisty,B: Řidič nesmí omezit cyklistu přejíždějícího pozemní komunikaci na přejezdu pro cyklisty,
5382,21100013,Řidič vozidla z výhledu se chystá odbočit vlevo. Musí dát přednost v jízdě tramvaji?,./assets/3383.png,A: Ne.,B: Ano.,
5385,21100016,Řidič vozidla z výhledu odbočující na křižovatce vlevo:,./assets/3389.png,"B: Musí dát přednost v jízdě vozidlům přijíždějícím zprava a přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména možnosti smyku na zasněžené vozovce a případné tvorbě náledí na mostu.","A: Musí dát přednost v jízdě vozidlům přijíždějícím zprava, přitom nemá povinnost přizpůsobit rychlost jízdy okolnostem, které je možné předvídat.","C: Má přednost v jízdě před ostatními vozidly, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména možnosti smyku na zasněžené vozovce a případné tvorbě náledí na mostu."
5386,21100017,Řidič vozidla z výhledu odbočující na křižovatce vlevo:,./assets/3391.png,"B: Má přednost v jízdě před ostatními vozidly, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce. Přitom dává znamení o změně směru jízdy vlevo.","A: Má přednost v jízdě před ostatními vozidly, přitom není povinen dát znamení o změně směru jízdy vlevo, protože projíždí křižovatkou po hlavní pozemní komunikaci, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce.","C: Musí dát přednost v jízdě protijedoucím vozidlům, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce."
5392,21100023,Řidič osobního vozidla odbočujícího ve vyobrazené situaci vlevo:,./assets/3403.png,C: musí dát přednost v jízdě tramvajím v obou směrech.,A: musí dát přednost v jízdě pouze protijedoucí tramvaji.,B: má přednost v jízdě před tramvajemi v obou směrech.
5393,21100024,Řidič vozidla z výhledu v této dopravní situaci:,./assets/3405.png,A: může projet křižovatkou.,"B: musí zastavit vozidlo v místě, odkud má náležitý rozhled do křižovatky.",C: musí zastavit vozidlo před příčnou čárou souvislou.
5395,21100026,Na vyobrazeném místě musí řidič:,./assets/3409.png,"A: odbočit vlevo, přičemž musí dát přednost vozidlům přijíždějícím zprava.","B: odbočit vlevo, přičemž má přednost před vozidly přijíždějícími zprava.","C: odbočit vpravo, přičemž má přednost před vozidly přijíždějícími zleva."
5397,21100028,Řidič vozidla z výhledu je povinen v této situaci,./assets/3413.png,"B: sledovat přechod pro chodce a vozidla přijíždějící zprava, kterým musí dát přednost.","A: sledovat pouze přechod pro chodce, vozidla přijíždějící zprava musí dát přednost jemu.",C: odbočit vpravo.
5399,21100030,Řidič vozidla z výhledu hodlá odbočit vlevo. V jakém pořadí projedou vozidla touto křižovatkou?,./assets/3417.png,"B: tramvaj, vozidlo z výhledu.","A: vozidlo z výhledu, tramvaj.",C: obě vozidla mohou projet současně.
5408,22020006,Jak se zachováte jako řidič vozidla z výhledu na následující křižovatce?,./assets/3435.png,B: Dám přednost zprava červenému vozidlu.,A: Dám přednost v jízdě  pouze vozidlům na hlavní pozemní komunikaci,"C: Mám přednost před červeným vozidlem, protože na vedlejší komunikaci zprava je značka Stůj, dej přednost v jízdě!"
5409,22020007,"Jak se zachováte na následující křižovatce jako řidič vozidla z výhledu, který odbočuje vlevo?",./assets/3437.png,A: Dám přednost v jízdě vozidlům na hlavní pozemní komunikaci a poté odbočím vlevo před protijedoucím modrým vozidlem.,B: Křižovatkou projedu jako poslední.,C: Dám přednost v jízdě vozidlům na hlavní pozemní komunikaci a modrému protijedoucímu vozidlu.
5420,22020018,Na vyobrazené dopravní situaci řidič osobního automobilu jedoucí v přímém směru:,./assets/3457.png,B: má přednost v jízdě před tramvají.,A: jede současně s tramvají.,C: musí dát přednost v jízdě tramvaji.
5423,22020021,Řidič vozidla z výhledu hodlá odbočit vlevo. V jakém pořadí projedou vozidla touto křižovatkou?,./assets/3463.png,"A: Jako první projede tramvaj, následně vozidlo z výhledu.",B: Tramvaj i vozidlo z výhledu projedou současně.,"C: Jako první projede vozidlo z výhledu, následně tramvaj."
5436,22020033,Řidič vozidla z výhledu:,./assets/3487.png,A: má přednost v jízdě před vozidly jedoucími po kruhovém objezdu.,B: musí dát přednost v jízdě vozidlům pohybujícím se po kruhovém objezdu.,
5437,22020034,Řidič červeného vozidla jedoucí po kruhovém objezdu:,./assets/3489.png,A: musí dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.,B: má přednost v jízdě na kruhovém objezdu.,C: musí zastavit a dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.
5442,22020001,Ve vyobrazené dopravní situaci řidič:,,"A: musí vnímat riziko špatně viditelných chodců, kteří se pohybují bez retroreflexních prvků, které chodci v obci nemusí mít povinně na sobě.","B: lépe vnímá chodce, kteří jsou v obci povinni mít na sobě prvky z retroreflexních materiálů.","C: musí použít dálková světla po celou dobu objíždění chodců pohybujících se po pozemní komunikaci, kteří nepoužijí oděv a vybavení z retroreflexních materiálů."
5443,22020002,Řidič motorového vozidla z výhledu v dopravní situaci:,,"B: mohl odbočit vpravo, přičemž nesměl ohrozit a omezit vozidla jedoucí ve vyhrazeném jízdním pruhu.","A: porušil pravidla silničního provozu tím, že odbočil přes vyhrazený jízdní pruh.","C: mohl odbočit vpravo bez ohledu na vozidla jedoucí ve vyhrazeném jízdním pruhu, která nesměla ohrozit a omezit vozidla odbočující z průběžného pruhu."
5444,22020003,Jako řidič vozidla z výhledu:,,"C: mám povinnost sledovat situaci provozu, abych v případě nutnosti mohl včasnou reakcí odvrátit hrozící nebezpečí střetu i přesto, že jsem na hlavní pozemní komunikaci.","A: na hlavní pozemní komunikaci nemusím reagovat na hrozící nebezpečí střetu, ostatní účastníci jsou povinni odvrátit hrozící nebezpečí střetu, které jsem nezavinil.",B: na hlavní pozemní komunikaci nemám povinnost sledovat ostatní účastníky provozu.
5456,22050016,Řidič vozidla z výhledu musí ve vyobrazené dopravní situaci:,./assets/3523.png,"C: dát přednost vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci a vozidlům přijíždějícím ""zprava"".",A: vždy zastavit vozidlo před přechodem pro chodce.,B: dát přednost pouze vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci.
5473,22050001,Ve vyobrazené dopravní situaci na silnici pro motorová vozidla:,,B: řidič červeného vozidla nesplnil povinnost vytvořit prostor pro průjezd vozidla s právem přednostní jízdy z důvodu kolony stojících a pomalu jedoucích vozidel.,"A: řidiči všech vozidel mají povinnost se zařadit co nejvíce vlevo, aby při pravém okraji komunikace vytvořili prostor pro průjezd vozidla s právem přednostní jízdy z důvodu kolony stojících a pomalu jedoucích vozidel.",C: jsou řidiči vozidel povinni vytvořit prostor pro průjezd vozidla s právem přednostní jízdy až v okamžiku jeho příjezdu.
5474,22050002,Ve vyobrazené dopravní situaci:,,A: by měli řidič vozidla z výhledu i cyklista předvídat možnost otevření dveří do vozovky vzhledem k vystupující osobě z vozidla na chodník.,"B: nesmí cyklista vyjet z jízdního pruhu pro cyklisty z důvodu vyhýbání se překážce a musí jet takovou rychlostí, aby před ní stačil zastavit.","C: cyklista porušil pravidla silničního provozu, protože nedodržel minimální bezpečný boční odstup 1,5 m od zaparkovaných vozidel."
5475,22050003,Pohybují-li se pomalu nebo stojí-li vozidla za sebou:,,"C: může cyklista jedoucí stejným směrem tato vozidla předjíždět nebo objíždět z pravé strany po pravém okraji vozovky nebo krajnici. To neplatí, odbočuje-li vozidlo vpravo a dává-li znamení o změně směru jízdy.","A: může motocyklista jedoucí stejným směrem tato vozidla předjíždět nebo objíždět z pravé strany po pravém okraji vozovky nebo krajnici. To neplatí, odbočuje-li vozidlo vpravo a dává-li znamení o změně směru jízdy.","B: může motocyklista tato vozidla předjíždět nebo objíždět, pokud je mezi vozidly dostatek místa."
5476,22050004,Ve vyobrazené dopravní situaci řidič vozidla z výhledu:,,"A: aby zabránil střetu s motocyklistou, sníží rychlost jízdy a přestože odbočuje vlevo, uhýbá k pravému okraji vozovky.","B: musí se zařadit co nejdále vlevo v části vozovky určené pro jeho směr jízdy, neboť odbočuje vlevo, na předjíždějícího motocyklistu nemusí brát ohled.",C: aby zabránil střetu s motocyklistou musí se zařadit co nejdále vlevo v části vozovky určené pro jeho směr jízdy a vytvořit tak bezpečný prostor v pravé části vozovky.
5477,22050005,Ve vyobrazené dopravní situaci musí řidič vozidla z výhledu:,,"C: přizpůsobit své chování a rychlost vozidla tak, aby mohl včas reagovat na případné vběhnutí chodců zpoza autobusu do vozovky.",A: umožnit vyjetí autobusu ze zastávky.,"B: zastavit a pokračovat v jízdě až po vyjetí autobusu ze zastávky, aby se předešlo střetu s chodci, kteří mohou vyběhnout zpoza autobusu do vozovky."
