id,code,title,media,answer,firstWrong,secondWrong
2376,06050476,"Může být schopnost k řízení vozidla ovlivněna i po požití malého množství alkoholu, např. půl litru desetistupňového piva?",,"A: Ano, i malé množství požitého alkoholu snižuje schopnost k řízení motorového vozidla.","B: Ne, pokud se alkohol pije zároveň s černou kávou.","C: Ne, malé množství požitého alkoholu neovlivňuje schopnost k řízení motorového vozidla."
2382,10040006,Za okružní jízdu se považuje:,,"A: mezinárodní příležitostná přeprava osob na objednávku po předem vyhrazené okružní trase, a je přepravovaná stejná skupina cestujících stejným vozidlem.",B: jízda s cestovní kanceláří s poznávacím cílem.,"C: přeprava osob na lince osobní dopravy městy a obcemi, kdy výchozí a konečné místo cesty je stejné."
2389,10040005,Za protiprávní jednání při přepravě nebezpečného nákladu se považuje:,,A: pokud zboží není povoleno k přepravě.,B: pokud je  k přepravě použito vozidlo výroby starší než jsou dva roky.,C: pokud náklad není označen voděodolnou barvou s přesným chemickým složením.
2390,06050520,"Vozidlo, které přepravuje nebezpečný náklad:",,"A: Musí být označeno oranžovými výstražnými panely, které odpovídají předpisům.",B: Musí být označeno zvláštním výstražným světlem žluté barvy.,"C: Nemusí být označeno, stačí jen prohlášení odesílatele o zboží, které má u sebe řidič vozidla."
2398,06050499,Na dálnici musíte počítat se silným bočním větrem především:,,A: Na mostech.,B: V podjezdech.,C: Mezi protihlukovými stěnami.
2399,06050501,Na dálnici musíte počítat se silným bočním větrem především:,,B: V otevřeném terénu.,A: V lesních úsecích.,C: Mezi protihlukovými stěnami.
2411,06050504,Za minimální bezpečnou vzdálenost mezi za sebou jedoucími vozidly je zpravidla považován:,,A: Časový rozestup dvou sekund.,B: Časový rozestup pěti sekund.,C: Časový rozestup tři čtvrtě sekundy.
2413,06050512,Brzdná dráha jízdní soupravy složené z motorového vozidla a brzděného přívěsu je v porovnání s brzdnou drahou samotného motorového vozidla:,,B: Delší.,A: Kratší.,C: Stejná.
2414,06050513,Brzdná dráha jízdní soupravy s brzděným přívěsem je v porovnání s brzdnou drahou soupravy s nebrzděným přívěsem o stejné hmotnosti:,,A: Kratší.,B: Delší.,C: Stejná.
2415,06050517,Zvýšené riziko ztráty přilnavosti pneumatik a následného smyku za deště hrozí:,,A: V úseku s vyjetými kolejemi.,B: Na silnicích nižší třídy.,C: Na vozovce s betonovým povrchem.
2435,06060278,Správný tlak huštění pneumatik se zjišťuje:,,"A: Na studených, jízdou nezahřátých pneumatikách.",B: Na jízdou zahřátých pneumatikách.,C: Na pneumatikách bez ohledu na jejich teplotu.
2438,06060424,Co může vést ke smyku vozidla při průjezdu zatáčkami?,,B: Nízký tlak v pneumatikách.,A: Jízda při středové dělicí čáře.,C: Nedostatečná rychlost jízdy.
2439,06060425,Co může vést ke smyku vozidla při průjezdu zatáčkami?,,B: Velké rozdíly v nahuštění jednotlivých pneumatik.,A: Malá hmotnost vozidla.,C: Malá hmotnost nákladu.
2441,08120033,"Musíte být opatrní, chcete-li použít k jízdě vozidlo, se kterým jedete poprvé?",,A: Ano. Ovládací prvky a rozměry vozidla mohou být pro Vás nezvyklé.,B: Ano. Pouze pokud je vozidlo na jiný typ paliva.,C: Ne. Každé vozidlo se ovládá stejně.
2442,08120032,"Je zapotřebí být opatrný, pokud řídíte poprvé vozidlo,které neznáte?",,A: Ano. Nevíte jak vozidlo reaguje např. při brzdění.,B: Ano. Pouze pokud je vozidlo je na jiný typ paliva.,C: Ne. Každé vozidlo se ovládá stejně.
2452,08120031,Přetížení nákladního vozidla lze předejít:,,A: Kontrolním vážením naloženého vozidla.,B: Brzdnou zkouškou s naloženým vozidlem.,C: Pohledem na deformaci pneumatik vozidla.
2454,08120030,"S čím musíte počítat v případě, že je náklad nerovnoměrně rozložen?",,A: Dojde k nepovolenému překročení zatížení náprav.,B: Nerovnoměrné rozložení nákladu nemá vliv na zatížení náprav.,C: Řízení vozidla nebude nijak ovlivněno.
2457,06060339,Ovlivňují síly působící na náklad při průjezdu zatáčkou bezpečnost jízdy?,,"B: Ano, náklad se může posunout nebo spadnout.","A: Ne, tyto síly nemají žádný vliv na náklad.","C: Ano, ale jen při přepravě sypkého materiálu."
2559,06050631,Na co je třeba dbát při nakládání sypkého materiálu?,,B: Zatížení nákladové plochy musí být rovnoměrné.,"A: Sypký materiál by měl být naložen pokud možno co nejdále dozadu, aby se zvýšilo zatížení zadní poháněné nápravy.",C: Náklad je třeba umístit jen do středu ložné plochy.
2892,06060154,"Když zvýšíte rychlost jízdy na dvojnásobek (např. z 50 km/h na 100 km/h), prodlouží se tím brzdná dráha Vašeho vozidla na suché vozovce:",,C: Přibližně na čtyřnásobek délky původní brzdné dráhy.,A: Přibližně na dvojnásobek délky původní brzdné dráhy.,B: Přibližně na trojnásobek délky původní brzdné dráhy.
3009,06060291,Vozidlo s vysokou plachtovou nástavbou je zvlášť citlivé na boční vítr pokud:,,A: Je prázdné.,B: Je plně naložené.,C: Převáží sypký náklad.
3010,06060292,Přilnavost pneumatik snižuje:,,A: Silný déšť a vysoká vrstva vody na vozovce.,B: Velká hmotnost nákladu na vozidle.,C: Malá hmotnost nákladu na vozidle.
3011,06060293,"Sníh, náledí nebo rozbředlý sníh na vozovce vyžadují:",,"A: Jízdu se zvýšenou opatrností, přizpůsobenou stavu vozovky.",B: Brzdění s použitím parkovací brzdy.,C: Zatížení vozidla na hodnotu celkové hmotnosti uvedené v technickém průkazu vozidla.
3017,06060294,Vzduchový vír nebo náraz vzniklý při předjíždění:,,"A: Je nebezpečím pro stabilitu předjížděných vozidel, zejména jednostopých.",B: Nemá vliv na předjížděná vozidla.,C: Je nebezpečný pouze pro jednostopá vozidla.
3020,06060295,Před vjetím na krajnici:,,"A: Je nutné se přesvědčit, že krajnice je dostatečně pevná a nedojde k jejímu utržení.",B: Stačí snížit rychlost jízdy.,"C: Není nutné se přesvědčit, že krajnice je dostatečně pevná, neboť je součástí pozemní komunikace."
3033,06060238,Při přepravě nákladu na střešním nosiči zavazadel:,,"A: Dochází ke zhoršení jízdních vlastností vozidla, a to zejména v důsledku zvýšení odporu vzduchu a vyššího těžiště vozidla.","B: Se jízdní vlastnosti vozidla nemění, protože střešní nosič zavazadel je konstruován tak, aby jeho užití nemělo vliv na chování vozidla.","C: Dochází ke zlepšení jízdních vlastností vozidla, protože v důsledku vyšší hmotnosti je vozidlo stabilnější."
3047,06060242,Při rychlosti 100 km/h je délka brzdné dráhy Vašeho vozidla oproti brzdné dráze při rychlosti 50 km/h:,,A: Přibližně čtyřikrát delší.,B: Přibližně třikrát delší.,C: Přibližně dvakrát delší.
3048,06060243,Častou příčinou vzniku dopravních nehod při jízdě na dálnici je:,,A: Jízda s nedostatečnou vzdáleností mezi vozidly jedoucími za sebou.,B: Pomalá jízda nákladních vozidel.,C: Jízda v pravém jízdním pruhu.
3049,06060244,Při prudkém sešlápnutí brzdového pedálu vozidla bez protiblokovacího systému brzd (ABS) na náledí dojde:,,A: K zablokování kol vozidla a vozidlo se stává neřiditelným.,"B: K maximálnímu brzdnému účinku, při němž vozidlo zastaví s nejkratší brzdnou dráhou.","C: K zablokování kol zadní nápravy vozidla, při němž vozidlo zůstává řiditelným."
3099,06060274,Chystáte se předjet cyklistu. Bude vám stačit boční odstup od cyklisty přibližně 50 cm?,,"A: Ne, protože cyklista může náhle zakolísat a vybočit z dráhy směru své jízdy.","B: Ano, pokud budete dávat zvuková nebo světelná výstražná znamení.","C: Ano, pokud snížíte rychlost na 40km/h, pak je předjíždění bezpečné."
3100,06060276,Za jízdy v noci se vám náhle v dálkových světlech objeví lesní zvěř. Jak se zachováte?,,A: Okamžitě ztlumíte světla na potkávací a snížíte rychlost jízdy.,B: Vypnete světla vozidla a pokračujete sníženou rychlostí v jízdě.,C: Pokračujete v jízdě stejným způsobem s dálkovými světly.
3101,06060277,Častou příčinou těžkých nehod na dálnici při předjíždění je:,,A: Nedostatečné sledování provozu za vozidlem.,B: Pomalá jízda.,C: Jízda s bezpečnou vzdáleností mezi vozidly.
3102,06060279,Ve výhledu z motorového vozidla vidíte skupinu dětí na chodníku. Jak se zachováte?,,A: S ohledem na možné vběhnutí dětí do vozovky snížíte rychlost jízdy a zvýšíte pozornost.,"B: Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",C: Použijete zvukové výstražné znamení a přejedete k levému okraji jízdního pruhu.
3103,06060280,Při zvyšování rychlosti jízdy se zorné pole řidiče:,,B: Zužuje.,A: Nemění.,C: Rozšiřuje.
3104,06060281,Při začínajícím drobném dešti se snížení přilnavosti pneumatik nejvýrazněji projeví na vozovce:,,A: Dlážděné.,B: S asfaltovým povrchem.,C: S betonovým povrchem.
3106,06060283,Při jízdě vozidla po krajnici:,,"A: Je nutno dbát zvýšené opatrnosti, vzhledem k možnosti porušení její nezpevněné části a převrácení vozidla.",B: Není nutno dbát zvýšené opatrnosti.,C: Musí být uvedeno v činnost výstražné světelné zařízení.
3107,06060284,Řidič jedoucí před Vámi dává výstražné světelné znamení. Jak se zachováte?,,C: Snížíte rychlost jízdy a použijete také světelné výstražné znamení.,A: Zajedete co nejblíže k pravému okraji vozovky a zastavíte.,B: Pokračujete v jízdě za nezměněných podmínek.
3108,06060285,Zvukové výstražné znamení smí řidič ve vztahu k životnímu prostředí použít:,,A: Pouze v případech stanovených zákonem.,B: Kdykoliv to uzná za vhodné.,C: Tam kde je to povoleno dopravní značkou.
3109,06060286,Při přepravě sypkého materiálu musí řidič:,,A: Dbát zvýšené opatrnosti vzhledem k možnosti ohrožení ostatních účastníků silničního provozu odlétávajícími částicemi.,B: Jet rychlosti maximálně 40 km/h.,C: V půlhodinových intervalech kontrolovat stav nákladu.
3111,06060288,Při přepravě vozidlem hromadné dopravy osob cestující:,,A: Musí dbát pokynů a příkazů řidiče.,B: Nemá žádné povinnosti.,C: Nesmí stát v uličce.
3112,06060289,Při řízení vozidla hromadné dopravy osob řidič:,,"A: Musí volit způsob a rychlost jízdy tak, aby neohrozil bezpečnost a pohodlí cestujících.",B: Smí jet rychlostí maximálně 60 km/h.,C: Musí každou hodinu kontrolovat vnější osvětlení vozidla.
3150,06060402,Častou příčinou těžkých nehod na dálnici je:,,A: Únava pramenící z nedostatečného odpočinku a následný mikrospánek řidiče.,B: Pomalá jízda.,C: Jízda v jízdním pruhu pro pomalá vozidla.
3166,06060461,Řidič vozidla jedoucího před vámi zřejmě zapomněl vypnout znamení o změně směru jízdy vlevo. Jak se zachováte?,,B: Nebudete takové vozidlo předjíždět.,A: Upozorníte jej zvukovým výstražným znamením.,C: Upozorníte jej světelným výstražným znamením.
3173,06060460,"Jedete za autobusem, který zastavuje v zastávce při pravém okraji vozovky. Jak se zachováte?",,C: Objedete jej zleva sníženou rychlostí; berete v úvahu možnost zvýšeného pohybu chodců.,"A: Předjedete jej zvýšenou rychlostí dříve než zastaví, abyste nemusel(a) zohledňovat vystupující cestující.",B: Zastavíte těsně za ním.
3175,06060459,Jedete za pomalu jedoucím vozidlem autoškoly. Jak se zachováte?,,B: V klidu a trpělivě pojedete za ním a případně jej na vhodném místě předjedete.,"A: Krátkým přerušovaným rozsvícením dálkových světel jej upozorníte, že omezuje plynulost silničního provozu.",C: Použijete zvukové výstražné znamení a zvýšenou rychlostí jej předjedete.
3197,06060438,"Jedete za hustého deště za nákladním vozidlem, které intenzivně znečišťuje Vaše přední okno. Jak se zachováte?",,B: Zvýšíte rozestup mezi vozidly.,A: Pojedete co nejtěsněji za ním.,C: Okamžitě zahájíte předjíždění.
3198,06060452,Projíždíte podél pastviny s pasoucím se dobytkem. Měl(a) byste:,,A: Předpokládat možnost vběhnutí zvířete do vozovky.,B: Použít zvukové výstražné znamení.,C: Zvýšit rychlost jízdy.
3199,06060457,Předjíždíte jezdce na koni. Před zahájením předjíždění:,,C: Vezmete v úvahu možnost úleku zvířete a jeho vběhnutí do Vaší jízdní dráhy.,A: Zvýšíte rychlost jízdy a použijete světelné výstražné znamení; znamení o změně směru jízdy nepoužijete.,B: Snížíte rychlost jízdy a použijete zvukové výstražné znamení.
3211,06060477,"Ve výhledu z motorového vozidla vidíte děti, které si hrají na chodníku. Jak se zachováte?",,A: Budete s ohledem na možné vběhnutí dětí do vozovky připraven(a) brzdit a podle okolností snížíte rychlost jízdy.,"B: Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",C: Z dostatečné vzdálenosti upozorníte hrající si děti na možné nebezpečí zvukovým výstražným znamením.
3213,06060479,"Řidič vozidla, které je vybaveno zvláštním výstražným světlem oranžové barvy, smí tohoto světla užívat:",,C: Pokud by jeho jízdou nebo pracovní činností mohla být ohrožena bezpečnost provozu na pozemních komunikacích.,"A: Pouze za snížené viditelnosti, například za deště, tmy nebo sněžení, byla-li by jeho jízdou ohrožena bezpečnost.","B: Vždy, i když není ohrožena bezpečnost provozu na pozemních komunikacích nebo jeho pracovní činnost."
3449,08080003,Chodec na přechodu pro chodce signalizuje úmysl přejít vozovku mávnutím bílou slepeckou holí ve směru přecházení. Jak se zachováte?,,A: Snížím rychlost jízdy nebo zastavím vozidlo před přechodem pro chodce a umožním chodci nerušené a bezpečné přejití vozovky.,"B: Budu pokračovat v jízdě, protože nevidomý člověk  bez doprovodu nesmí přecházet vozovku.","C: Zvukovým výstražným znamením dám najevo, že nemůže přecházet přes vozovku a budu pokračovat v jízdě."
3461,08080025,Při míjení osvětlených vozidel řidič musí:,,"A: Sledovat jízdu osvětleného vozidla, vyvarovat se pohledu do rozsvícených světel, aby nedošlo k oslnění a krátkodobému výpadku ostrého vidění.","B: Sledovat jízdu pohledem do rozsvícených světel, k oslnění a krátkodobému výpadku ostrého vidění za tak krátkou dobu pohledu nemůže dojít.",C: Sledovat pouze  vlastní směr jízdy. Chování protijedoucích řidičů není nebezpečím.
3473,08100003,"Při jízdě na dálnici jste se stali s vaším automobilem účastníkem dopravní nehody. 
V jakém pořadí budete postupovat?",,"A: Okamžitě zastavíte vozidlo, zabezpečíte místo nehody a poskytnete první pomoc případným poraněným.","B: Okamžitě zastavíte vozidlo, vyhledáte svědky nehody. První pomoc případným poraněným poskytne přivolaná lékařská záchranná služba.","C: Okamžitě zastavíte vozidlo, zavoláte policii, zapnete varovná světla a počkáte ve vozidle na příjezd policie a lékařské záchranné služby."
3474,08100004,Silniční dopravou pro cizí potřeby se rozumí:,,"A: Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou, jejíž přepravní potřeba se uspokojuje, závazkový vztah, jehož předmětem je přeprava osob, věcí nebo zvířat.","B: Doprava, jejíž předmětem je přeprava osob, věcí nebo zvířat i bez smluvního závazku.","C: Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou jejíž přepravní potřeby uspokojuje závazkový vztah, jehož předmětem je pouze přeprava osob."
3475,08100006,U parkovací brzdy vzduchotlakých brzd s pružinovým brzdovým válcem zajišťuje odbrzdění:,,B: Tlakový vzduch v brzdovém válci.,A: Pružina v brzdovém válci.,C: Vypuštění tlakového vzduchu z válce.
3479,08100011,Silniční linkovou osobní dopravou se rozumí:,,"A: Pravidelné poskytování přepravních služeb na určené trase dopravní cesty, při kterém cestující vystupují a nastupují na předem určených zastávkách.","B: Pravidelné poskytování přepravních služeb za úplatu na trase, při které cestující nastupují a vystupují na místech, která si sami určí.","C: Nepravidelné poskytování přepravních služeb na libovolné trase, při které cestující nastupují a vystupují na předem určených zastávkách"
4122,10040030,Za kombinovanou dopravu se považuje systém přepravy při kterém:,,"A: je zboží přepravováno v jedné a téže přepravní jednotce, využije se též železniční a vodní doprava.","B: osoby využívají různých druhů dopravních prostředků, např. autobusu nebo vlaku.",C: se jedná o dopravní obslužnost území ve vnitrostátní silniční dopravě.
4127,10040034,Snížit spotřebu paliva vozidla lze:,,"A: dodržováním tlaku vzduchu v pneumatikách, který je předepsaný výrobcem.",B: použitím dražšího paliva.,C: nepoužíváním nejvyššího převodového stupně.
4512,11040008,Protiblokovací brzdový systém (ABS):,,B: zajišťuje ovladatelnost vozidla při brzdění.,A: vždy zkracuje brzdnou dráhu vozidla.,"C: nemění brzdnou dráhu, zvyšuje pouze ovladatelnost vozidla při brzdění."
5412,22020010,Řidič vozidla z výhledu:,./assets/3441.png,C: musí předpokládat nečekané vběhnutí chodce do vozovky v místě zastávky autobusu.,"A: porušuje předpisy tím, že objíždí autobus po tramvajovém pásu.",B: nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.
5438,22020035,Řidič vozidla z výhledu:,./assets/3491.png,A: nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.,B: autobus v zastávce objede.,"C: porušuje předpisy tím, že objíždí autobus po tramvajovém pásu."
5495,22100014,Dodržel řidič červeného nákladního automobilu při rychlosti 72 km/h (20m/s) bezpečnou vzdálenost za vozidlem jedoucím před ním?,./assets/3595.png,A: Ne.,B: Ano.,
5499,22100018,Může telefonování za jízdy při použití Handsfree ovlivnit reakční dobu řidiče?,./assets/3599.png,B: Ano.,"A: Ne, reakční doba řidiče při použití Handsfree zůstává stejná a nemá vliv na dráhu pro zastavení vozidla.","C: Ne, závisí pouze na tom s kým telefonuje."
5500,22100019,Je minimální bezpečná vzdálenost mezi jedoucími vozidly zákonem přesně definována v metrech?,./assets/3601.png,"A: Ne, je třeba zvážit všechny možné faktory. Zejména rychlost, technický stav a konstrukci vozidla, klimatické a adhezní podmínky a reakční dobu řidiče.","B: Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 20 metrů a u nákladních automobilů a autobusů vždy 30 metrů.","C: Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 30 metrů a u nákladních automobilů a autobusů vždy 40 metrů."
5501,22100020,Ovlivní ovládání navigačního systému vozidla za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,./assets/3603.png,A: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,B: Ne. Ovládat navigační systém vozidla za jízdy neprodlužuje reakční dobu řidiče.,
5502,22100021,Ovlivní připojování nabíječky k mobilnímu telefonu za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,./assets/3605.png,C: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,A: Ne. Řidič má povinnost mít ve vozidle zapnutý mobilní telefon.,B: Ne. Pouhé zapojení nabíječky k mobilnímu telefonu nemůže mít vliv na reakční dobu řidiče a ovlivnit tak vyřešení mimořádné události v provozu na pozemních komunikacích.
5503,22100022,Ovlivní používání zkrášlovacích prostředků za jízdy reakční dobu řidiče nutnou ke sledování ařešení situací v provozu na pozemních komunikacích?,./assets/3607.png,A: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,B: Ne. Protože je důležité dojet do cílové destinace náležitě upraven.,C: Ne. Protože je možné volant držet bezpečně i jednou rukou.
5504,22100023,Může ovlivnit nevhodné obutí řidiče reakční dobu nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,./assets/3609.png,B: Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brzdění.,A: Ne. Je důležité dobře vypadat i při řízení motorového vozidla.,C: Ne. Obuv nemá žádný vliv na řízení vozidla.
5505,22100024,Může ovlivnit používání nevhodného obutí za jízdy reakční dobu řidiče nutnou k řešení situací v provozu na pozemních komunikacích?,./assets/3611.png,A: Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brždění.,B: Ne. Obuv nemá žádný vliv na řízení vozidla.,C: Ne. Zejména v letním období je vhodné používat otevřenou obuv.
5506,22100025,Může ovlivnit nevhodně zabezpečené zvíře za jízdy reakční dobu řidiče a čas nutný k vyřešení mimořádné události v provozu na pozemních komunikacích?,./assets/3613.png,"B: Ano. Povinností řidiče je zabezpečit přepravované zvíře tak, aby neohrozilo řidiče a přepravované osoby.",A: Ne. Pokud nepřesahuje 20 cm v kohoutku.,C: Ne. Pokud prošlo náležitým výcvikem a tréninkem zajišťujícím jeho bezproblémové chování za jízdy vozidlem.
5507,22100026,"Za snížené viditelnosti, deště a zhoršených klimatických podmínek je bezpečný odstup za vpředu jedoucím vozidlem?",./assets/3615.png,A: Časový odstup minimálně o 1 sekundu delší než za běžných podmínek.,B: Kratší než za dobré viditelnosti nebo běžných povětrnostních podmínek.,C: Stejný jako za dobré viditelnosti nebo běžných povětrnostních podmínek.
5508,22100027,Nedodržení bezpečné vzdálenosti za vpředu jedoucím vozidlem je v ČR:,./assets/3617.png,C: jednou z nejčastějších příčin vzniku dopravních nehod.,A: jednou z nejméně častých příčin vzniku dopravních nehod.,"B: jedním z faktorů, který nemá na bezpečnost silničního provozu významný vliv."
