1402,06060463,Může řidič číst za jízdy z mapy?,"A: Ne, zvyšuje se tím riziko dopravní nehody. Řidič se musí věnovat řízení vozidla.","B: Ano, ale pouze při rychlosti nižší než je 50 km/h.","C: Ano, s výjimkou jízdy na dálnici.",
2440,08120034,Smyk vozidla při průjezdu zatáčkou může způsobit?,B: Vadný tlumič pérování vozidla.,A: Malá hmotnost vozidla.,C: Snížená viditelnost.,
2441,08120033,"Musíte být opatrní, chcete-li použít k jízdě vozidlo, se kterým jedete poprvé?",A: Ano. Ovládací prvky a rozměry vozidla mohou být pro Vás nezvyklé.,B: Ano. Pouze pokud je vozidlo na jiný typ paliva.,C: Ne. Každé vozidlo se ovládá stejně.,
2442,08120032,"Je zapotřebí být opatrný, pokud řídíte poprvé vozidlo,které neznáte?",A: Ano. Nevíte jak vozidlo reaguje např. při brzdění.,B: Ano. Pouze pokud je vozidlo je na jiný typ paliva.,C: Ne. Každé vozidlo se ovládá stejně.,
2892,06060154,"Když zvýšíte rychlost jízdy na dvojnásobek (např. z 50 km/h na 100 km/h), prodlouží se tím brzdná dráha Vašeho vozidla na suché vozovce:",C: Přibližně na čtyřnásobek délky původní brzdné dráhy.,A: Přibližně na dvojnásobek délky původní brzdné dráhy.,B: Přibližně na trojnásobek délky původní brzdné dráhy.,
3011,06060293,"Sníh, náledí nebo rozbředlý sníh na vozovce vyžadují:","A: Jízdu se zvýšenou opatrností, přizpůsobenou stavu vozovky.",B: Brzdění s použitím parkovací brzdy.,C: Zatížení vozidla na hodnotu celkové hmotnosti uvedené v technickém průkazu vozidla.,
3017,06060294,Vzduchový vír nebo náraz vzniklý při předjíždění:,"A: Je nebezpečím pro stabilitu předjížděných vozidel, zejména jednostopých.",B: Nemá vliv na předjížděná vozidla.,C: Je nebezpečný pouze pro jednostopá vozidla.,
3033,06060238,Při přepravě nákladu na střešním nosiči zavazadel:,"A: Dochází ke zhoršení jízdních vlastností vozidla, a to zejména v důsledku zvýšení odporu vzduchu a vyššího těžiště vozidla.","B: Se jízdní vlastnosti vozidla nemění, protože střešní nosič zavazadel je konstruován tak, aby jeho užití nemělo vliv na chování vozidla.","C: Dochází ke zlepšení jízdních vlastností vozidla, protože v důsledku vyšší hmotnosti je vozidlo stabilnější.",
3047,06060242,Při rychlosti 100 km/h je délka brzdné dráhy Vašeho vozidla oproti brzdné dráze při rychlosti 50 km/h:,A: Přibližně čtyřikrát delší.,B: Přibližně třikrát delší.,C: Přibližně dvakrát delší.,
3048,06060243,Častou příčinou vzniku dopravních nehod při jízdě na dálnici je:,A: Jízda s nedostatečnou vzdáleností mezi vozidly jedoucími za sebou.,B: Pomalá jízda nákladních vozidel.,C: Jízda v pravém jízdním pruhu.,
3049,06060244,Při prudkém sešlápnutí brzdového pedálu vozidla bez protiblokovacího systému brzd (ABS) na náledí dojde:,A: K zablokování kol vozidla a vozidlo se stává neřiditelným.,"B: K maximálnímu brzdnému účinku, při němž vozidlo zastaví s nejkratší brzdnou dráhou.","C: K zablokování kol zadní nápravy vozidla, při němž vozidlo zůstává řiditelným.",
3065,06060261,Těhotné ženy:,B: Musí používat bezpečnostní pásy.,A: Nesmí nikdy používat bezpečnostní pásy.,"C: Nemusí používat bezpečnostní pásy, pokud je vozidlo vybaveno airbagem.",
3099,06060274,Chystáte se předjet cyklistu. Bude vám stačit boční odstup od cyklisty přibližně 50 cm?,"A: Ne, protože cyklista může náhle zakolísat a vybočit z dráhy směru své jízdy.","B: Ano, pokud budete dávat zvuková nebo světelná výstražná znamení.","C: Ano, pokud snížíte rychlost na 40km/h, pak je předjíždění bezpečné.",
3100,06060276,Za jízdy v noci se vám náhle v dálkových světlech objeví lesní zvěř. Jak se zachováte?,A: Okamžitě ztlumíte světla na potkávací a snížíte rychlost jízdy.,B: Vypnete světla vozidla a pokračujete sníženou rychlostí v jízdě.,C: Pokračujete v jízdě stejným způsobem s dálkovými světly.,
3101,06060277,Častou příčinou těžkých nehod na dálnici při předjíždění je:,A: Nedostatečné sledování provozu za vozidlem.,B: Pomalá jízda.,C: Jízda s bezpečnou vzdáleností mezi vozidly.,
3102,06060279,Ve výhledu z motorového vozidla vidíte skupinu dětí na chodníku. Jak se zachováte?,A: S ohledem na možné vběhnutí dětí do vozovky snížíte rychlost jízdy a zvýšíte pozornost.,"B: Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",C: Použijete zvukové výstražné znamení a přejedete k levému okraji jízdního pruhu.,
3103,06060280,Při zvyšování rychlosti jízdy se zorné pole řidiče:,B: Zužuje.,A: Nemění.,C: Rozšiřuje.,
3104,06060281,Při začínajícím drobném dešti se snížení přilnavosti pneumatik nejvýrazněji projeví na vozovce:,A: Dlážděné.,B: S asfaltovým povrchem.,C: S betonovým povrchem.,
3106,06060283,Při jízdě vozidla po krajnici:,"A: Je nutno dbát zvýšené opatrnosti, vzhledem k možnosti porušení její nezpevněné části a převrácení vozidla.",B: Není nutno dbát zvýšené opatrnosti.,C: Musí být uvedeno v činnost výstražné světelné zařízení.,
3107,06060284,Řidič jedoucí před Vámi dává výstražné světelné znamení. Jak se zachováte?,C: Snížíte rychlost jízdy a použijete také světelné výstražné znamení.,A: Zajedete co nejblíže k pravému okraji vozovky a zastavíte.,B: Pokračujete v jízdě za nezměněných podmínek.,
3108,06060285,Zvukové výstražné znamení smí řidič ve vztahu k životnímu prostředí použít:,A: Pouze v případech stanovených zákonem.,B: Kdykoliv to uzná za vhodné.,C: Tam kde je to povoleno dopravní značkou.,
3150,06060402,Častou příčinou těžkých nehod na dálnici je:,A: Únava pramenící z nedostatečného odpočinku a následný mikrospánek řidiče.,B: Pomalá jízda.,C: Jízda v jízdním pruhu pro pomalá vozidla.,
3166,06060461,Řidič vozidla jedoucího před vámi zřejmě zapomněl vypnout znamení o změně směru jízdy vlevo. Jak se zachováte?,B: Nebudete takové vozidlo předjíždět.,A: Upozorníte jej zvukovým výstražným znamením.,C: Upozorníte jej světelným výstražným znamením.,
3173,06060460,"Jedete za autobusem, který zastavuje v zastávce při pravém okraji vozovky. Jak se zachováte?",C: Objedete jej zleva sníženou rychlostí; berete v úvahu možnost zvýšeného pohybu chodců.,"A: Předjedete jej zvýšenou rychlostí dříve než zastaví, abyste nemusel(a) zohledňovat vystupující cestující.",B: Zastavíte těsně za ním.,
3175,06060459,Jedete za pomalu jedoucím vozidlem autoškoly. Jak se zachováte?,B: V klidu a trpělivě pojedete za ním a případně jej na vhodném místě předjedete.,"A: Krátkým přerušovaným rozsvícením dálkových světel jej upozorníte, že omezuje plynulost silničního provozu.",C: Použijete zvukové výstražné znamení a zvýšenou rychlostí jej předjedete.,
3197,06060438,"Jedete za hustého deště za nákladním vozidlem, které intenzivně znečišťuje Vaše přední okno. Jak se zachováte?",B: Zvýšíte rozestup mezi vozidly.,A: Pojedete co nejtěsněji za ním.,C: Okamžitě zahájíte předjíždění.,
3198,06060452,Projíždíte podél pastviny s pasoucím se dobytkem. Měl(a) byste:,A: Předpokládat možnost vběhnutí zvířete do vozovky.,B: Použít zvukové výstražné znamení.,C: Zvýšit rychlost jízdy.,
3199,06060457,Předjíždíte jezdce na koni. Před zahájením předjíždění:,C: Vezmete v úvahu možnost úleku zvířete a jeho vběhnutí do Vaší jízdní dráhy.,A: Zvýšíte rychlost jízdy a použijete světelné výstražné znamení; znamení o změně směru jízdy nepoužijete.,B: Snížíte rychlost jízdy a použijete zvukové výstražné znamení.,
3213,06060479,"Řidič vozidla, které je vybaveno zvláštním výstražným světlem oranžové barvy, smí tohoto světla užívat:",C: Pokud by jeho jízdou nebo pracovní činností mohla být ohrožena bezpečnost provozu na pozemních komunikacích.,"A: Pouze za snížené viditelnosti, například za deště, tmy nebo sněžení, byla-li by jeho jízdou ohrožena bezpečnost.","B: Vždy, i když není ohrožena bezpečnost provozu na pozemních komunikacích nebo jeho pracovní činnost.",
3237,06060506,Je silný dešť důvodem ke snížení rychlosti jízdy?,"A: Ano, může dojít ke ztrátě přilnavosti pneumatik a prodlužuje se i brzdná dráha.","B: Ne, pokud mají pneumatiky alespoň minimální stanovenou hloubku dezénu.","C: Ano, ale jen u vozidel, která nejsou vybavena protiblokovacím systémem brzd (ABS).",
3449,08080003,Chodec na přechodu pro chodce signalizuje úmysl přejít vozovku mávnutím bílou slepeckou holí ve směru přecházení. Jak se zachováte?,A: Snížím rychlost jízdy nebo zastavím vozidlo před přechodem pro chodce a umožním chodci nerušené a bezpečné přejití vozovky.,"B: Budu pokračovat v jízdě, protože nevidomý člověk  bez doprovodu nesmí přecházet vozovku.","C: Zvukovým výstražným znamením dám najevo, že nemůže přecházet přes vozovku a budu pokračovat v jízdě.",
3461,08080025,Při míjení osvětlených vozidel řidič musí:,"A: Sledovat jízdu osvětleného vozidla, vyvarovat se pohledu do rozsvícených světel, aby nedošlo k oslnění a krátkodobému výpadku ostrého vidění.","B: Sledovat jízdu pohledem do rozsvícených světel, k oslnění a krátkodobému výpadku ostrého vidění za tak krátkou dobu pohledu nemůže dojít.",C: Sledovat pouze  vlastní směr jízdy. Chování protijedoucích řidičů není nebezpečím.,
4127,10040034,Snížit spotřebu paliva vozidla lze:,"A: dodržováním tlaku vzduchu v pneumatikách, který je předepsaný výrobcem.",B: použitím dražšího paliva.,C: nepoužíváním nejvyššího převodového stupně.,
4512,11040008,Protiblokovací brzdový systém (ABS):,B: zajišťuje ovladatelnost vozidla při brzdění.,A: vždy zkracuje brzdnou dráhu vozidla.,"C: nemění brzdnou dráhu, zvyšuje pouze ovladatelnost vozidla při brzdění.",
5412,22020010,Řidič vozidla z výhledu:,C: musí předpokládat nečekané vběhnutí chodce do vozovky v místě zastávky autobusu.,"A: porušuje předpisy tím, že objíždí autobus po tramvajovém pásu.",B: nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.,./assets/3441.png
5438,22020035,Řidič vozidla z výhledu:,A: nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.,B: autobus v zastávce objede.,"C: porušuje předpisy tím, že objíždí autobus po tramvajovém pásu.",./assets/3491.png
5495,22100014,Dodržel řidič červeného nákladního automobilu při rychlosti 72 km/h (20m/s) bezpečnou vzdálenost za vozidlem jedoucím před ním?,A: Ne.,B: Ano.,,./assets/3595.png
5499,22100018,Může telefonování za jízdy při použití Handsfree ovlivnit reakční dobu řidiče?,B: Ano.,"A: Ne, reakční doba řidiče při použití Handsfree zůstává stejná a nemá vliv na dráhu pro zastavení vozidla.","C: Ne, závisí pouze na tom s kým telefonuje.",./assets/3599.png
5500,22100019,Je minimální bezpečná vzdálenost mezi jedoucími vozidly zákonem přesně definována v metrech?,"A: Ne, je třeba zvážit všechny možné faktory. Zejména rychlost, technický stav a konstrukci vozidla, klimatické a adhezní podmínky a reakční dobu řidiče.","B: Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 20 metrů a u nákladních automobilů a autobusů vždy 30 metrů.","C: Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 30 metrů a u nákladních automobilů a autobusů vždy 40 metrů.",./assets/3601.png
5501,22100020,Ovlivní ovládání navigačního systému vozidla za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,A: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,B: Ne. Ovládat navigační systém vozidla za jízdy neprodlužuje reakční dobu řidiče.,,./assets/3603.png
5502,22100021,Ovlivní připojování nabíječky k mobilnímu telefonu za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,C: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,A: Ne. Řidič má povinnost mít ve vozidle zapnutý mobilní telefon.,B: Ne. Pouhé zapojení nabíječky k mobilnímu telefonu nemůže mít vliv na reakční dobu řidiče a ovlivnit tak vyřešení mimořádné události v provozu na pozemních komunikacích.,./assets/3605.png
5503,22100022,Ovlivní používání zkrášlovacích prostředků za jízdy reakční dobu řidiče nutnou ke sledování ařešení situací v provozu na pozemních komunikacích?,A: Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,B: Ne. Protože je důležité dojet do cílové destinace náležitě upraven.,C: Ne. Protože je možné volant držet bezpečně i jednou rukou.,./assets/3607.png
5504,22100023,Může ovlivnit nevhodné obutí řidiče reakční dobu nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,B: Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brzdění.,A: Ne. Je důležité dobře vypadat i při řízení motorového vozidla.,C: Ne. Obuv nemá žádný vliv na řízení vozidla.,./assets/3609.png
5505,22100024,Může ovlivnit používání nevhodného obutí za jízdy reakční dobu řidiče nutnou k řešení situací v provozu na pozemních komunikacích?,A: Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brždění.,B: Ne. Obuv nemá žádný vliv na řízení vozidla.,C: Ne. Zejména v letním období je vhodné používat otevřenou obuv.,./assets/3611.png
5506,22100025,Může ovlivnit nevhodně zabezpečené zvíře za jízdy reakční dobu řidiče a čas nutný k vyřešení mimořádné události v provozu na pozemních komunikacích?,"B: Ano. Povinností řidiče je zabezpečit přepravované zvíře tak, aby neohrozilo řidiče a přepravované osoby.",A: Ne. Pokud nepřesahuje 20 cm v kohoutku.,C: Ne. Pokud prošlo náležitým výcvikem a tréninkem zajišťujícím jeho bezproblémové chování za jízdy vozidlem.,./assets/3613.png
5507,22100026,"Za snížené viditelnosti, deště a zhoršených klimatických podmínek je bezpečný odstup za vpředu jedoucím vozidlem?",A: Časový odstup minimálně o 1 sekundu delší než za běžných podmínek.,B: Kratší než za dobré viditelnosti nebo běžných povětrnostních podmínek.,C: Stejný jako za dobré viditelnosti nebo běžných povětrnostních podmínek.,./assets/3615.png
5508,22100027,Nedodržení bezpečné vzdálenosti za vpředu jedoucím vozidlem je v ČR:,C: jednou z nejčastějších příčin vzniku dopravních nehod.,A: jednou z nejméně častých příčin vzniku dopravních nehod.,"B: jedním z faktorů, který nemá na bezpečnost silničního provozu významný vliv.",./assets/3617.png
5509,22100028,"Jakou metodou lze v případě krizové situace minimalizovat brzdnou dráhu na většině povrchů vozovky s vozidlem, které je vybaveno ABS?",C: Prudkým a silným sešlápnutím brzdového pedálu společně se sešlápnutím spojkového pedálu až k podlaze vozidla.,"A: Citlivým zabrzděním, zejména na kluzkých površích, a podřazováním na nižší převodové stupně.",B: Přerušovaným brzděním.,./assets/3619.png
5510,22100029,Jakým způsobem lze určit optimální bezpečnou vzdálenost za vpředu jedoucím vozidlem?,"A: Metodou, při které se údaje vzdálenosti převádí na odhad času. Na začátek je třeba zvolit nějaký pevný bod na okraji pozemní komunikace (například strom). Od okamžiku, kdy vozidlo jedoucí před námi tento bod míjí, začne řidič počítat sekundy. Je-li interval, kdy ke zvolenému bodu přijede vozidlo kratší než 2 sekundy, nejedná se o minimální bezpečnou vzdálenost.",B: Vzdáleností mezi patníky u pozemní komunikace při jakékoliv rychlosti.,"C: Vždy minimálně 20 metrů od předu jedoucího vozidla, přičemž tuto vzdálenost řidičodhadne pomocí pevných bodů u pozemní komunikace.",./assets/3621.png
5511,22100030,"Jakým způsobem systém Front assist (systém zabraňující, nebo snižující následky čelního střetu) pomáhá v krizové situaci?","C: Radarovým senzorem, případně doplněným o obrysovou kameru, umístěným v přední části automobilu vyhodnocuje jeho vzdálenost od překážky a v případě nutnosti aktivuje brzdový systém. Před aktivací brzd upozorní řidiče zvukovým a vizuálním znamením.",A: Kamerou umístěnou v přední části automobilu nahrává viníka dopravní nehody.,B: Zesílením přední části automobilu zmírňuje následky případné dopravní nehody.,./assets/3623.png
5517,22100036,V rámci dodržování bezpečné a defenzivní jízdy (například na dovolenou či služební cestu) by měl řidič vozidla z výhledu ve vyobrazené dopravní situaci:,B: vidět na vozovce minimálně dvě šipky za vpředu jedoucím vozidlem za běžných podmínek a dodržet tak doporučenou bezpečnou vzdálenost jedoucích vozidel.,A: vidět na vozovce minimálně jednu šipku za vpředu jedoucím vozidlem za běžných podmínek a dodržet tak doporučenou bezpečnou vzdálenost jedoucích vozidel.,C: vidět na vozovce minimálně jednu šipku pouze za vpředu jedoucím osobním vozidlem za běžných podmínek.,./assets/3633.png
5518,22100037,Systém ESC (ESP):,C: Systém který pomáhá stabilizovat vozidlo při začínajícím smyku.,A: Udržuje vozidlo v jízdních pruzích.,B: Zajišťuje vyšší brzdný účinek automobilu.,./assets/3635.png
5519,22100038,Airbag:,A: Plní svou funkci pouze při řádném užití bezpečnostních pásů.,B: Plně nahrazuje funkci bezpečnostních pásů.,C: Aktivuje se pouze při zapnutí bezpečnostního pásu.,./assets/3637.png
5521,22100040,Ovlivní používání zkrášlovacích prostředků za jízdy reakční dobu řidiče nutnou ke sledování a řešení situací v provozu na pozemních komunikacích?,A: Ano. Řidič se musí věnovat plně řízení vozidla a sledovat situace v provozu na pozemních komunikacích.,B: Ne. Je důležité přijet do cílové destinace řádně a náležitě upraven/upravena.,C: Ne. Při řazení rychlostních stupňů také nemusím držet volant oběma rukama.,./assets/3641.png
5522,22100041,Ovlivní konzumace potravin za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,B: Ano. Řidič se musí věnovat plně řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,A: Ne. Konzumace potravin není zakázána.,C: Ne. Pokud konzumuje lehkou a vyváženou stravu.,./assets/3643.png
5556,23030030,Při přepravě dětí a jejich umístění do dětské autosedačky je důležité zejména dbát na:,"B: Výšku přepravovaného dítěte, která má zásadní vliv na polohu bezpečnostního pásu, ten nikdy nesmí vést přes krk dítěte.",A: Dostatečnou hmotnost přepravovaného dítěte a jeho neustálého kontaktu dolních končetin s podlahou vozidla.,"C: Umístění dětské autosedačky pouze za sedadlem spolujezdce, tedy vzadu vpravo. Jiná sedadla ve vozidle nejsou vybavena systémem ISOFIX.",./assets/3703.png
5560,23030032,Kdy je nutné vypnout čelní airbag před sedadlem spolujezdce s ohledem na přepravu dětí v zádržném systému?,"A: Bezpodmínečně pokaždé, když je dítě přepravováno v dětském zádržném systému čelem proti směru jízdy automobilu (tzv. vajíčko/protisměrná dětská autosedačka). V případě zádržných systémů instalovaných ve směru jízdy vozidla se airbag nevypíná, ale doporučuje se posunout sedadlo s dětskou autosedačkou směrem dozadu od čelního airbagu.","B: Pokud mám na dětském zádržném systému použitém čelem proti směru jízdy automobilu (na tzv. vajíčku) ochranné madlo, není nutné čelní airbag vypínat.",C: V případě umístění dětské autosedačky na přední sedadlo zůstává tento bezpečnostní prvek vždy aktivní.,./assets/3711.png
5574,23060012,S jakým rizikem může řidič počítat při jízdě za označeným výcvikovým vozidlem autoškoly?,"B: S tím, že vozidlo autoškoly může doprovázet žadatele o ŘO na motocyklu při výcviku nebo při závěrečných zkouškách.",A: S žádným rizikem. Nemusí brát ohled na tyto účastníky silničního provozu.,C: Nemusí brát zřetel na žádné zvýšené riziko.,./assets/3739.png
5591,23060029,"Jedete za dvěma motocykly, jejichž řidiči používají označení “L” (autoškola). Je vzhledem k bezpečnosti silničního provozu vhodné se zařazovat při předjíždění mezi tato vozidla?","B: Ne. Zákon o silničním provozu to sice nezakazuje, avšak nepřispěje to ke zvýšení bezpečnosti silničního provozu.",A: Ano. Navíc to přispěje ke zvýšení plynulosti silničního provozu.,C: Zařazování se mezi tato vozidla při předjíždění nemá žádný negativní vliv na bezpečnost provozu.,./assets/3753.png
5592,23060030,Smí řidič vozidla z výhledu přejíždět podélnou čáru souvislou při předjíždění cyklisty?,C: Ano.,"A: Ne, řidič nesmí předjíždět, jelikož vodorovnou dopravní značku podélnou čáru souvislou je zakázáno přejíždět nebo ji nákladem přesahovat.","B: Ano, ale pouze v obci.",./assets/3755.png
5607,23060045,Jak může řidič snížit riziko střetu s projíždějícím cyklistou při vystupovaní z vozidla?,"B: Řidič vozidla využívá tzv. holandského manévru, kdy dveře otevře pravou (vzdálenější) rukou, která ho přinutí natočit tělo. Tímto způsobem lépe zkontroluje zpětné zrcátko a přes levé rameno se ohlédne vzad ještě před úplným otevřením dveří.","A: Řidič vozidla nemá povinnost, aby v dané situaci přemýšlel za ostatní účastníky provozu. Cyklista musí předvídat a rychlost jízdy přizpůsobit situaci, aby nedošlo ke kolizi.","C: Řidič vozidla se musí důkladně podívat do zpětného zrcátka na čelním skle a následně se ohlédne přes pravé rameno, aby celou situaci zkontroloval ve skle zadních dveří. Současně levou rukou otevírá dveře, aby projíždějícím cyklistům dal signál, že hodlá vystupovat.",./assets/3777.png
5611,24030001,"Co se rozumí pod pojmem ""defenzivní jízda""?","A: Takový způsob jízdy, kdy se snažíme splynout se silničním provozem, k ostatním účastníkům silničního provozu se chováme ohleduplně,ukázněně a předvídáme i jejich možné chyby.","B: Takový způsob jízdy, ve kterém jde hlavně o to, abychom byli všude co nejrychleji a udělali co nejméně chyb.","C: Takový způsob jízdy, ve kterém soutěžíme s ostatními účastníky provozu o to, kdo je lepší řidič.",
