code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06050143],(07.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5031_6328097118963.swf.mp4,"Projedete jako druhý, hned po červeném nákladním vozidle, kterému musíte dát přednost v jízdě.","Projedete jako první, protože jste na hlavní pozemní komunikaci. Hned po Vás projede červený nákladní automobil.","Projedete jako druhý, hned po protijedoucím žlutém vozidle, kterému musíte dát přednost v jízdě."
[06050306],(17.05.2006),Ve vyobrazené situaci jste řidičem vozidla z výhledu. Jak se zachováte?,/Vestnik/GetImageQuestion/0319_6328349597610.swf.mp4,Projedu křižovatkou jako první.,Dám přednost vozidlu přijíždějícímu zprava.,Musím odbočit vpravo.
[06050481],(16.05.2006),Jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/5063_6328097216453.swf.mp4,Jste povinen dát přednost vozidlu přijíždějícímu zleva.,Můžete pokračovat v jízdě křižovatkou. Jste na hlavní pozemní komunikaci.,Máte přednost v jízdě před řidičem přijíždějícím zleva.
[06050483],(09.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/5012a_6328096972125.swf.mp4,"Jako první červené vozidlo, jako druhé zelené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem.","Jako první červené vozidlo společně se zeleným vozidlem, následně modré vozidlo společně s Vaším vozidlem.","Jako první zelené vozidlo, jako druhé červené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem."
[06050508],(17.05.2006),Vozidla projedou křižovatkou v pořadí:,/Vestnik/GetImageQuestion/0287_6328349965122.swf.mp4,"1. vozidlo z výhledu, 2. červené vozidlo, 3. bílé vozidlo.","1. vozidlo z výhledu, 2. bílé vozidlo, 3. červené vozidlo.","1. bílé vozidlo, 2. červené vozidlo, 3. vozidlo z výhledu."
[06050524],(23.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla vyobrazenou křižovatkou?,/Vestnik/GetImageQuestion/5027_6328097102767.swf.mp4,"1. Vaše vozidlo, 2. modré protijedoucí vozidlo, 3. oranžové nákladní vozidlo.","1. Vaše vozidlo, 2. oranžové nákladní vozidlo, 3. modré protijedoucí vozidlo,","1. modré protijedoucí vozidlo, 2. Vaše vozidlo,  3. oranžové nákladní vozidlo."
[06050525],(23.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/5030_6328097115749.swf.mp4,"1. červené nákladní vozidlo, 2. Vaše vozidlo společně s protijedoucím modrým vozidlem.","1. Vaše vozidlo společně s protijedoucím modrým vozilem, 2. červené nákladní vozidlo.","1. Vaše vozidlo, 2. červené nákladní vozidlo, 3. protijedoucí modré vozidlo."
[06050560],(27.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5004_6328436161656.swf.mp4,"Máte přednost v jízdě před protijedoucím automobilem, ale musíte současně sledovat chování řidiče, který jede před vámi.","Projede křižovatkou jako poslední; jako první projede vozidlo označené zvláštním výstražným světlem žluté barvy, které přijíždí zleva, a hned po něm protijedoucí automobil.",Musíte dát přednost v jízdě protijedoucímu automobilu; poté můžete pokračovat v jízdě do křižovatky.
[06050579],(28.05.2006),Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,/Vestnik/GetImageQuestion/0086_6328440725588.swf.mp4,Nejvýše 50 km/h.,Nejvýše 30 km/h.,Nejvýše 40 km/h.
[06050580],(28.05.2006),Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,/Vestnik/GetImageQuestion/0086_6328440755972.swf.mp4,Nejvýše 50 km/h.,Nejvýše 30 km/h.,Nejvýše 60 km/h.
[06050583],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5018_6328097007005.swf.mp4,"1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. zelené vozidlo.","1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. červené vozidlo.","1. červené vozidlo, 2. zelené vozidlo, 3. Vaše vozidlo."
[06050584],(25.04.2018),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla vyobrazenou křižovatkou:",/Vestnik/GetImageQuestion/5020_6328097014810.swf.mp4,"1. Vaše vozidlo, 2. protijedoucí žluté vozidlo, 3. zelené vozidlo.","1. Vaše vozidlo, 2. zelené vozidlo jedoucí zprava, 3. žluté vozidlo.","1. zelené vozidlo jedoucí zprava, 2. Vaše vozidlo, 3. žluté vozidlo."
[06050585],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5021_6328097020094.swf.mp4,"1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","1. protijedoucí zelené vozidlo, 2. zelené vozidlo jedoucí zleva, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. Vaše vozidlo, 4. oranžové nákladní vozidlo."
[06050586],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:",/Vestnik/GetImageQuestion/5021_6328441505855.swf.mp4,Poslední.,Druhé.,Třetí.
[06050587],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:",/Vestnik/GetImageQuestion/5022_6328097085219.swf.mp4,Jako poslední.,Jako druhé.,Jako třetí.
[06050589],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5022_6328441612277.swf.mp4,"1. modré vozidlo jedoucí zleva, 2. protijedoucí červené vozidlo, 3. zelené vozidlo jedoucí zprava, 4. Vaše vozidlo.","1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava.","1. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava, 2. Vaše vozidlo současně s protijedoucím červeným vozidlem."
[06050609],(28.05.2006),"Můžete jako řidič vozidla z výhledu vjet do křižovatky před vozidlem, které ve vyobrazené situaci přijíždí zleva?",/Vestnik/GetImageQuestion/5010a_6328445551450.swf.mp4,"Nemohu, protože bych mu neumožnil bezpečný a plynulý průjezd křižovatkou.",Mohu. Druhé vozidlo přijíždí zleva a musí mi proto dát přednost v jízdě.,"Mohu, protože jsem na hlavní pozemní komunikaci a proto mám přednost v jízdě."
[06050629],(28.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/5019_6328441627466.swf.mp4,"1. Vaše vozidlo současně s protijedoucím zeleným vozidlem, 2. žluté nákladní vozidlo.","1. Protijedoucí zelené vozidlo současně se žlutým nákladním vozidlem, 2. Vaše vozidlo.","1. Protijedoucí zelené vozidlo, 2. žluté nákladní vozidlo, 3. Vaše vozidlo."
[06060047],(05.06.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5029_6328097111863.swf.mp4,"1. Vaše vozidlo, 2. protijedoucí modré vozidlo, 3. zelené vozidlo jedoucí zprava.","1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. protijedoucí modré vozidlo.","1. Protijedoucí modré vozidlo, 2. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava."
[06060115],(09.06.2006),"Jste řidičem vozidla z výhledu. Při jízdě křižovatkou, která je znázorněna na obrázku:",/Vestnik/GetImageQuestion/5001_6328545558001_127943251800135169.swf.mp4,"Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zprava.","Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zleva.","Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zleva."
[06060246],(14.06.2006),Vyobrazený železniční přejezd se nachází na pozemní komunikaci mimo obec. Jakou nejvyšší rychlostí můžete jet ve vzdálenosti 50 metrů před tímto přejezdem?,/Vestnik/GetImageQuestion/0083_6328589846621_127947680662108750.swf.mp4,Nejvýše 30 km/h.,Nejvýše 50 km/h.,Nejvýše 90 km/h.
[06060247],(14.06.2006),"Řidič porušuje zákon, pokud přes vyobrazený železniční přejezd přejíždí:",/Vestnik/GetImageQuestion/0083_6328589853205_127947681320702500.swf.mp4,Rychlostí 35 km/h.,Rychlostí 30 km/h.,Rychlostí 25 km/h.
[06060248],(14.06.2006),Vyobrazený železniční přejezd se nachází na pozemní komunikaci mimo obec. Jakou nejvyšší rychlostí smíte jet ve vzdálenosti 50 metrů před tímto přejezdem?,/Vestnik/GetImageQuestion/0086_6328589865994_127947682599452500.swf.mp4,Nejvýše 50 km/h.,Nejvýše 70 km/h.,Nejvýše 90 km/h.
[06060249],(14.06.2006),"Jste řidičem vozidla z výhledu. Při jízdě křižovatkou, která je znázorněna na obrázku:",/Vestnik/GetImageQuestion/5001_6328589873300_127947683330077500.swf.mp4,"Dáte přednost v jízdě zelenému vozidlu, protože zelené vozidlo přijíždí zprava.","Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zprava.","Máte přednost v jízdě před zeleným vozidlem, protože zelené vozidlo přijíždí zleva."
[06060250],(14.06.2006),"Jakou rychlostí můžete přejet přes železniční přejezd, pokud nesvítí přerušované bílé světlo přejezdového zabezpečovacího zařízení?",/Vestnik/GetImageQuestion/0083_6328589888360_127947684836015000.swf.mp4,Nejvýše 30 km/h.,Nejvýše 40 km/h.,Nejvýše 50 km/h.
[06060319],(15.06.2006),Jako řidič vozidla z výhledu máte v úmyslu po projetí křižovatkou v přímém směru zastavit 20 m od křižovatky. Smíte tak ve vyobrazené situaci učinit?,/Vestnik/GetImageQuestion/0186_6328597810987.swf.mp4,"Ne, protože dopravní značka zakazuje zastavení.","Ano, protože dopravní značka zakazuje pouze stání.","Ano, ale pouze u levého okraje vozovky."
[06060324],(15.06.2006),Na křižovatce nevyplývá přednost v jízdě z dopravních značek. V jakém pořadí projedou řidiči křižovatkou?,/Vestnik/GetImageQuestion/0376_6328597842249.swf.mp4,Modré vozidlo má přednost v jízdě před červeným.,Červené vozidlo má přednost v jízdě před modrým.,Jako první projede křižovatkou rychleji jedoucí vozidlo.
[06060404],(16.06.2006),Jako řidič auta z výhledu v dané situaci:,/Vestnik/GetImageQuestion/0251_6328027405304.swf.mp4,"Musíte zejména sledovat světelnou signalizaci a chování odbočujících řidičů v protisměru, i když Vám musejí dát přednost v jízdě.","Musíte sledovat světelnou signalizaci a chování odbočujících řidičů v protisměru, jimž musíte dát přednost v jízdě.",Musíte na příkaz dopravní značky odbočit vpravo.
[06060414],(20.05.2006),"Blížíte se k místu, kde si děti hrají na chodníku. Jak se musíte zachovat?",/Vestnik/GetImageQuestion/5014_6328096990560.swf.mp4,Podle okolností zpomalit jízdu a být připraven brzdit.,"Pokračovat v jízdě stejnou rychlostí, abych neomezil vozidla za sebou.",Dát výstražné zvukové znamení a pokračovat v jízdě.
[06060420],(07.08.2024),Řidič vozidla z výhledu na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/0172_6328604636868.swf.mp4,Musí dát přednost všem vozidlům přijíždějícím zprava.,Musí dát přednost všem vozidlům přijíždějícím zprava i zleva.,"Má přednost v jízdě před všemi vozidly, přesto ale musí přibrzdit před hranicí křižovatky a přesvědčit se, zda může křižovatkou bezpečně projet."
[06060502],(16.06.2006),Jste řidičem vozidla z výhledu. Ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/5009_6327784464235.swf.mp4,"Smíte odbočit vlevo, ale musíte dát přednost chodcům přecházejícím ve volném směru po přechodu pro chodce.","Smíte odbočit vlevo, aniž byste někomu musel(a) dávat přednost.","Nesmíte odbočit vlevo, neboť zelený plný kruhový světelný signál ""Volno"" umožňuje projet křižovatku pouze v přímém směru."
[06060505],(16.06.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5036_6328607692214.swf.mp4,Musíte dát přednost v jízdě oběma přijíždějícím vozidlům. Jako první projede křižovatkou protijedoucí červený automobil.,"Musíte dát přednost v jízdě protijedoucímu červenému vozidlu. Následně projedete před zeleným nákladním automobilem, který Vám musí dát přenost v jízdě.","Projedete křižovatkou současně s protijedoucím červeným vozidlem, před zeleným nákladním automobilem, který Vám musí dát přednost v jízdě."
[08080010],(05.08.2008),"Na této frekventované pozemní komunikaci jste se zařadili do levého odbočovacího pruhu. Na křižovatce jste zjistili, že jste měli jet vpravo. Jak se zachováte?",/Vestnik/GetImageQuestion/0248_6335354300952_128624126095420000.swf.mp4,Odbočíte vlevo a budete počítat se zajížďkou.,Zastavíte a pokusíte se couváním zařadit do správného odbočovacího pruhu.,"Zvukovým výstražným znamením upozorníte ostatní řidiče, že odbočujete vpravo."
[08080014],(05.08.2008),"Může řidič vozidla z výhledu odbočit vpravo, aniž by porušil pravidla bezpečného provozu?",/Vestnik/GetImageQuestion/0249_6335354334896_128624129489795000.swf.mp4,"Ne, před křižovatkou se zařadil do jízdního pruhu, odkud nesmí odbočit směrem vpravo i když dává znamení o změně směru jízdy.","Ne, situace před vozidlem mu to nedovoluje kvůli odbočujícím vozidlům v protisměru.","Ano, na světelném signalizačním zařízením je dán pokyn ""Volno"". Řidič může pokračovat v započatém jízdním úkonu."
[08080016],(05.08.2008),Můžete jako řidič vozidla z výhledu vjet do křižovatky?,/Vestnik/GetImageQuestion/5010_6335354350049_128624131004951250.swf.mp4,"Ne, řidiči ostatních vozidel musí umožnit jízdu vozidel s právem přednostní jízdy.","Ano, i řidič vozidla s právem přednostní jízdy je povinnen dát přednost vozidlům přijíždějícím zprava.","Ano, řidič vozidla, i když má za jízdy rozsvícené zvláštní výstražné světlo modré barvy, má povinnosti jako ostatní účastníci provozu na pozemních komunikacích."
[08080018],(05.08.2008),Jak se zachováte v této situaci?,/Vestnik/GetImageQuestion/5062_6335354359696_128624131969795000.swf.mp4,"Zastavím v takové vzdálenosti od signalizačního zařízení, abych umožnil průjezd případným protijedoucím vozidlům. Počkám na signál ""Volno"".","Situace je dostatečně přehledná a tak pojedu dál, i když svítí na světelném signalizačním zařízení signál ""Stůj"".","Úsek projedu zvýšenou rychlostí. Žádné vozidlo v protisměru nejede. Nebudu čekat na signál ""Volno""."
[08110269],(12.11.2008),Jak se zachováte v této dopravní situaci?,/Vestnik/GetImageQuestion/5058_6336210210763.swf.mp4,"Snížím rychlost jízdy. Musím počítat s náhlým vstoupením do vozovky   osob, které vystupují z autobusu.","Pojedu stejnou rychlostí jako doposud. Autobus, který zastavil v zastávce, není důvodem ke zvýšené opatrnosti v jízdě.",Musím zastavit za autobusem a počkat než vyjede ze zastávky. Potom mohu pokračovat v jízdě.
[10110001],(02.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr1_6342204878054.swf.mp4,projede křižovatkou jako první.,projede křižovatkou jako poslední.,dává přednost v jízdě oběma tramvajím.
[10110002],(02.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr1_6342204909217.swf.mp4,projede křižovatkou jako první.,dává přednost v jízdě tramvaji č. 2.,dává přednost v jízdě oběma tramvajím.
[10110003],(03.01.2016),Tramvaje č.1 a 2 projedou křižovatkou:,/Vestnik/GetImageQuestion/Kr1_6342204929013.swf.mp4,"Obě současně spolu se zeleným nákladním automobilem, po projetí vozidla z výhledu.","Obě současně jako první, spolu se zeleným nákladním automobilem.","Obě současně jako druhé, po projetí zeleného nákladního automobilu."
[10110009],(02.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr3_6342205071299.swf.mp4,projede křižovatkou jako první.,dává přednost v jízdě oběma tramvajím.,dává přednost v jízdě zelenému vozidlu.
[10110010],(02.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr3_6342205093252.swf.mp4,projede křižovatkou jako první.,dává přednost v jízdě tramvaji č. 1.,projede křižovatkou jako poslední.
[10110011],(02.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr3_6342205112690.swf.mp4,projede křižovatkou jako první.,dává přednost v jízdě tramvaji č. 2.,dává přednost v jízdě tramvaji č. 1 a zelenému vozidlu.
[10110016],(03.01.2016),Jako první projede křižovatkou:,/Vestnik/GetImageQuestion/Kr3_6342205212849.swf.mp4,Vozidlo z výhledu.,Tramvaj č. 1 a 2.,Vozidlo z výhledu současně se zeleným vozidlem.
[10110027],(02.11.2010),Jako poslední projede křižovatkou,/Vestnik/GetImageQuestion/Kr5_6342205486515.swf.mp4,žluté vozidlo.,vozidlo z výhledu.,modré nákladní vozidlo.
[10110028],(03.01.2016),Vozidlo z výhledu projede křižovatkou:,/Vestnik/GetImageQuestion/Kr5_6342205506854.swf.mp4,jako druhé.,jako první.,jako poslední.
[10110043],(03.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr9_6342248541338.swf.mp4,projede křižovatkou jako druhý.,projede křižovatkou jako první.,projede křižovatkou současně se zeleným vozidlem.
[10110044],(03.11.2010),Řidič vozidla z výhledu,/Vestnik/GetImageQuestion/Kr9_6342248561466.swf.mp4,"přijíždí do křižovatky, kde není přednost v jízdě upravena svislými dopravními značkami.",přijíždí do křižovatky po hlavní pozemní komunikaci.,přijíždí do křižovatky po vedlejší pozemní komunikaci.
[10110045],(03.11.2010),Na této křižovatce,/Vestnik/GetImageQuestion/Kr9_6342248579715.swf.mp4,není přednost v jízdě upravena svislými dopravními značkami.,je přednost v jízdě upravena svislými dopravními značkami.,má přednost v jízdě vozidlo z výhledu.
[11020032],(03.01.2016),Vozidlo z výhledu projede křižovatkou jako:,/Vestnik/GetImageQuestion/K-11-3_6343361991289_129424931128910034.swf.mp4,první.,druhé.,"druhé, protože protijedoucí vozidlo odbočuje z hlavní pozemní komunikace na vedlejší a má přednost v jízdě."
[21100005],(08.11.2021),"Cyklistovi, který dává znamení o změně směru jízdy proto, aby mohl přejet z vyhrazeného jízdního pruhu pro cyklisty do průběžného pruhu, řidič jedoucí v přilehlém pruhu:",/Vestnik/GetImageQuestion/eTesty_1013.png,"musí tento úkon umožnit snížením rychlosti jízdy, popřípadě i zastavením vozidla.","nemusí tento úkon umožnit, jedná se o jízdu z pruhu do pruhu, cyklista nesmí ohrozit ani omezit řidiče jedoucí v pruhu, do kterého se zařazuje.","nemusí tento úkon umožnit, pokud jej neohrozí."
[21100010],(08.11.2021),Na uvedené křižovatce řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/eTesty_1046.png,"Smí odbočit vpravo, přitom musí dát přednost v jízdě vozidlům a jezdcům na zvířatech jedoucím ve volném směru a útvarům chodců jdoucím ve volném směru.",Je doplňkovou zelenou šipkou informován o přednosti v jízdě vozidel přijíždějících zprava.,"Nemusí se při odbočení vpravo řídit světelnými signály, neboť těmto je nadřazena přenosná svislá dopravní značka „Práce na silnici“, která informuje o poruše světelných signálů."
[21100011],(08.11.2021),Řidič vozidla z výhledu hodlá na nejbližší křižovatce odbočit vpravo. Za této situace:,/Vestnik/GetImageQuestion/eTesty_1047.png,Řidič nesmí ohrozit cyklistu přejíždějícího pozemní komunikaci na přejezdu pro cyklisty,Řidič nesmí omezit cyklistu přejíždějícího pozemní komunikaci na přejezdu pro cyklisty,
[21100013],(08.11.2021),Řidič vozidla z výhledu se chystá odbočit vlevo. Musí dát přednost v jízdě tramvaji?,/Vestnik/GetImageQuestion/eTesty_1057.png,Ne.,Ano.,
[21100016],(08.11.2021),Řidič vozidla z výhledu odbočující na křižovatce vlevo:,/Vestnik/GetImageQuestion/eTesty_1069.png,"Musí dát přednost v jízdě vozidlům přijíždějícím zprava a přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména možnosti smyku na zasněžené vozovce a případné tvorbě náledí na mostu.","Musí dát přednost v jízdě vozidlům přijíždějícím zprava, přitom nemá povinnost přizpůsobit rychlost jízdy okolnostem, které je možné předvídat.","Má přednost v jízdě před ostatními vozidly, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména možnosti smyku na zasněžené vozovce a případné tvorbě náledí na mostu."
[21100017],(08.11.2021),Řidič vozidla z výhledu odbočující na křižovatce vlevo:,/Vestnik/GetImageQuestion/eTesty_1070.png,"Má přednost v jízdě před ostatními vozidly, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce. Přitom dává znamení o změně směru jízdy vlevo.","Má přednost v jízdě před ostatními vozidly, přitom není povinen dát znamení o změně směru jízdy vlevo, protože projíždí křižovatkou po hlavní pozemní komunikaci, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce.","Musí dát přednost v jízdě protijedoucím vozidlům, přitom musí přizpůsobit rychlost jízdy okolnostem, které je možné předvídat, zejména riziku smyku na zasněžené vozovce."
[21100023],(08.11.2021),Řidič osobního vozidla odbočujícího ve vyobrazené situaci vlevo:,/Vestnik/GetImageQuestion/eTesty_1100.png,musí dát přednost v jízdě tramvajím v obou směrech.,musí dát přednost v jízdě pouze protijedoucí tramvaji.,má přednost v jízdě před tramvajemi v obou směrech.
[21100024],(08.11.2021),Řidič vozidla z výhledu v této dopravní situaci:,/Vestnik/GetImageQuestion/eTesty_1102.png,může projet křižovatkou.,"musí zastavit vozidlo v místě, odkud má náležitý rozhled do křižovatky.",musí zastavit vozidlo před příčnou čárou souvislou.
[21100026],(08.11.2021),Na vyobrazeném místě musí řidič:,/Vestnik/GetImageQuestion/eTesty_1109.png,"odbočit vlevo, přičemž musí dát přednost vozidlům přijíždějícím zprava.","odbočit vlevo, přičemž má přednost před vozidly přijíždějícími zprava.","odbočit vpravo, přičemž má přednost před vozidly přijíždějícími zleva."
[21100028],(08.11.2021),Řidič vozidla z výhledu je povinen v této situaci,/Vestnik/GetImageQuestion/eTesty_1112.png,"sledovat přechod pro chodce a vozidla přijíždějící zprava, kterým musí dát přednost.","sledovat pouze přechod pro chodce, vozidla přijíždějící zprava musí dát přednost jemu.",odbočit vpravo.
[21100030],(08.11.2021),Řidič vozidla z výhledu hodlá odbočit vlevo. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/eTesty_1118.png,"tramvaj, vozidlo z výhledu.","vozidlo z výhledu, tramvaj.",obě vozidla mohou projet současně.
[22020001],(09.02.2022),Ve vyobrazené dopravní situaci řidič:,/Vestnik/GetImageQuestion/HPF1_ADS2104.mp4,"musí vnímat riziko špatně viditelných chodců, kteří se pohybují bez retroreflexních prvků, které chodci v obci nemusí mít povinně na sobě.","lépe vnímá chodce, kteří jsou v obci povinni mít na sobě prvky z retroreflexních materiálů.","musí použít dálková světla po celou dobu objíždění chodců pohybujících se po pozemní komunikaci, kteří nepoužijí oděv a vybavení z retroreflexních materiálů."
[22020002],(09.02.2022),Řidič motorového vozidla z výhledu v dopravní situaci:,/Vestnik/GetImageQuestion/HPF1_ADS2105.mp4,"mohl odbočit vpravo, přičemž nesměl ohrozit a omezit vozidla jedoucí ve vyhrazeném jízdním pruhu.","porušil pravidla silničního provozu tím, že odbočil přes vyhrazený jízdní pruh.","mohl odbočit vpravo bez ohledu na vozidla jedoucí ve vyhrazeném jízdním pruhu, která nesměla ohrozit a omezit vozidla odbočující z průběžného pruhu."
[22020003],(09.02.2022),Jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/HPF1_ADS2106.mp4,"mám povinnost sledovat situaci provozu, abych v případě nutnosti mohl včasnou reakcí odvrátit hrozící nebezpečí střetu i přesto, že jsem na hlavní pozemní komunikaci.","na hlavní pozemní komunikaci nemusím reagovat na hrozící nebezpečí střetu, ostatní účastníci jsou povinni odvrátit hrozící nebezpečí střetu, které jsem nezavinil.",na hlavní pozemní komunikaci nemám povinnost sledovat ostatní účastníky provozu.
