code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06060238],(13.06.2006),Při přepravě nákladu na střešním nosiči zavazadel:,/Vestnik/GetImageQuestion/0454_6328581292108_127946825210858750.swf.mp4,"Dochází ke zhoršení jízdních vlastností vozidla, a to zejména v důsledku zvýšení odporu vzduchu a vyššího těžiště vozidla.","Se jízdní vlastnosti vozidla nemění, protože střešní nosič zavazadel je konstruován tak, aby jeho užití nemělo vliv na chování vozidla.","Dochází ke zlepšení jízdních vlastností vozidla, protože v důsledku vyšší hmotnosti je vozidlo stabilnější."
[06060239],(14.06.2006),Při jízdě na motocyklu za mokra se povrch vodorovného značení přechodů pro chodce nebo jízdních pruhů:,,"Stává výrazně kluzkým, takže není vhodné na něm provádět žádný prudký manévr, jako je akcelerace, brzdění, náklon nebo náhlá změna směru jízdy.",Stává špatně viditelným a je proto nutné vždy používat obrysová a potkávací světla namísto světel pro denní svícení.,"Nijak neliší od povrchu tohoto značení za sucha, je stejně viditelný a má i stejné adhezní vlastnosti."
[06060240],(14.06.2006),Smyku předního kola v zatáčce a tím způsobenému pádu motocyklu předejdeme:,,Odbrzděním předního kola ještě před naklopením motocyklu.,Zvýšením výkonu přenášeného zadním kolem přidáním plynu.,Zvýšením brzdné síly na předním kole páčkou ruční brzdy.
[06060241],(14.06.2006),"Správně jedoucí motocyklista projíždí zatáčkou tak, aby:",,Nebylo nutné v průběhu zatáčení přidávat plyn ani brzdit.,Brzděním snižoval neustále rychlost jízdy motocyklu.,Přidáváním plynu neustále zvyšoval rychlost motocyklu.
[06060242],(14.06.2006),Při rychlosti 100 km/h je délka brzdné dráhy Vašeho vozidla oproti brzdné dráze při rychlosti 50 km/h:,,Přibližně čtyřikrát delší.,Přibližně třikrát delší.,Přibližně dvakrát delší.
[06060243],(14.06.2006),Častou příčinou vzniku dopravních nehod při jízdě na dálnici je:,,Jízda s nedostatečnou vzdáleností mezi vozidly jedoucími za sebou.,Pomalá jízda nákladních vozidel.,Jízda v pravém jízdním pruhu.
[06060244],(22.10.2018),Při prudkém sešlápnutí brzdového pedálu vozidla bez protiblokovacího systému brzd (ABS) na náledí dojde:,,K zablokování kol vozidla a vozidlo se stává neřiditelným.,"K maximálnímu brzdnému účinku, při němž vozidlo zastaví s nejkratší brzdnou dráhou.","K zablokování kol zadní nápravy vozidla, při němž vozidlo zůstává řiditelným."
[06060261],(15.06.2006),Těhotné ženy:,,Musí používat bezpečnostní pásy.,Nesmí nikdy používat bezpečnostní pásy.,"Nemusí používat bezpečnostní pásy, pokud je vozidlo vybaveno airbagem."
[06060274],(15.06.2006),Chystáte se předjet cyklistu. Bude vám stačit boční odstup od cyklisty přibližně 50 cm?,/Vestnik/GetImageQuestion/0123_6328598113622_127948507362265000.swf.mp4,"Ne, protože cyklista může náhle zakolísat a vybočit z dráhy směru své jízdy.","Ano, pokud budete dávat zvuková nebo světelná výstražná znamení.","Ano, pokud snížíte rychlost na 40km/h, pak je předjíždění bezpečné."
[06060275],(24.05.2006),Příčinou vzniku aquaplaningu je:,,Rychlá jízda na vozovce pokryté větším množstvím vody.,Prudké zrychlení vozidla na mokré vozovce.,Prudké brzdění vozidla na mokré vozovce.
[06060276],(15.06.2006),Za jízdy v noci se vám náhle v dálkových světlech objeví lesní zvěř. Jak se zachováte?,,Okamžitě ztlumíte světla na potkávací a snížíte rychlost jízdy.,Vypnete světla vozidla a pokračujete sníženou rychlostí v jízdě.,Pokračujete v jízdě stejným způsobem s dálkovými světly.
[06060277],(15.06.2006),Častou příčinou těžkých nehod na dálnici při předjíždění je:,,Nedostatečné sledování provozu za vozidlem.,Pomalá jízda.,Jízda s bezpečnou vzdáleností mezi vozidly.
[06060278],(22.05.2006),Správný tlak huštění pneumatik se zjišťuje:,,"Na studených, jízdou nezahřátých pneumatikách.",Na jízdou zahřátých pneumatikách.,Na pneumatikách bez ohledu na jejich teplotu.
[06060279],(15.06.2006),Ve výhledu z motorového vozidla vidíte skupinu dětí na chodníku. Jak se zachováte?,,S ohledem na možné vběhnutí dětí do vozovky snížíte rychlost jízdy a zvýšíte pozornost.,"Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",Použijete zvukové výstražné znamení a přejedete k levému okraji jízdního pruhu.
[06060280],(15.06.2006),Při zvyšování rychlosti jízdy se zorné pole řidiče:,,Zužuje.,Nemění.,Rozšiřuje.
[06060281],(15.06.2006),Při začínajícím drobném dešti se snížení přilnavosti pneumatik nejvýrazněji projeví na vozovce:,,Dlážděné.,S asfaltovým povrchem.,S betonovým povrchem.
[06060283],(15.06.2006),Při jízdě vozidla po krajnici:,,"Je nutno dbát zvýšené opatrnosti, vzhledem k možnosti porušení její nezpevněné části a převrácení vozidla.",Není nutno dbát zvýšené opatrnosti.,Musí být uvedeno v činnost výstražné světelné zařízení.
[06060284],(15.06.2006),Řidič jedoucí před Vámi dává výstražné světelné znamení. Jak se zachováte?,,Snížíte rychlost jízdy a použijete také světelné výstražné znamení.,Zajedete co nejblíže k pravému okraji vozovky a zastavíte.,Pokračujete v jízdě za nezměněných podmínek.
[06060285],(15.06.2006),Zvukové výstražné znamení smí řidič ve vztahu k životnímu prostředí použít:,,Pouze v případech stanovených zákonem.,Kdykoliv to uzná za vhodné.,Tam kde je to povoleno dopravní značkou.
[06060286],(15.06.2006),Při přepravě sypkého materiálu musí řidič:,,Dbát zvýšené opatrnosti vzhledem k možnosti ohrožení ostatních účastníků silničního provozu odlétávajícími částicemi.,Jet rychlosti maximálně 40 km/h.,V půlhodinových intervalech kontrolovat stav nákladu.
[06060288],(15.06.2006),Při přepravě vozidlem hromadné dopravy osob cestující:,,Musí dbát pokynů a příkazů řidiče.,Nemá žádné povinnosti.,Nesmí stát v uličce.
[06060289],(15.06.2006),Při řízení vozidla hromadné dopravy osob řidič:,,"Musí volit způsob a rychlost jízdy tak, aby neohrozil bezpečnost a pohodlí cestujících.",Smí jet rychlostí maximálně 60 km/h.,Musí každou hodinu kontrolovat vnější osvětlení vozidla.
[06060291],(13.06.2006),Vozidlo s vysokou plachtovou nástavbou je zvlášť citlivé na boční vítr pokud:,,Je prázdné.,Je plně naložené.,Převáží sypký náklad.
[06060292],(15.06.2006),Přilnavost pneumatik snižuje:,,Silný déšť a vysoká vrstva vody na vozovce.,Velká hmotnost nákladu na vozidle.,Malá hmotnost nákladu na vozidle.
[06060293],(15.06.2006),"Sníh, náledí nebo rozbředlý sníh na vozovce vyžadují:",,"Jízdu se zvýšenou opatrností, přizpůsobenou stavu vozovky.",Brzdění s použitím parkovací brzdy.,Zatížení vozidla na hodnotu celkové hmotnosti uvedené v technickém průkazu vozidla.
[06060294],(15.06.2006),Vzduchový vír nebo náraz vzniklý při předjíždění:,,"Je nebezpečím pro stabilitu předjížděných vozidel, zejména jednostopých.",Nemá vliv na předjížděná vozidla.,Je nebezpečný pouze pro jednostopá vozidla.
[06060295],(15.06.2006),Před vjetím na krajnici:,,"Je nutné se přesvědčit, že krajnice je dostatečně pevná a nedojde k jejímu utržení.",Stačí snížit rychlost jízdy.,"Není nutné se přesvědčit, že krajnice je dostatečně pevná, neboť je součástí pozemní komunikace."
[06060338],(15.06.2006),"Pokud je při jízdě na motocyklu nezbytné v nájezdu do zatáčky brzdit, potom je nejvhodnější:",,"Brzdit přední i zadní brzdou, postupně a s výrazně menší silou, než při přímé jízdě.",Rychle přeřadit na nižší rychlostní stupeň s následně prudkým puštěním páčky spojky.,Intenzivně brzdit pouze přední nebo zadní brzdou.
[06060339],(15.06.2006),Ovlivňují síly působící na náklad při průjezdu zatáčkou bezpečnost jízdy?,,"Ano, náklad se může posunout nebo spadnout.","Ne, tyto síly nemají žádný vliv na náklad.","Ano, ale jen při přepravě sypkého materiálu."
[06060402],(16.06.2006),Častou příčinou těžkých nehod na dálnici je:,,Únava pramenící z nedostatečného odpočinku a následný mikrospánek řidiče.,Pomalá jízda.,Jízda v jízdním pruhu pro pomalá vozidla.
[06060412],(18.05.2006),"Na vozovce je velká kaluž vody, kterou s motocyklem musíte projet. Jak se zachováte?",,"Výrazně snížíte rychlost jízdy, nohy necháte na stupačkách a pomalu projedete kaluží.","Nebudete brzdit, jen zvednete nohy ze stupaček a projedete kaluží.",Objedu kaluž přes chodník nebo krajnici vozovky.
[06060422],(16.06.2006),Jaké nebezpečí hrozí při jízdě na mokré dlažbě?,,Zvýšené riziko smyku a následného pádu.,"Nebezpečí nehrozí, mají-li pneumatiky předepsanou hloubku dezénu.",Zvýšené riziko sesmeknutí řetězu z důvodu rozstřiku vody.
[06060423],(16.06.2006),Co může vést ke smyku motocyklu při průjezdu zatáčkami?,,Vadné tlumiče motocyklu.,Nedostatečná rychlost jízdy.,Nízká hmotnost motocyklu.
[06060424],(16.06.2006),Co může vést ke smyku vozidla při průjezdu zatáčkami?,,Nízký tlak v pneumatikách.,Jízda při středové dělicí čáře.,Nedostatečná rychlost jízdy.
[06060425],(24.05.2006),Co může vést ke smyku vozidla při průjezdu zatáčkami?,,Velké rozdíly v nahuštění jednotlivých pneumatik.,Malá hmotnost vozidla.,Malá hmotnost nákladu.
[06060438],(16.06.2006),"Jedete za hustého deště za nákladním vozidlem, které intenzivně znečišťuje Vaše přední okno. Jak se zachováte?",,Zvýšíte rozestup mezi vozidly.,Pojedete co nejtěsněji za ním.,Okamžitě zahájíte předjíždění.
[06060452],(16.06.2006),Projíždíte podél pastviny s pasoucím se dobytkem. Měl(a) byste:,,Předpokládat možnost vběhnutí zvířete do vozovky.,Použít zvukové výstražné znamení.,Zvýšit rychlost jízdy.
[06060457],(16.06.2006),Předjíždíte jezdce na koni. Před zahájením předjíždění:,,Vezmete v úvahu možnost úleku zvířete a jeho vběhnutí do Vaší jízdní dráhy.,Zvýšíte rychlost jízdy a použijete světelné výstražné znamení; znamení o změně směru jízdy nepoužijete.,Snížíte rychlost jízdy a použijete zvukové výstražné znamení.
[06060458],(16.06.2006),"Používání ochranné výstroje jako rukavic, bot a vhodného oblečení:",,Může u posádky motocyklu výrazně snížit zdravotní následky dopravní nehody.,Je zákonnou podmínkou účasti řidiče motocyklu v silničním provozu.,Je doporučováno jen pro jízdu na motocyklu na dálnicích a silnicích pro motorová vozidla.
[06060459],(16.06.2006),Jedete za pomalu jedoucím vozidlem autoškoly. Jak se zachováte?,,V klidu a trpělivě pojedete za ním a případně jej na vhodném místě předjedete.,"Krátkým přerušovaným rozsvícením dálkových světel jej upozorníte, že omezuje plynulost silničního provozu.",Použijete zvukové výstražné znamení a zvýšenou rychlostí jej předjedete.
[06060460],(16.06.2006),"Jedete za autobusem, který zastavuje v zastávce při pravém okraji vozovky. Jak se zachováte?",,Objedete jej zleva sníženou rychlostí; berete v úvahu možnost zvýšeného pohybu chodců.,"Předjedete jej zvýšenou rychlostí dříve než zastaví, abyste nemusel(a) zohledňovat vystupující cestující.",Zastavíte těsně za ním.
[06060461],(16.06.2006),Řidič vozidla jedoucího před vámi zřejmě zapomněl vypnout znamení o změně směru jízdy vlevo. Jak se zachováte?,,Nebudete takové vozidlo předjíždět.,Upozorníte jej zvukovým výstražným znamením.,Upozorníte jej světelným výstražným znamením.
[06060463],(15.06.2006),Může řidič číst za jízdy z mapy?,,"Ne, zvyšuje se tím riziko dopravní nehody. Řidič se musí věnovat řízení vozidla.","Ano, ale pouze při rychlosti nižší než je 50 km/h.","Ano, s výjimkou jízdy na dálnici."
[06060464],(16.06.2006),Je velmi horký den. Co můžete jako řidič motocyklu očekávat na silnici?,,Rozměklý povrch vozovky a v důsledku toho ztížené ovládání vozidla.,Zvýšený pohyb zvěře v lesních úsecích.,Snížení přilnavosti pneumatik k vozovce vzhledem k jejich vyššímu zahřívání.
[06060477],(16.06.2006),"Ve výhledu z motorového vozidla vidíte děti, které si hrají na chodníku. Jak se zachováte?",,Budete s ohledem na možné vběhnutí dětí do vozovky připraven(a) brzdit a podle okolností snížíte rychlost jízdy.,"Protože jsou děti na chodníku, nemáte důvod ke zvýšení opatrnosti ani ke změně způsobu jízdy.",Z dostatečné vzdálenosti upozorníte hrající si děti na možné nebezpečí zvukovým výstražným znamením.
[06060479],(16.06.2006),"Řidič vozidla, které je vybaveno zvláštním výstražným světlem oranžové barvy, smí tohoto světla užívat:",,Pokud by jeho jízdou nebo pracovní činností mohla být ohrožena bezpečnost provozu na pozemních komunikacích.,"Pouze za snížené viditelnosti, například za deště, tmy nebo sněžení, byla-li by jeho jízdou ohrožena bezpečnost.","Vždy, i když není ohrožena bezpečnost provozu na pozemních komunikacích nebo jeho pracovní činnost."
[06060483],(16.06.2006),"Co se rozumí pod pojmem ""defenzivní způsob jízdy""?",,Počítat s chybami ostatních účastníků provozu na pozemních komunikacích.,Trvat na svém právu vyplývajícím ze zákona o provozu na pozemních komunikacích.,Opatrně zastavit na každé křižovatce.
[06060506],(20.09.2018),Je silný dešť důvodem ke snížení rychlosti jízdy?,,"Ano, může dojít ke ztrátě přilnavosti pneumatik a prodlužuje se i brzdná dráha.","Ne, pokud mají pneumatiky alespoň minimální stanovenou hloubku dezénu.","Ano, ale jen u vozidel, která nejsou vybavena protiblokovacím systémem brzd (ABS)."
[08080003],(05.08.2008),Chodec na přechodu pro chodce signalizuje úmysl přejít vozovku mávnutím bílou slepeckou holí ve směru přecházení. Jak se zachováte?,,Snížím rychlost jízdy nebo zastavím vozidlo před přechodem pro chodce a umožním chodci nerušené a bezpečné přejití vozovky.,"Budu pokračovat v jízdě, protože nevidomý člověk  bez doprovodu nesmí přecházet vozovku.","Zvukovým výstražným znamením dám najevo, že nemůže přecházet přes vozovku a budu pokračovat v jízdě."
[08080025],(05.08.2008),Při míjení osvětlených vozidel řidič musí:,/Vestnik/GetImageQuestion/0133_6335354407569_128624136757138750.swf.mp4,"Sledovat jízdu osvětleného vozidla, vyvarovat se pohledu do rozsvícených světel, aby nedošlo k oslnění a krátkodobému výpadku ostrého vidění.","Sledovat jízdu pohledem do rozsvícených světel, k oslnění a krátkodobému výpadku ostrého vidění za tak krátkou dobu pohledu nemůže dojít.",Sledovat pouze  vlastní směr jízdy. Chování protijedoucích řidičů není nebezpečím.
[08100001],(31.03.2008),"Pokud nepřetržitě řídíte vozidlo o celkové hmotnosti 16 t, musíte zařadit bezpečnostní přestávku nejpozději:",,"Po 4,5 hodinách.",Po 5 hodinách.,"Po 5,5 hodinách."
[08100003],(06.10.2008),Při jízdě na dálnici jste se stali s vaším automobilem účastníkem dopravní nehody.  V jakém pořadí budete postupovat?,,"Okamžitě zastavíte vozidlo, zabezpečíte místo nehody a poskytnete první pomoc případným poraněným.","Okamžitě zastavíte vozidlo, vyhledáte svědky nehody. První pomoc případným poraněným poskytne přivolaná lékařská záchranná služba.","Okamžitě zastavíte vozidlo, zavoláte policii, zapnete varovná světla a počkáte ve vozidle na příjezd policie a lékařské záchranné služby."
[08100004],(06.10.2008),Silniční dopravou pro cizí potřeby se rozumí:,,"Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou, jejíž přepravní potřeba se uspokojuje, závazkový vztah, jehož předmětem je přeprava osob, věcí nebo zvířat.","Doprava, jejíž předmětem je přeprava osob, věcí nebo zvířat i bez smluvního závazku.","Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou jejíž přepravní potřeby uspokojuje závazkový vztah, jehož předmětem je pouze přeprava osob."
[08100006],(06.10.2008),U parkovací brzdy vzduchotlakých brzd s pružinovým brzdovým válcem zajišťuje odbrzdění:,,Tlakový vzduch v brzdovém válci.,Pružina v brzdovém válci.,Vypuštění tlakového vzduchu z válce.
[08100011],(06.10.2008),Silniční linkovou osobní dopravou se rozumí:,,"Pravidelné poskytování přepravních služeb na určené trase dopravní cesty, při kterém cestující vystupují a nastupují na předem určených zastávkách.","Pravidelné poskytování přepravních služeb za úplatu na trase, při které cestující nastupují a vystupují na místech, která si sami určí.","Nepravidelné poskytování přepravních služeb na libovolné trase, při které cestující nastupují a vystupují na předem určených zastávkách"
[08120021],(12.12.2008),Jaké nebezpečí hrozí při jízdě s motocyklem na mokré dlažbě?,,Zvýšený sklon k blokování kol při brzdění.,"Žádné, pokud mají pneumatiky potřebnou hloubku dezénu.",Žádné. Na dlažbě je motocykl stabilnější.
[08120022],(12.12.2008),"Pokud začne pršet, musí se motocyklista připravit na:",,Kluzkou vrstvu na povrchu vozovky.,Zkrácenou brzdnou dráhu motocyklu.,Snazší výjezd motocyklu ze zatáčky.
