id,code,title,media,answer,firstWrong,secondWrong
2158,06050409,Stát znamená:,,A: Uvést vozidlo do klidu nad dobu dovolenou pro zastavení.,"B: Přerušit jízdu z důvodu nezávislého na vůli řidiče, například při závadě na vozidle.",C: Uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.
2159,06050410,Dát přednost v jízdě znamená:,,"A: Povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestiže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","B: Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nijak nepřekážel.","C: Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nevzniklo žádné nebezpečí."
2167,06050412,"Místo, v němž se pozemní komunikace protínají nebo spojují, nejde-li o vyústění účelové pozemní komunikace na jinou pozemní komunikaci, se nazývá:",,A: Křižovatka.,B: Hranice křižovatky.,C: Spojnice pozemních komunikací.
2169,06050384,Řidič smí v provozu na pozemních komunikacích užít:,,"A: Jen vozidlo, které splňuje technické podmínky stanovené zvláštním předpisem.","B: I vozidlo, které sice nesplňuje technické podmínky, ale majitel vozidla dovolí vozidlo užít nebo jeho užití přikáže.","C: I vozidlo, které splňuje jen některé technické podmínky stanovené zvláštním předpisem, pokud řidič dbá při jízdě zvýšené opatrnosti."
2171,06050386,Je řidič povinen dbát zvýšené opatrnosti vůči výcvikovým vozidlům autoškoly?,,A: Ano.,B: Ne.,
2186,06050396,"Řidič motorového vozidla je povinen podrobit vozidlo technické silniční kontrole největší přípustné hmotnosti na nápravu, největší přípustné hmotnosti vozidla nebo jízdní soupravy nebo technického stavu vozidla nebo jízdní soupravy na výzvu:",,B: Policisty,"A: Policisty, strážníka obecní policie nebo celníka.",C: Policisty nebo strážníka obecní policie.
2192,06050373,"Provozovatel silničního motorového vozidla nesmí provozovat na pozemních komunikacích vozidlo, které:",,A: Je technicky nezpůsobilé k provozu.,B: Není opatřeno dálniční známkou.,C: Má registrační značku jiného státu.
2563,06050638,Za křižovatku se nepovažuje:,,A: Vyústění polní nebo lesní cesty nebo jiné účelové pozemní komunikace na jinou pozemní komunikaci.,"B: Místo, kde se protínají nebo spojují dvě polní cesty nebo dvě lesní cesty.","C: Místo, kde se protínají nebo spojují dvě účelové pozemní komunikace."
2649,06060071,"Po pozemní komunikaci jde osoba, která vede psa. Vztahují se na ni povinnosti průvodce vedených zvířat?",,A: Ne.,B: Ano.,
2650,06060072,Zastavit znamená:,,A: Uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,"B: Povinnost řidiče nezahájit jízdní úkon nebo v něm nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","C: Přerušit jízdu z důvodu nezávislého na vůli řidiče, například při poruše vozidla."
2652,06060074,Patří k povinnostem účastníka provozu na pozemních komunikacích řídit se pokyny strážníků obecní policie?,,A: Ano.,B: Ne.,
2653,06060075,Během jízdy může kouřit:,,A: Řidič osobního motorového vozidla.,B: Řidič motocyklu a mopedu.,C: Řidič vozidla hromadné dopravy osob.
2658,06060076,Provozovatel silničního motorového vozidla nesmí provozovat na pozemních komunikacích vozidlo:,,A: Které je technicky nezpůsobilé k provozu.,B: Které spotřebou pohonných hmot přesahuje limity stanovené výrobcem vozidla.,C: K jehož pohonu má být podle návodu k použití užit pouze bezolovnatý benzín.
2662,06060079,Vozidlo hromadné dopravy osob je:,,"A: Autobus, trolejbus nebo tramvaj.",B: Motorové vozidlo s nejméně osmi místy pro cestující.,C: Vozidlo taxislužby.
2663,06060080,"Patří vojenský policista mezi osoby, které jsou oprávněny k řízení provozu na pozemních komunikacích?",,A: Ano.,B: Ne.,
2819,06060211,Zákon o silničním provozu upravuje pravidla provozu:,,"A: Na dálnicích, silnicích, místních komunikacích a účelových komunikacích.",B: Jen na dálnicích a silnicích pro motorová vozidla.,"C: Na všech pozemních komunikacích a též na polích, loukách a v lesích."
2820,06060212,Dát přednost v jízdě znamená povinnost řidiče:,,"B: Nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","A: Počínat si tak, aby řidič, který má přednost v jízdě, věděl, že nebude v jízdě omezen.","C: Počínat si tak, aby řidič, který má přednost v jízdě, nemusel ani mírně zpomalit."
2823,06060210,Řidič nesmí požít alkoholický nápoj nebo užít návykovou látku:,,A: Během jízdy.,B: Bezprostředně po skončení jízdy.,C: Do 24 hodin po skončení jízdy.
2940,06060353,Provozovatel vozidla nesmí přikázat nebo svěřit samostatné řízení vozidla:,,"B: Osobě, o které nezná údaje potřebné k určení její totožnosti.","A: Osobě, která je držitelem jen cestovního pasu a odpovídajícího řidičského oprávnění.","C: Osobě, u které nezná její věk."
2948,06060357,"Řidič je povinen podrobit se vyšetření ke zjištění, zda není ovlivněn alkoholem nebo jinou návykovou látkou:",,B: Na výzvu policisty nebo strážníka obecní policie.,A: Na výzvu starosty obce.,C: Na výzvu pracovníka dopravního podniku.
2949,06060195,Řidič nesmí při jízdě vozidlem:,,C: Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.,A: Mít nasazeny ochranné brýle.,B: Prudce zrychlovat.
2950,06060218,Řidič motorového vozidla je povinen na výzvu policisty:,,A: Podrobit vozidlo kontrole hmotnosti vozidla nebo jízdní soupravy.,B: Doplnit nádrž vozidla pohonnými látkami.,"C: Přibrat jako spolujezdce osobu, které ujelo vozidlo hromadné dopravy osob."
2973,06060368,Řidič motorového vozidla je povinen:,,"A: Být za jízdy připoután na sedadle bezpečnostním pásem, pokud jím je sedadlo povinně vybaveno podle zvláštního právního předpisu.","B: Být připoután na sedadle bezpečnostním pásem, pokud jím je sedadlo povinně vybaveno podle zvláštního právního předpisu, jen za jízdy mimo obec.",C: Se za jízdy připoutat bezpečnostními pásy.
2976,06060193,Řidič nesmí požít alkoholický nápoj:,,C: Během jízdy.,A: Bezprostředně po skončení jízdy.,B: Ještě hodinu po skončení jízdy.
2984,06060192,Řidič nesmí kouřit:,,"C: Při jízdě na motocyklu, na mopedu a na jízdním kole.",A: Jen při jízdě na jízdním kole.,B: Při řízení nákladního automobilu.
3001,06060196,Řidič nesmí při jízdě vozidlem:,,C: Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.,A: Telefonovat ani komunikovat prostřednictvím jiného hovorového zařízení.,B: Telefonovat jen při jízdě v obci.
3087,06060323,"Lze místo, kde se spojují vyobrazené pozemní komunikace, považovat za křižovatku?",,A: Ne.,B: Ano.,
3091,06060327,Je cyklista řidičem se všemi právy a povinnostmi účastníka provozu na pozemních komunikacích?,,A: Ano.,B: Ne.,
3128,06060342,"Je jezdec na koni, který se pohybuje po pozemní komunikaci, řidičem a platí pro něj povinnosti a práva účastníků provozu na pozemních komunikacích?",,A: Ano.,B: Ne.,
3129,06060343,Během jízdy může kouřit:,,A: Řidič nákladního vozidla.,B: Řidič motocyklu.,C: Řidič autobusu.
3136,06060381,Silnice pro motorová vozidla je:,,"A: Pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".",B: Každá silnice I. třídy.,"C: Každá pozemní komunikace o nejméně dvou jízdních pruzích v jednom směru jízdy, pokud vede mimo obec."
3144,06060394,"Je jezdec na koloběžce, který se pohybuje po pozemní komunikaci, řidičem?",,B: Ano.,A: Ne.,
3200,06060467,Vozidlem se pro účely provozu na pozemních komunikacích rozumí:,,"B: Každé motorové vozidlo, nemotorové vozidlo i tramvaj.",A: Pouze nekolejové vozidlo poháněné vlastní pohonnou jednotkou.,"C: Pouze autobus, trolejbus nebo tramvaj."
3467,08080032,Krajnice je část povrchu pozemní komunikace:,,B: Která leží mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace.,A: Kde končí pozemní komunikace označená vodorovným dopravním značením (podélnou čarou souvislou).,"C: Kterou se rozumí nezpevněná část vozovky, která není součástí pozemní komunikace."
4293,10060001,"""Řidič"" je:",,"C: ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.","A: pouze ten, kdo řídí motorové vozidlo.","B: ten, kdo řídí motorové nebo nemotorové vozidlo, ne však tramvaj."
4294,10060002,"""Chodec"":",,"B: Je i osoba, která se pohybuje na kolečkových bruslích nebo obdobném sportovním vybavení.",A: Je výhradně kráčející osoba.,"C: Není osoba, která se pohybuje na lyžích, kolečkových bruslích nebo obdobném sportovním vybavení."
4299,10060007,"""Zastavit"" znamená:",,B: uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,A: uvést vozidlo do klidu před světelným signálem nebo železničním přejezdem.,C: uvést vozidlo do klidu na dobu nutnou k vyřízení osobních nebo pracovních záležitostí řidiče nebo přepravovaných osob.
4300,10060008,"""Zastavit"" znamená:",,C: uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,A: uvést vozidlo do klidu na dobu nepřesahující 5 minut.,"B: uvést vozidlo do klidu z důvodu nezávislého na vůli řidiče (před světelnými signály, železničním přejezdem apod.)."
4302,10060010,"""Zastavit"" znamená:",,A: uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,B: zastavit vozidlo z důvodu dávání přednosti chodcům na vyznačených přechodech pro chodce nebo vozidlům na křižovatce.,C: uvést vozidlo do klidu na dobu nejvýše 10 minut.
4303,10060011,"""Obec"":",,"C: je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami; na účelových komunikacích se značky neosazují.","A: je území vyznačené v mapě, musí mít název a je označeno dopravní značkou ""Nejvyšší dovolená rychlost"".","B: je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami,které se vždy umísťují na účelových komunikacích."
4304,10060012,"""Zastavit vozidlo"" znamená:",,B: přerušit jízdu z důvodu nezávislého na vůli řidiče.,A: uvést vozidlo do klidu nad dobu povolenou pro zastavení.,C: uvést vozidlo do klidu pro neprodlené nastoupení nebo vystoupení přepravovaných osob.
4305,10060013,"""Zastavit vozidlo"" znamená:",,A: přerušit jízdu z důvodu nezávislého na vůli řidiče.,"B: přerušit jízdu pro nastoupení a vystoupení přepravovaných osob, složení nebo naložení nákladu.",C: zastavit na dobu delší než 3 minuty.
4306,10060014,"""Dát přednost v jízdě"" znamená:",,"C: povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","A: povinnost řidiče vždy zastavit vozidlo, jestliže do křižovatky přijíždí po hlavní pozemní komunikaci motorové vozidlo nebo tramvaj; nemotorovým vozidlům přednost v jízdě nedává.",B: povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat pouze na křižovatkách rozlišených dopravními značkami.
4307,10060015,"""Silnice pro motorová vozidla"":",,"C: je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".",A: je každá pozemní komunikace s výjimkou dálnic.,"B: je silnice označená dopravní značkou ""Rychlostní komunikace""."
4308,10060016,"""Silnice pro motorová vozidla"":",,"A: je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".","B: je pozemní komunikace označená dopravní značkou ""Nejvyšší dovolená rychlost"".","C: je pozemní komunikace, kterou nemotorová vozidla smějí užívat pouze ve stanovené době."
4309,10060017,"""Silnice pro motorová vozidla"":",,"B: je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".","A: je místní pozemní komunikace označená dopravní značkou ""Dálnice"".",C: je účelová pozemní komunikace určená pro rychlou jízdu motorových vozidel.
4310,10060018,"""Připojovací pruh"":",,C: je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.,A: je jízdní pruh připojený pro předjíždění nemotorových vozidel.,B: je přídatný jízdní pruh určený pro vyjíždění z průběžného jízdního pruhu.
4311,10060019,"""Připojovací pruh"":",,A: je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.,"B: je jízdní pruh, připojený pro zastavení nebo nouzové zastavení.",C: je přídatný jízdní pruh určený pro bezpečné otáčení vozidel.
4312,10060020,"""Připojovací pruh"":",,B: je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.,"A: je jízdní pruh, připojený mezi pravý a levý jízdní pruh, určený pro předjíždění vozidel na přehledných místech pozemní komunikace.","C: je jízdní pruh, připojený pro bezpečné couvání a otáčení nebo zastavení a stání."
4313,10060021,"""Křižovatka"":",,"B: je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.","A: je místo, v němž se protínají nebo spojují pozemní komunikace; za křižovatku se považuje i vyústění polní nebo lesní cesty.","C: je místo, v němž se protínají nebo spojují dvě pozemní komunikace; za křižovatku se nepovažuje místo, které není označeno dopravní značkou ""Křižovatka""."
4314,10060022,"""Křižovatka"":",,"A: je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.","B: je místo, v němž se protínají nebo spojují nejvýše tři pozemní komunikace; za křižovatku se považuje i vyústění polní nebo lesní cesty.","C: je místo, v němž se protínají pozemní komunikace; za křižovatku se nepovažuje místo, kde se pozemní komunikace spojují."
4315,10060023,"""Křižovatka"":",,"B: je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.","A: je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje kruhový objezd.","C: je místo, v němž se spojují nejvýše dvě pozemní komunikace; za křižovatku se nepovažuje místo, kde se pozemní komunikace protínají."
4316,10060024,"""Tramvajový pás"":",,B: je část pozemní komunikace určená především pro provoz tramvají.,A: není součástí pozemní komunikace.,C: je část pozemní komunikace vždy zvýšená nad úroveň vozovky.
4317,10060025,"""Tramvajový pás"":",,A: je část pozemní komunikace určená především pro provoz tramvají.,B: je část pozemní komunikace určená pro provoz tramvají; za tramvajový pás se nepovažuje pouze jedna kolej pro oba směry jízdy.,"C: je součástí pozemní komunikace, která je vždy označena jako hlavní pozemní komunikace."
4318,10060026,"""Obec"":",,"B: je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami; na účelových komunikacích se značky neosazují.","A: je území od první stavby do ukončení obce označené dopravní značkou ""Konec nejvyšší dovolené rychlosti"".","C: je zastavěné území, označené dopravní značkou ""Zóna s dopravním omezením"" a dopravní značkou ""Konec zóny s dopravním omezením""."
4319,10060027,"""Doklad totožnosti"":",,"B: je doklad, kterým občan České republiky nebo cizinec prokazuje svoji totožnost podle zvláštního právního předpisu.","A: je každý doklad, na kterém je uvedeno jméno, příjmení a trvalý pobyt.",C: je pouze občanský průkaz.
4320,10060028,"""Doklad totožnosti"":",,"C: je doklad, kterým občan České republiky nebo cizinec prokazuje svoji totožnost podle zvláštního právního předpisu.","A: je každý doklad, na kterém je fotografie držitele tohoto dokladu.","B: je pouze občanský průkaz, kterým občan České republiky nebo cizinec prokazuje svoji totožnost."
4321,10060029,"""Nemotorové vozidlo"" je:",,"C: Přípojné vozidlo a vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo, ruční vozík nebo potahové vozidlo.",A: Pouze přípojné a potahové vozidlo.,B: Pouze ruční vozík nebo jízdní kolo.
4322,10060030,"""Přejezd pro cyklisty"":",,A: je místo na pozemní komunikaci určené pro přejíždění cyklistů přes pozemní komunikaci vyznačené příslušnou dopravní značkou.,B: je místo na pozemní komunikaci určené pro přejíždění cyklistů přes silnici pro motorová vozidla.,C: je vždy mimo úroveň vozovky.
4323,10060031,"""Řidič"" je:",,"A: ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.","B: ten, kdo řídí pouze motorové vozidlo a trolejbus.","C: ten, kdo řídí motorové nebo nemotorové vozidlo, ne však tramvaj nebo trolejbus."
4324,10060032,"""Řidič"" je:",,"C: ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.","A: ten, kdo řídí pouze motorové vozidlo a tramvaj.","B: pouze ten, kdo řídí motorové vozidlo; za řidiče se nepovažuje ten, kdo řídí nemotorové vozidlo nebo tramvaj."
4325,10060033,"""Vozidlo"":",,"B: je motorové vozidlo, nemotorové vozidlo nebo tramvaj.","A: je pouze motorové vozidlo, poháněné vlastní pohonnou jednotkou.",C: je každé vozidlo s výjimkou tramvaje.
4326,10060034,"""Nemotorové vozidlo"":",,"B: Je přípojné vozidlo a vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo, ruční vozík nebo potahové vozidlo",A: Je pouze jízdní kolo nebo ruční vozík.,"C: Je vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo nebo ruční vozík; s výjimkou potahového a přípojného vozidla."
4327,10060035,"""Chodec"":",,"A: Je i osoba, která vede psa.","B: Není osoba, která se pohybuje pomocí ručního nebo motorového vozíku pro invalidy.","C: Není osoba, která se pohybuje na kolečkových bruslích nebo obdobném sportovním vybavení."
4328,10060036,"""Účastník provozu na pozemních komunikacích"":",,"B: je každý, kdo se přímým způsobem účastní provozu na pozemních komunikacích.",A: je pouze řidič motorových vozidel a chodec.,"C: je každý, kdo se účastní provozu na pozemních komunikacích s výjimkou dětí."
4329,10060037,"""Vozka"":",,"A: je řidič, který řídí potahové vozidlo.",B: se nepovažuje za řidiče.,C: řídí zvláštní vozidlo a nemusí dodržovat některá ustanovení zákona.
4330,10060038,"""Motorové vozidlo"":",,C: je nekolejové vozidlo poháněné vlastní pohonnou jednotkou a trolejbus.,A: je pouze vozidlo poháněné vlastním motorem.,"B: je vozidlo poháněné vlastní pohonnou jednotkou, tramvaj a trolejbus."
4331,10060039,"""Motorové vozidlo"":",,A: je nekolejové vozidlo poháněné vlastní pohonnou jednotkou a trolejbus.,"B: je vozidlo poháněné vlastní pohonnou jednotkou, ne však trolejbus.",C: je vozidlo poháněné vlastní pohonnou jednotkou a tramvaj.
4332,10060040,"""Jízdní souprava"":",,A: je souprava složená z jednoho nebo více motorových vozidel a jednoho nebo více přípojných vozidel.,B: je složená z jednoho motorového vozidla s tažným zařízením.,C: je souprava více přípojných vozidel.
4333,10060041,"""Jízdní souprava"":",,C: je souprava složená z jednoho nebo více motorových vozidel a jednoho nebo více přípojných vozidel.,A: musí být složena vždy jen z jednoho motorového vozidla a jednoho přípojného vozidla.,B: nemůže být složena z více než jednoho motorového a dvou přípojných vozidel.
4335,10060043,"""Stát"" znamená:",,C: uvést vozidlo do klidu nad dobu povolenou pro zastavení.,A: uvést vozidlo do klidu na dobu více než 30 minut.,B: uvést vozidlo do klidu na dobu neurčitou.
4336,10060044,"""Stát"" znamená:",,C: uvést vozidlo do klidu nad dobu povolenou pro zastavení.,A: zastavit na dobu přesahující 10 minut.,B: zastavit vozidlo na vyhrazeném parkovišti.
4337,10060045,"""Stát"" znamená:",,A: uvést vozidlo do klidu nad dobu povolenou pro zastavení.,B: zastavit vozidlo u pravého okraje vozovky.,C: zastavit před světelným signálem nebo železničním přejezdem.
4338,10060046,"""Zastavit vozidlo"" znamená:",,B: přerušit jízdu z důvodu nezávislého na vůli řidiče.,"A: přerušit jízdu z důvodů vyvolaných provozem na pozemních komunikacích, maximálně však na dobu 3 minut.",C: uvést vozidlo do klidu nad dobu povolenou pro stání.
4339,10060047,"""Dálnice"":",,"B: je pozemní komunikace označená dopravní značkou ""Dálnice"".",A: je každá pozemní komunikace o třech nebo více jízdních pruzích vyznačených na vozovce v jednom směru jízdy.,"C: je pozemní komunikace označená dopravní značkou ""Dálnice"" nebo dopravní značkou ""Silnice pro motorová vozidla""."
4340,10060048,"""Dálnice"":",,"A: je pozemní komunikace označená dopravní značkou ""Dálnice"".","B: je pozemní komunikace o více než dvou jízdních pruzích vyznačených na vozovce v jednom směru jízdy; je označena dopravní značkou ""Nejvyšší dovolená rychlost"".","C: je pozemní komunikace označená dopravní značkou ""Silnice I. třídy""."
4341,10060049,"""Jízdní pruh"" je část vozovky:",,C: dovolující jízdu vozidel v jednom jízdním proudu za sebou.,A: vždy vyznačená vodorovnou dopravní značkou.,"B: široká nejméně 3,5 m."
4342,10060050,"""Krajnice"":",,"B: je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.","A: je část vozovky, na kterou je ve všech případech zakázáno vjíždět.","C: je část povrchu pozemní komunikace, která je vždy označena dopravní značkou ""Nebezpečná krajnice""."
4343,10060051,"""Krajnice"":",,"A: je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.","B: je část povrchu pozemní komunikace, která je určena pro povolené předjíždění vpravo.","C: je vždy nezpevněná část vozovky, na kterou je zakázáno vjíždět."
4344,10060052,"""Krajnice"":",,"B: je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.",A: je část povrchu pozemní komunikace určená výhradně pro jízdu nemotorových vozidel.,"C: je vždy zpevněná část vozovky mezi okrajem přilehlého jízdního pruhu a hranou koruny vozovky, určená pro zastavení, otáčení a předjíždění vpravo."
4345,10060053,"""Krajnice"":",,"B: je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.",A: je část povrchu pozemní komunikace při pravém nebo levém okraji jízdního pruhu.,"C: je vždy zpevněná část vozovky při pravém okraji pozemní komunikace, na které je zakázána jízda nemotorových vozidel."
4346,10060054,"""Průběžný pruh"":",,"A: je jízdní pruh probíhající v původním směru (bez odbočení) křižovatkou nebo v místě, kde se mění počet jízdních pruhů.","B: je střední jízdní pruh tam, kde jsou na vozovce vyznačeny alespoň tři jízdní pruhy v jednom směru jízdy.","C: je jízdní pruh, který je po ukončení znovu obnoven a vyznačen na vozovce."
4347,10060055,"""Průběžný pruh"":",,"C: je jízdní pruh probíhající v původním směru (bez odbočení) křižovatkou nebo v místě, kde se mění počet jízdních pruhů.","A: je jízdní pruh označený svislou dopravní značkou ""Okruh"" nebo ""Změna směru okruhu"".","B: je jízdní pruh probíhající obcí od jejího začátku až do ukončení dopravní značkou ""Konec obce""."
4348,10060056,"""Železniční přejezd"":",,"A: je místo, kde se úrovňově kříží pozemní komunikace se železnicí, popřípadě s jinou dráhou ležící na samostatném tělese, a označené příslušnou dopravní značkou.","B: je místo, kde se úrovňově kříží pozemní komunikace se železnicí a příslušnou dopravní značkou se neoznačuje.","C: je místo, kde se úrovňově kříží pozemní komunikace se železnicí a je vždy označeno dopravní značkou ""Stůj, dej přednost v jízdě""."
4349,10060057,"""Železniční přejezd"":",,"C: je místo, kde se úrovňově kříží pozemní komunikace se železnicí, popřípadě s jinou dráhou ležící na samostatném tělese, a označené příslušnou dopravní značkou.","A: je místo, kde se mimoúrovňově kříží pozemní komunikace se železnicí, popřípadě s železniční vlečkou, označené dopravní značkou ""Dej přednost v jízdě"".","B: je místo, kde se při křížení s železnicí vždy užívá závor a zabezpečovacího zařízení."
4350,10060058,"""Přechod pro chodce"":",,"B: je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.","A: je místo na vozovce, určené pro přecházení chodců, které může být označeno dopravní značkou.","C: je místo vyznačené dopravními knoflíky, které může být doplněno symbolem kráčejícího chodce."
4351,10060059,"""Přechod pro chodce"":",,"C: je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.","A: je místo na vozovce určené pro přecházení chodců, které však nesmějí k přecházení vozovky užívat osoby hluchoslepé.","B: je místo na pozemní komunikaci určené pro přecházení chodců, které vždy musí být řízeno světelnými signály."
4352,10060060,"""Přechod pro chodce"":",,"A: je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.","B: je místo na pozemní komunikaci určené pro přecházení chodců, které nesmí být řízeno akustickými signály.","C: je místo na pozemní komunikaci určené pro přecházení chodců, které musí být vždy označeno přerušovaně svítícím světelným signálem ve tvaru kráčejícího chodce."
4353,10060061,"""Celostátní dopravní informační systém"":",,"B: je systém, obsahující aktuální informace o situaci v provozu na pozemních komunikacích, které mají vliv na bezpečnost a plynulost provozu na pozemních komunikacích.","A: je systém, který obsahuje informace o dostupnosti rozhlasových stanic v okolí pozemní komunikace.",C: je systém informací o silničních kontrolách.
4354,10060062,"""Celostátní dopravní informační systém"":",,"C: je systém, obsahující aktuální informace o situaci v provozu na pozemních komunikacích, které mají vliv na bezpečnost a plynulost provozu na pozemních komunikacích.",A: obsahuje pouze informace o situaci v provozu na dálnicích.,"B: je systém, obsahující všeobecné informace o situaci v provozu na pozemních komunikacích, s výjimkou silnic II. třídy."
